ticket_number,booking_id,itinerary_id,passenger_id,leg_sequence,total_legs,trip_id,route_id,origin_terminal_id,destination_terminal_id,base_fare,discount_amount,tax_amount,net_ticket_revenue,loyalty_points_earned,loyalty_points_redeemed,promotion_code
TICK-000189,BKG-000095,ITI-000095,P02327,1,1,TRIP-000038,RTE-20,TRM-20,TRM-21,223000,22000,22000,223000,22,0,EARLY10
TICK-000190,BKG-000096,ITI-000096,P01030,1,2,TRIP-000012,RTE-18,TRM-18,TRM-19,294000,0,32000,326000,33,0,
TICK-000191,BKG-000096,ITI-000096,P01030,2,2,TRIP-000013,RTE-19,TRM-19,TRM-20,112000,0,12000,124000,12,0,
TICK-000192,BKG-000097,ITI-000097,P02892,1,1,TRIP-000180,RTE-17,TRM-17,TRM-18,92000,9000,9000,92000,9,0,EARLY10
TICK-000193,BKG-000098,ITI-000098,P03052,1,2,TRIP-000181,RTE-26,TRM-01,TRM-05,111000,6000,12000,117000,12,20,APP5
TICK-000194,BKG-000098,ITI-000098,P03052,2,2,TRIP-000182,RTE-05,TRM-05,TRM-06,407000,20000,43000,430000,43,0,APP5
TICK-000195,BKG-000099,ITI-000099,P00330,1,2,TRIP-000183,RTE-11,TRM-11,TRM-12,174000,9000,18000,183000,18,0,PEAK5
TICK-000196,BKG-000099,ITI-000099,P00330,2,2,TRIP-000184,RTE-12,TRM-12,TRM-13,88000,4000,9000,93000,9,0,PEAK5
TICK-000197,BKG-000100,ITI-000100,P02960,1,1,TRIP-000185,RTE-27,TRM-05,TRM-10,470000,0,52000,522000,52,0,
TICK-000198,BKG-000101,ITI-000101,P01292,1,3,TRIP-000186,RTE-14,TRM-14,TRM-15,229000,0,25000,254000,25,0,
TICK-000199,BKG-000101,ITI-000101,P01292,2,3,TRIP-000187,RTE-29,TRM-15,TRM-20,223000,0,25000,248000,25,0,
TICK-000200,BKG-000101,ITI-000101,P01292,3,3,TRIP-000188,RTE-20,TRM-20,TRM-21,186000,0,20000,206000,21,0,
TICK-000201,BKG-000102,ITI-000102,P03183,1,2,TRIP-000189,RTE-04,TRM-04,TRM-05,157000,16000,16000,157000,16,0,EARLY10
TICK-000202,BKG-000102,ITI-000102,P03183,2,2,TRIP-000190,RTE-05,TRM-05,TRM-06,326000,33000,32000,325000,32,0,EARLY10
TICK-000203,BKG-000103,ITI-000103,P02178,1,1,TRIP-000191,RTE-18,TRM-18,TRM-19,294000,15000,31000,310000,31,0,APP5
TICK-000204,BKG-000104,ITI-000104,P00223,1,3,TRIP-000192,RTE-09,TRM-09,TRM-10,207000,10000,22000,219000,22,0,APP5
TICK-000205,BKG-000104,ITI-000104,P00223,2,3,TRIP-000193,RTE-10,TRM-10,TRM-11,231000,12000,24000,243000,24,0,APP5
TICK-000206,BKG-000104,ITI-000104,P00223,3,3,TRIP-000194,RTE-11,TRM-11,TRM-12,218000,11000,23000,230000,23,0,APP5
TICK-000207,BKG-000105,ITI-000105,P01136,1,3,TRIP-000195,RTE-06,TRM-06,TRM-07,102000,5000,11000,108000,11,0,APP5
TICK-000208,BKG-000105,ITI-000105,P01136,2,3,TRIP-000196,RTE-07,TRM-07,TRM-08,245000,12000,26000,259000,26,0,APP5
TICK-000209,BKG-000105,ITI-000105,P01136,3,3,TRIP-000197,RTE-08,TRM-08,TRM-09,129000,6000,14000,137000,14,0,APP5
TICK-000210,BKG-000106,ITI-000106,P00666,1,3,TRIP-000198,RTE-17,TRM-17,TRM-18,68000,0,7000,75000,8,0,
TICK-000211,BKG-000106,ITI-000106,P00666,2,3,TRIP-000199,RTE-18,TRM-18,TRM-19,196000,0,22000,218000,22,0,
TICK-000212,BKG-000106,ITI-000106,P00666,3,3,TRIP-000200,RTE-19,TRM-19,TRM-20,75000,0,8000,83000,8,0,
TICK-000213,BKG-000107,ITI-000107,P00868,1,3,TRIP-000201,RTE-15,TRM-15,TRM-16,134000,0,15000,149000,15,0,
TICK-000214,BKG-000107,ITI-000107,P00868,2,3,TRIP-000047,RTE-16,TRM-16,TRM-17,208000,0,23000,231000,23,0,
TICK-000215,BKG-000107,ITI-000107,P00868,3,3,TRIP-000048,RTE-17,TRM-17,TRM-18,82000,0,9000,91000,9,0,
TICK-000216,BKG-000108,ITI-000108,P01610,1,3,TRIP-000202,RTE-11,TRM-11,TRM-12,261000,0,29000,290000,29,0,
TICK-000217,BKG-000108,ITI-000108,P01610,2,3,TRIP-000203,RTE-12,TRM-12,TRM-13,106000,0,12000,118000,12,0,
TICK-000218,BKG-000108,ITI-000108,P01610,3,3,TRIP-000204,RTE-13,TRM-13,TRM-14,162000,0,18000,180000,18,0,
TICK-000219,BKG-000109,ITI-000109,P02078,1,3,TRIP-000205,RTE-24,TRM-24,TRM-25,279000,0,31000,310000,31,0,
TICK-000220,BKG-000109,ITI-000109,P02078,2,3,TRIP-000206,RTE-25,TRM-25,TRM-01,257000,0,28000,285000,28,0,
TICK-000221,BKG-000109,ITI-000109,P02078,3,3,TRIP-000207,RTE-01,TRM-01,TRM-02,198000,0,22000,220000,22,0,
TICK-000222,BKG-000110,ITI-000110,P01004,1,3,TRIP-000068,RTE-15,TRM-15,TRM-16,226000,23000,22000,225000,22,0,EARLY10
TICK-000223,BKG-000110,ITI-000110,P01004,2,3,TRIP-000208,RTE-16,TRM-16,TRM-17,350000,35000,35000,350000,35,0,EARLY10
TICK-000224,BKG-000110,ITI-000110,P01004,3,3,TRIP-000209,RTE-17,TRM-17,TRM-18,65000,6000,6000,65000,6,0,EARLY10
TICK-000225,BKG-000111,ITI-000111,P02043,1,1,TRIP-000210,RTE-12,TRM-12,TRM-13,106000,0,12000,118000,12,0,
TICK-000226,BKG-000112,ITI-000112,P02808,1,2,TRIP-000211,RTE-06,TRM-06,TRM-07,98000,0,11000,109000,11,0,
TICK-000227,BKG-000112,ITI-000112,P02808,2,2,TRIP-000212,RTE-07,TRM-07,TRM-08,396000,0,44000,440000,44,0,
TICK-000228,BKG-000113,ITI-000113,P02559,1,1,TRIP-000213,RTE-26,TRM-01,TRM-05,139000,0,15000,154000,15,0,
TICK-000229,BKG-000114,ITI-000114,P02884,1,2,TRIP-000214,RTE-16,TRM-16,TRM-17,216000,11000,23000,228000,23,0,APP5
TICK-000230,BKG-000114,ITI-000114,P02884,2,2,TRIP-000215,RTE-17,TRM-17,TRM-18,68000,3000,7000,72000,7,0,APP5
TICK-000231,BKG-000115,ITI-000115,P01653,1,1,TRIP-000216,RTE-25,TRM-25,TRM-01,257000,13000,27000,271000,27,0,APP5
TICK-000232,BKG-000116,ITI-000116,P01871,1,2,TRIP-000217,RTE-14,TRM-14,TRM-15,229000,11000,24000,242000,24,0,APP5
TICK-000233,BKG-000116,ITI-000116,P01871,2,2,TRIP-000218,RTE-29,TRM-15,TRM-20,376000,19000,39000,396000,40,0,APP5
TICK-000234,BKG-000117,ITI-000117,P01658,1,2,TRIP-000219,RTE-13,TRM-13,TRM-14,135000,0,15000,150000,15,0,
TICK-000235,BKG-000117,ITI-000117,P01658,2,2,TRIP-000220,RTE-14,TRM-14,TRM-15,386000,0,42000,428000,43,0,
TICK-000236,BKG-000118,ITI-000118,P03403,1,3,TRIP-000221,RTE-22,TRM-22,TRM-23,148000,0,16000,164000,16,10,
TICK-000237,BKG-000118,ITI-000118,P03403,2,3,TRIP-000222,RTE-23,TRM-23,TRM-24,186000,0,20000,206000,21,0,
TICK-000238,BKG-000118,ITI-000118,P03403,3,3,TRIP-000223,RTE-24,TRM-24,TRM-25,290000,0,32000,322000,32,0,
TICK-000239,BKG-000119,ITI-000119,P02987,1,2,TRIP-000224,RTE-02,TRM-02,TRM-03,89000,0,10000,99000,10,0,
TICK-000240,BKG-000119,ITI-000119,P02987,2,2,TRIP-000225,RTE-03,TRM-03,TRM-04,83000,0,9000,92000,9,0,
TICK-000241,BKG-000120,ITI-000120,P01644,1,3,TRIP-000226,RTE-30,TRM-20,TRM-25,281000,14000,29000,296000,30,0,APP5
TICK-000242,BKG-000120,ITI-000120,P01644,2,3,TRIP-000227,RTE-25,TRM-25,TRM-01,214000,11000,22000,225000,22,0,APP5
TICK-000243,BKG-000120,ITI-000120,P01644,3,3,TRIP-000228,RTE-26,TRM-01,TRM-05,93000,5000,10000,98000,10,0,APP5
TICK-000244,BKG-000121,ITI-000121,P03736,1,2,TRIP-000229,RTE-14,TRM-14,TRM-15,343000,0,38000,381000,38,0,
TICK-000245,BKG-000121,ITI-000121,P03736,2,2,TRIP-000230,RTE-15,TRM-15,TRM-16,226000,0,25000,251000,25,0,
TICK-000246,BKG-000122,ITI-000122,P02607,1,2,TRIP-000231,RTE-11,TRM-11,TRM-12,174000,17000,17000,174000,17,0,EARLY10
TICK-000247,BKG-000122,ITI-000122,P02607,2,2,TRIP-000232,RTE-12,TRM-12,TRM-13,110000,11000,11000,110000,11,0,EARLY10
TICK-000248,BKG-000123,ITI-000123,P00370,1,3,TRIP-000233,RTE-18,TRM-18,TRM-19,196000,0,22000,218000,22,20,
TICK-000249,BKG-000123,ITI-000123,P00370,2,3,TRIP-000234,RTE-19,TRM-19,TRM-20,94000,0,10000,104000,10,0,
TICK-000250,BKG-000123,ITI-000123,P00370,3,3,TRIP-000235,RTE-30,TRM-20,TRM-25,351000,0,39000,390000,39,0,
TICK-000251,BKG-000124,ITI-000124,P03694,1,2,TRIP-000236,RTE-14,TRM-14,TRM-15,286000,0,31000,317000,32,20,
TICK-000252,BKG-000124,ITI-000124,P03694,2,2,TRIP-000237,RTE-15,TRM-15,TRM-16,140000,0,15000,155000,16,0,
TICK-000253,BKG-000125,ITI-000125,P03632,1,2,TRIP-000175,RTE-23,TRM-23,TRM-24,223000,0,25000,248000,25,0,
TICK-000254,BKG-000125,ITI-000125,P03632,2,2,TRIP-000176,RTE-24,TRM-24,TRM-25,279000,0,31000,310000,31,0,
TICK-000255,BKG-000126,ITI-000126,P00495,1,1,TRIP-000238,RTE-08,TRM-08,TRM-09,218000,0,24000,242000,24,0,
TICK-000256,BKG-000127,ITI-000127,P00747,1,2,TRIP-000134,RTE-21,TRM-21,TRM-22,156000,0,17000,173000,17,0,
TICK-000257,BKG-000127,ITI-000127,P00747,2,2,TRIP-000135,RTE-22,TRM-22,TRM-23,148000,0,16000,164000,16,0,
TICK-000258,BKG-000128,ITI-000128,P00593,1,2,TRIP-000239,RTE-08,TRM-08,TRM-09,155000,8000,16000,163000,16,0,PEAK5
TICK-000259,BKG-000128,ITI-000128,P00593,2,2,TRIP-000240,RTE-09,TRM-09,TRM-10,199000,10000,21000,210000,21,0,PEAK5
TICK-000260,BKG-000129,ITI-000129,P00032,1,1,TRIP-000241,RTE-25,TRM-25,TRM-01,214000,21000,21000,214000,21,0,EARLY10
TICK-000261,BKG-000130,ITI-000130,P03073,1,2,TRIP-000242,RTE-09,TRM-09,TRM-10,165000,8000,17000,174000,17,0,APP5
TICK-000262,BKG-000130,ITI-000130,P03073,2,2,TRIP-000243,RTE-28,TRM-10,TRM-15,190000,10000,20000,200000,20,0,APP5
TICK-000263,BKG-000131,ITI-000131,P02295,1,3,TRIP-000244,RTE-15,TRM-15,TRM-16,189000,0,21000,210000,21,0,
TICK-000264,BKG-000131,ITI-000131,P02295,2,3,TRIP-000245,RTE-16,TRM-16,TRM-17,173000,0,19000,192000,19,0,
TICK-000265,BKG-000131,ITI-000131,P02295,3,3,TRIP-000246,RTE-17,TRM-17,TRM-18,55000,0,6000,61000,6,0,
TICK-000266,BKG-000132,ITI-000132,P02742,1,1,TRIP-000247,RTE-13,TRM-13,TRM-14,168000,0,18000,186000,19,20,
TICK-000267,BKG-000133,ITI-000133,P02683,1,3,TRIP-000248,RTE-14,TRM-14,TRM-15,286000,0,31000,317000,32,0,
TICK-000268,BKG-000133,ITI-000133,P02683,2,3,TRIP-000249,RTE-15,TRM-15,TRM-16,112000,0,12000,124000,12,0,
TICK-000269,BKG-000133,ITI-000133,P02683,3,3,TRIP-000250,RTE-16,TRM-16,TRM-17,216000,0,24000,240000,24,0,
TICK-000270,BKG-000134,ITI-000134,P03456,1,1,TRIP-000142,RTE-07,TRM-07,TRM-08,235000,0,26000,261000,26,0,
TICK-000271,BKG-000135,ITI-000135,P03164,1,3,TRIP-000251,RTE-16,TRM-16,TRM-17,173000,0,19000,192000,19,0,
TICK-000272,BKG-000135,ITI-000135,P03164,2,3,TRIP-000252,RTE-17,TRM-17,TRM-18,68000,0,7000,75000,8,0,
TICK-000273,BKG-000135,ITI-000135,P03164,3,3,TRIP-000253,RTE-18,TRM-18,TRM-19,196000,0,22000,218000,22,0,
TICK-000274,BKG-000136,ITI-000136,P03635,1,2,TRIP-000254,RTE-20,TRM-20,TRM-21,301000,0,33000,334000,33,0,
TICK-000275,BKG-000136,ITI-000136,P03635,2,2,TRIP-000255,RTE-21,TRM-21,TRM-22,187000,0,21000,208000,21,0,
TICK-000276,BKG-000137,ITI-000137,P03395,1,2,TRIP-000256,RTE-24,TRM-24,TRM-25,470000,47000,47000,470000,47,0,EARLY10
TICK-000277,BKG-000137,ITI-000137,P03395,2,2,TRIP-000257,RTE-25,TRM-25,TRM-01,257000,26000,25000,256000,26,0,EARLY10
TICK-000278,BKG-000138,ITI-000138,P03183,1,2,TRIP-000258,RTE-12,TRM-12,TRM-13,178000,0,20000,198000,20,0,
TICK-000279,BKG-000138,ITI-000138,P03183,2,2,TRIP-000259,RTE-13,TRM-13,TRM-14,202000,0,22000,224000,22,0,
TICK-000280,BKG-000139,ITI-000139,P03294,1,1,TRIP-000260,RTE-21,TRM-21,TRM-22,187000,9000,20000,198000,20,0,APP5
TICK-000281,BKG-000140,ITI-000140,P03223,1,3,TRIP-000261,RTE-11,TRM-11,TRM-12,209000,21000,21000,209000,21,0,EARLY10
TICK-000282,BKG-000140,ITI-000140,P03223,2,3,TRIP-000262,RTE-12,TRM-12,TRM-13,106000,11000,10000,105000,10,0,EARLY10
TICK-000283,BKG-000140,ITI-000140,P03223,3,3,TRIP-000263,RTE-13,TRM-13,TRM-14,202000,20000,20000,202000,20,0,EARLY10
TICK-000284,BKG-000141,ITI-000141,P03047,1,2,TRIP-000264,RTE-23,TRM-23,TRM-24,149000,0,16000,165000,16,0,
TICK-000285,BKG-000141,ITI-000141,P03047,2,2,TRIP-000265,RTE-24,TRM-24,TRM-25,232000,0,26000,258000,26,0,
TICK-000286,BKG-000142,ITI-000142,P03478,1,1,TRIP-000266,RTE-02,TRM-02,TRM-03,59000,6000,6000,59000,6,0,EARLY10
TICK-000287,BKG-000143,ITI-000143,P01352,1,1,TRIP-000267,RTE-14,TRM-14,TRM-15,386000,0,42000,428000,43,0,
TICK-000288,BKG-000144,ITI-000144,P00428,1,1,TRIP-000268,RTE-21,TRM-21,TRM-22,156000,16000,15000,155000,16,0,EARLY10
TICK-000289,BKG-000145,ITI-000145,P01538,1,2,TRIP-000269,RTE-26,TRM-01,TRM-05,157000,0,17000,174000,17,10,
TICK-000290,BKG-000145,ITI-000145,P01538,2,2,TRIP-000270,RTE-27,TRM-05,TRM-10,232000,0,26000,258000,26,0,
TICK-000291,BKG-000146,ITI-000146,P03672,1,3,TRIP-000271,RTE-11,TRM-11,TRM-12,209000,0,23000,232000,23,0,
TICK-000292,BKG-000146,ITI-000146,P03672,2,3,TRIP-000272,RTE-12,TRM-12,TRM-13,178000,0,20000,198000,20,0,
TICK-000293,BKG-000146,ITI-000146,P03672,3,3,TRIP-000273,RTE-13,TRM-13,TRM-14,162000,0,18000,180000,18,0,
TICK-000294,BKG-000147,ITI-000147,P01540,1,2,TRIP-000274,RTE-12,TRM-12,TRM-13,88000,9000,9000,88000,9,0,EARLY10
TICK-000295,BKG-000147,ITI-000147,P01540,2,2,TRIP-000275,RTE-13,TRM-13,TRM-14,168000,17000,17000,168000,17,0,EARLY10
TICK-000296,BKG-000148,ITI-000148,P00511,1,1,TRIP-000276,RTE-03,TRM-03,TRM-04,104000,5000,11000,110000,11,0,APP5
TICK-000297,BKG-000149,ITI-000149,P02933,1,2,TRIP-000210,RTE-12,TRM-12,TRM-13,106000,5000,11000,112000,11,10,PEAK5
TICK-000298,BKG-000149,ITI-000149,P02933,2,2,TRIP-000277,RTE-13,TRM-13,TRM-14,202000,10000,21000,213000,21,0,PEAK5
TICK-000299,BKG-000150,ITI-000150,P03980,1,2,TRIP-000278,RTE-08,TRM-08,TRM-09,194000,10000,20000,204000,20,0,APP5
TICK-000300,BKG-000150,ITI-000150,P03980,2,2,TRIP-000279,RTE-09,TRM-09,TRM-10,199000,10000,21000,210000,21,0,APP5
TICK-000301,BKG-000151,ITI-000151,P03663,1,2,TRIP-000280,RTE-02,TRM-02,TRM-03,59000,0,6000,65000,6,0,
TICK-000302,BKG-000151,ITI-000151,P03663,2,2,TRIP-000281,RTE-03,TRM-03,TRM-04,70000,0,8000,78000,8,0,
TICK-000303,BKG-000152,ITI-000152,P03203,1,2,TRIP-000282,RTE-28,TRM-10,TRM-15,228000,23000,23000,228000,23,0,EARLY10
TICK-000304,BKG-000152,ITI-000152,P03203,2,2,TRIP-000283,RTE-15,TRM-15,TRM-16,168000,17000,17000,168000,17,0,EARLY10
TICK-000305,BKG-000153,ITI-000153,P01211,1,1,TRIP-000284,RTE-28,TRM-10,TRM-15,237000,0,26000,263000,26,0,
TICK-000306,BKG-000154,ITI-000154,P02822,1,2,TRIP-000285,RTE-26,TRM-01,TRM-05,111000,6000,12000,117000,12,0,APP5
TICK-000307,BKG-000154,ITI-000154,P02822,2,2,TRIP-000286,RTE-05,TRM-05,TRM-06,550000,28000,57000,579000,58,0,APP5
TICK-000308,BKG-000155,ITI-000155,P03521,1,1,TRIP-000057,RTE-14,TRM-14,TRM-15,275000,28000,27000,274000,27,0,EARLY10
TICK-000309,BKG-000156,ITI-000156,P03850,1,3,TRIP-000287,RTE-19,TRM-19,TRM-20,94000,0,10000,104000,10,0,
TICK-000310,BKG-000156,ITI-000156,P03850,2,3,TRIP-000288,RTE-20,TRM-20,TRM-21,186000,0,20000,206000,21,0,
TICK-000311,BKG-000156,ITI-000156,P03850,3,3,TRIP-000289,RTE-21,TRM-21,TRM-22,156000,0,17000,173000,17,0,
TICK-000312,BKG-000157,ITI-000157,P00274,1,3,TRIP-000290,RTE-11,TRM-11,TRM-12,209000,0,23000,232000,23,0,
TICK-000313,BKG-000157,ITI-000157,P00274,2,3,TRIP-000291,RTE-12,TRM-12,TRM-13,178000,0,20000,198000,20,0,
TICK-000314,BKG-000157,ITI-000157,P00274,3,3,TRIP-000292,RTE-13,TRM-13,TRM-14,202000,0,22000,224000,22,0,
TICK-000315,BKG-000158,ITI-000158,P02158,1,1,TRIP-000293,RTE-05,TRM-05,TRM-06,271000,0,30000,301000,30,0,
TICK-000316,BKG-000159,ITI-000159,P01030,1,3,TRIP-000110,RTE-23,TRM-23,TRM-24,251000,0,28000,279000,28,0,
TICK-000317,BKG-000159,ITI-000159,P01030,2,3,TRIP-000294,RTE-24,TRM-24,TRM-25,232000,0,26000,258000,26,0,
TICK-000318,BKG-000159,ITI-000159,P01030,3,3,TRIP-000295,RTE-25,TRM-25,TRM-01,214000,0,24000,238000,24,0,
TICK-000319,BKG-000160,ITI-000160,P02830,1,2,TRIP-000127,RTE-21,TRM-21,TRM-22,187000,0,21000,208000,21,0,
TICK-000320,BKG-000160,ITI-000160,P02830,2,2,TRIP-000128,RTE-22,TRM-22,TRM-23,222000,0,24000,246000,25,0,
TICK-000321,BKG-000161,ITI-000161,P01928,1,2,TRIP-000296,RTE-11,TRM-11,TRM-12,218000,0,24000,242000,24,0,
TICK-000322,BKG-000161,ITI-000161,P01928,2,2,TRIP-000297,RTE-12,TRM-12,TRM-13,110000,0,12000,122000,12,0,
TICK-000323,BKG-000162,ITI-000162,P02209,1,2,TRIP-000298,RTE-17,TRM-17,TRM-18,68000,0,7000,75000,8,0,
TICK-000324,BKG-000162,ITI-000162,P02209,2,2,TRIP-000299,RTE-18,TRM-18,TRM-19,245000,0,27000,272000,27,0,
TICK-000325,BKG-000163,ITI-000163,P00622,1,1,TRIP-000300,RTE-15,TRM-15,TRM-16,112000,0,12000,124000,12,0,
TICK-000326,BKG-000164,ITI-000164,P00553,1,2,TRIP-000195,RTE-06,TRM-06,TRM-07,102000,0,11000,113000,11,0,
TICK-000327,BKG-000164,ITI-000164,P00553,2,2,TRIP-000196,RTE-07,TRM-07,TRM-08,245000,0,27000,272000,27,0,
TICK-000328,BKG-000165,ITI-000165,P02195,1,2,TRIP-000301,RTE-12,TRM-12,TRM-13,132000,0,15000,147000,15,0,
TICK-000329,BKG-000165,ITI-000165,P02195,2,2,TRIP-000302,RTE-13,TRM-13,TRM-14,202000,0,22000,224000,22,0,
TICK-000330,BKG-000166,ITI-000166,P03987,1,3,TRIP-000303,RTE-16,TRM-16,TRM-17,173000,17000,17000,173000,17,0,EARLY10
TICK-000331,BKG-000166,ITI-000166,P03987,2,3,TRIP-000304,RTE-17,TRM-17,TRM-18,68000,7000,7000,68000,7,0,EARLY10
TICK-000332,BKG-000166,ITI-000166,P03987,3,3,TRIP-000305,RTE-18,TRM-18,TRM-19,245000,24000,24000,245000,24,0,EARLY10
TICK-000333,BKG-000167,ITI-000167,P02594,1,2,TRIP-000080,RTE-12,TRM-12,TRM-13,148000,0,16000,164000,16,0,
TICK-000334,BKG-000167,ITI-000167,P02594,2,2,TRIP-000060,RTE-13,TRM-13,TRM-14,135000,0,15000,150000,15,0,
TICK-000335,BKG-000168,ITI-000168,P00807,1,3,TRIP-000306,RTE-14,TRM-14,TRM-15,275000,0,30000,305000,30,0,
TICK-000336,BKG-000168,ITI-000168,P00807,2,3,TRIP-000307,RTE-15,TRM-15,TRM-16,134000,0,15000,149000,15,0,
TICK-000337,BKG-000168,ITI-000168,P00807,3,3,TRIP-000308,RTE-16,TRM-16,TRM-17,208000,0,23000,231000,23,0,
TICK-000338,BKG-000169,ITI-000169,P02261,1,1,TRIP-000309,RTE-09,TRM-09,TRM-10,207000,0,23000,230000,23,0,
TICK-000339,BKG-000170,ITI-000170,P01814,1,3,TRIP-000138,RTE-04,TRM-04,TRM-05,197000,0,22000,219000,22,0,
TICK-000340,BKG-000170,ITI-000170,P01814,2,3,TRIP-000139,RTE-05,TRM-05,TRM-06,407000,0,45000,452000,45,0,
TICK-000341,BKG-000170,ITI-000170,P01814,3,3,TRIP-000310,RTE-06,TRM-06,TRM-07,98000,0,11000,109000,11,0,
TICK-000342,BKG-000171,ITI-000171,P00386,1,2,TRIP-000311,RTE-26,TRM-01,TRM-05,93000,5000,10000,98000,10,0,PEAK5
TICK-000343,BKG-000171,ITI-000171,P00386,2,2,TRIP-000312,RTE-27,TRM-05,TRM-10,232000,12000,24000,244000,24,0,PEAK5
TICK-000344,BKG-000172,ITI-000172,P00406,1,3,TRIP-000313,RTE-29,TRM-15,TRM-20,278000,28000,28000,278000,28,20,EARLY10
TICK-000345,BKG-000172,ITI-000172,P00406,2,3,TRIP-000026,RTE-20,TRM-20,TRM-21,186000,19000,18000,185000,18,0,EARLY10
TICK-000346,BKG-000172,ITI-000172,P00406,3,3,TRIP-000027,RTE-21,TRM-21,TRM-22,156000,16000,15000,155000,16,0,EARLY10
TICK-000347,BKG-000173,ITI-000173,P01329,1,3,TRIP-000314,RTE-08,TRM-08,TRM-09,155000,0,17000,172000,17,0,
TICK-000348,BKG-000173,ITI-000173,P01329,2,3,TRIP-000315,RTE-09,TRM-09,TRM-10,335000,0,37000,372000,37,0,
TICK-000349,BKG-000173,ITI-000173,P01329,3,3,TRIP-000316,RTE-10,TRM-10,TRM-11,277000,0,30000,307000,31,0,
TICK-000350,BKG-000174,ITI-000174,P00478,1,2,TRIP-000317,RTE-11,TRM-11,TRM-12,209000,0,23000,232000,23,0,
TICK-000351,BKG-000174,ITI-000174,P00478,2,2,TRIP-000318,RTE-12,TRM-12,TRM-13,106000,0,12000,118000,12,0,
TICK-000352,BKG-000175,ITI-000175,P01867,1,3,TRIP-000050,RTE-30,TRM-20,TRM-25,422000,42000,42000,422000,42,0,EARLY10
TICK-000353,BKG-000175,ITI-000175,P01867,2,3,TRIP-000319,RTE-25,TRM-25,TRM-01,433000,43000,43000,433000,43,0,EARLY10
TICK-000354,BKG-000175,ITI-000175,P01867,3,3,TRIP-000320,RTE-26,TRM-01,TRM-05,111000,11000,11000,111000,11,0,EARLY10
TICK-000355,BKG-000176,ITI-000176,P01241,1,1,TRIP-000321,RTE-09,TRM-09,TRM-10,248000,0,27000,275000,28,30,
TICK-000356,BKG-000177,ITI-000177,P03794,1,3,TRIP-000199,RTE-18,TRM-18,TRM-19,196000,0,22000,218000,22,0,
TICK-000357,BKG-000177,ITI-000177,P03794,2,3,TRIP-000200,RTE-19,TRM-19,TRM-20,75000,0,8000,83000,8,0,
TICK-000358,BKG-000177,ITI-000177,P03794,3,3,TRIP-000322,RTE-20,TRM-20,TRM-21,251000,0,28000,279000,28,0,
TICK-000359,BKG-000178,ITI-000178,P02443,1,2,TRIP-000323,RTE-23,TRM-23,TRM-24,186000,9000,19000,196000,20,0,APP5
TICK-000360,BKG-000178,ITI-000178,P02443,2,2,TRIP-000324,RTE-24,TRM-24,TRM-25,232000,12000,24000,244000,24,0,APP5
TICK-000361,BKG-000179,ITI-000179,P03501,1,2,TRIP-000325,RTE-07,TRM-07,TRM-08,196000,10000,20000,206000,21,0,APP5
TICK-000362,BKG-000179,ITI-000179,P03501,2,2,TRIP-000326,RTE-08,TRM-08,TRM-09,218000,11000,23000,230000,23,0,APP5
TICK-000363,BKG-000180,ITI-000180,P03699,1,2,TRIP-000327,RTE-28,TRM-10,TRM-15,284000,0,31000,315000,32,0,
TICK-000364,BKG-000180,ITI-000180,P03699,2,2,TRIP-000328,RTE-29,TRM-15,TRM-20,267000,0,29000,296000,30,0,
TICK-000365,BKG-000181,ITI-000181,P02279,1,1,TRIP-000329,RTE-27,TRM-05,TRM-10,290000,0,32000,322000,32,0,
TICK-000366,BKG-000182,ITI-000182,P01753,1,2,TRIP-000330,RTE-10,TRM-10,TRM-11,277000,14000,29000,292000,29,0,APP5
TICK-000367,BKG-000182,ITI-000182,P01753,2,2,TRIP-000331,RTE-11,TRM-11,TRM-12,209000,10000,22000,221000,22,0,APP5
TICK-000368,BKG-000183,ITI-000183,P02760,1,2,TRIP-000093,RTE-03,TRM-03,TRM-04,87000,9000,9000,87000,9,30,EARLY10
TICK-000369,BKG-000183,ITI-000183,P02760,2,2,TRIP-000332,RTE-04,TRM-04,TRM-05,164000,16000,16000,164000,16,0,EARLY10
TICK-000370,BKG-000184,ITI-000184,P01274,1,2,TRIP-000333,RTE-13,TRM-13,TRM-14,168000,0,18000,186000,19,0,
TICK-000371,BKG-000184,ITI-000184,P01274,2,2,TRIP-000334,RTE-14,TRM-14,TRM-15,229000,0,25000,254000,25,0,
TICK-000372,BKG-000185,ITI-000185,P03231,1,2,TRIP-000335,RTE-21,TRM-21,TRM-22,264000,0,29000,293000,29,0,
TICK-000373,BKG-000185,ITI-000185,P03231,2,2,TRIP-000336,RTE-22,TRM-22,TRM-23,185000,0,20000,205000,20,0,
TICK-000374,BKG-000186,ITI-000186,P01032,1,2,TRIP-000337,RTE-02,TRM-02,TRM-03,100000,10000,10000,100000,10,0,EARLY10
TICK-000375,BKG-000186,ITI-000186,P01032,2,2,TRIP-000338,RTE-03,TRM-03,TRM-04,70000,7000,7000,70000,7,0,EARLY10
TICK-000376,BKG-000187,ITI-000187,P02061,1,2,TRIP-000339,RTE-13,TRM-13,TRM-14,162000,8000,17000,171000,17,30,APP5
TICK-000377,BKG-000187,ITI-000187,P02061,2,2,TRIP-000340,RTE-14,TRM-14,TRM-15,343000,17000,36000,362000,36,0,APP5
TICK-000378,BKG-000188,ITI-000188,P00150,1,2,TRIP-000341,RTE-07,TRM-07,TRM-08,196000,0,22000,218000,22,0,
