ticket_number,passenger_id,trip_id,travel_status,check_in_ts,boarding_ts,scheduled_connection_minutes,actual_connection_minutes,missed_connection_count
TICK-000253,P03632,TRIP-000175,COMPLETED,2025-12-22 16:30:00,2025-12-22 17:34:00,,,0
TICK-000254,P03632,TRIP-000176,COMPLETED,2025-12-23 04:44:00,2025-12-23 05:35:00,268,246,0
TICK-000255,P00495,TRIP-000238,COMPLETED,2025-10-22 04:33:00,2025-10-22 05:34:00,,,0
TICK-000256,P00747,TRIP-000134,COMPLETED,2025-08-08 11:17:00,2025-08-08 11:44:00,,,0
TICK-000257,P00747,TRIP-000135,COMPLETED,2025-08-08 22:54:00,2025-08-08 23:38:00,229,204,0
TICK-000258,P00593,TRIP-000239,COMPLETED,2025-07-08 10:46:00,2025-07-08 11:46:00,,,0
TICK-000259,P00593,TRIP-000240,MISSED_CONNECTION,,,-5,-42,1
TICK-000260,P00032,TRIP-000241,COMPLETED,2025-08-22 04:33:00,2025-08-22 05:37:00,,,0
TICK-000261,P03073,TRIP-000242,COMPLETED,2025-10-22 16:55:00,2025-10-22 17:50:00,,,0
TICK-000262,P03073,TRIP-000243,COMPLETED,2025-10-23 04:46:00,2025-10-23 05:48:00,251,251,0
TICK-000263,P02295,TRIP-000244,COMPLETED,2025-09-22 16:53:00,2025-09-22 17:46:00,,,0
TICK-000264,P02295,TRIP-000245,MISSED_CONNECTION,,,49,6,1
TICK-000265,P02295,TRIP-000246,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-000266,P02742,TRIP-000247,COMPLETED,2025-08-08 16:59:00,2025-08-08 17:38:00,,,0
TICK-000267,P02683,TRIP-000248,COMPLETED,2025-01-22 10:49:00,2025-01-22 11:33:00,,,0
TICK-000268,P02683,TRIP-000249,COMPLETED,2025-01-22 22:44:00,2025-01-22 23:31:00,-2,15,0
TICK-000269,P02683,TRIP-000250,MISSED_CONNECTION,,,49,7,1
TICK-000270,P03456,TRIP-000142,COMPLETED,2025-06-08 11:25:00,2025-06-08 11:45:00,,,0
TICK-000271,P03164,TRIP-000251,COMPLETED,2025-10-08 10:37:00,2025-10-08 11:42:00,,,0
TICK-000272,P03164,TRIP-000252,COMPLETED,2025-10-08 23:02:00,2025-10-08 23:35:00,266,269,0
TICK-000273,P03164,TRIP-000253,COMPLETED,2025-10-09 05:25:00,2025-10-09 05:43:00,201,186,0
TICK-000274,P03635,TRIP-000254,COMPLETED,2025-06-22 10:40:00,2025-06-22 11:44:00,,,0
TICK-000275,P03635,TRIP-000255,MISSED_CONNECTION,,,-10,-18,1
TICK-000276,P03395,TRIP-000256,COMPLETED,2025-06-22 11:11:00,2025-06-22 11:30:00,,,0
TICK-000277,P03395,TRIP-000257,COMPLETED,2025-06-22 22:32:00,2025-06-22 23:47:00,46,24,0
TICK-000278,P03183,TRIP-000258,COMPLETED,2025-07-08 10:38:00,2025-07-08 11:35:00,,,0
TICK-000279,P03183,TRIP-000259,COMPLETED,2025-07-08 17:21:00,2025-07-08 17:45:00,93,105,0
TICK-000280,P03294,TRIP-000260,COMPLETED,2025-12-08 11:05:00,2025-12-08 11:44:00,,,0
TICK-000281,P03223,TRIP-000261,COMPLETED,2025-12-08 11:17:00,2025-12-08 11:33:00,,,0
TICK-000282,P03223,TRIP-000262,COMPLETED,2025-12-08 22:42:00,2025-12-08 23:38:00,226,216,0
TICK-000283,P03223,TRIP-000263,COMPLETED,2025-12-09 04:37:00,2025-12-09 05:35:00,93,82,0
TICK-000284,P03047,TRIP-000264,COMPLETED,2025-01-08 04:33:00,2025-01-08 05:41:00,,,0
TICK-000285,P03047,TRIP-000265,COMPLETED,2025-01-08 17:13:00,2025-01-08 17:39:00,268,259,0
TICK-000286,P03478,TRIP-000266,COMPLETED,2025-09-22 10:59:00,2025-09-22 11:43:00,,,0
TICK-000287,P01352,TRIP-000267,COMPLETED,2025-03-08 04:33:00,2025-03-08 05:31:00,,,0
TICK-000288,P00428,TRIP-000268,COMPLETED,2025-11-22 10:54:00,2025-11-22 11:38:00,,,0
TICK-000289,P01538,TRIP-000269,COMPLETED,2025-05-22 05:15:00,2025-05-22 05:40:00,,,0
TICK-000290,P01538,TRIP-000270,COMPLETED,2025-05-22 10:47:00,2025-05-22 11:47:00,120,94,0
TICK-000291,P03672,TRIP-000271,COMPLETED,2025-06-22 11:12:00,2025-06-22 11:45:00,,,0
TICK-000292,P03672,TRIP-000272,COMPLETED,2025-06-22 23:22:00,2025-06-22 23:32:00,226,208,0
TICK-000293,P03672,TRIP-000273,COMPLETED,2025-06-23 05:08:00,2025-06-23 05:40:00,93,82,0
TICK-000294,P01540,TRIP-000274,COMPLETED,2025-10-08 11:10:00,2025-10-08 11:45:00,,,0
TICK-000295,P01540,TRIP-000275,COMPLETED,2025-10-08 16:50:00,2025-10-08 17:42:00,93,93,0
TICK-000296,P00511,TRIP-000276,COMPLETED,2025-07-22 04:39:00,2025-07-22 05:41:00,,,0
TICK-000297,P02933,TRIP-000210,COMPLETED,2025-07-22 16:49:00,2025-07-22 17:41:00,,,0
TICK-000298,P02933,TRIP-000277,MISSED_CONNECTION,,,93,-183,1
TICK-000299,P03980,TRIP-000278,COMPLETED,2025-07-08 05:18:00,2025-07-08 05:35:00,,,0
TICK-000300,P03980,TRIP-000279,MISSED_CONNECTION,,,-5,-6,1
TICK-000301,P03663,TRIP-000280,COMPLETED,2025-01-08 16:41:00,2025-01-08 17:41:00,,,0
TICK-000302,P03663,TRIP-000281,COMPLETED,2025-01-08 22:42:00,2025-01-08 23:49:00,194,210,0
TICK-000303,P03203,TRIP-000282,COMPLETED,2025-07-08 05:14:00,2025-07-08 05:46:00,,,0
TICK-000304,P03203,TRIP-000283,COMPLETED,2025-07-08 16:30:00,2025-07-08 17:35:00,181,176,0
TICK-000305,P01211,TRIP-000284,COMPLETED,2025-08-08 17:17:00,2025-08-08 17:32:00,,,0
TICK-000306,P02822,TRIP-000285,COMPLETED,2025-06-22 05:21:00,2025-06-22 05:34:00,,,0
TICK-000307,P02822,TRIP-000286,COMPLETED,2025-06-22 11:22:00,2025-06-22 11:46:00,120,87,0
TICK-000308,P03521,TRIP-000057,COMPLETED,2025-07-08 11:15:00,2025-07-08 11:40:00,,,0
TICK-000309,P03850,TRIP-000287,COMPLETED,2025-01-08 16:35:00,2025-01-08 17:40:00,,,0
TICK-000310,P03850,TRIP-000288,COMPLETED,2025-01-08 22:52:00,2025-01-08 23:36:00,169,121,0
TICK-000311,P03850,TRIP-000289,MISSED_CONNECTION,,,-10,-10,1
TICK-000312,P00274,TRIP-000290,COMPLETED,2025-12-22 10:34:00,2025-12-22 11:41:00,,,0
TICK-000313,P00274,TRIP-000291,COMPLETED,2025-12-22 23:14:00,2025-12-22 23:37:00,226,216,0
TICK-000314,P00274,TRIP-000292,COMPLETED,2025-12-23 05:13:00,2025-12-23 05:37:00,93,101,0
TICK-000315,P02158,TRIP-000293,COMPLETED,2025-08-22 17:13:00,2025-08-22 17:46:00,,,0
TICK-000316,P01030,TRIP-000110,COMPLETED,2025-03-08 11:14:00,2025-03-08 11:30:00,,,0
TICK-000317,P01030,TRIP-000294,COMPLETED,2025-03-08 22:34:00,2025-03-08 23:31:00,268,240,0
TICK-000318,P01030,TRIP-000295,COMPLETED,2025-03-09 11:23:00,2025-03-09 11:39:00,46,57,0
TICK-000319,P02830,TRIP-000127,COMPLETED,2025-07-08 05:25:00,2025-07-08 05:40:00,,,0
TICK-000320,P02830,TRIP-000128,COMPLETED,2025-07-08 17:22:00,2025-07-08 17:40:00,229,194,0
TICK-000321,P01928,TRIP-000296,COMPLETED,2025-04-08 16:43:00,2025-04-08 17:43:00,,,0
TICK-000322,P01928,TRIP-000297,COMPLETED,2025-04-09 04:33:00,2025-04-09 05:39:00,226,192,0
TICK-000323,P02209,TRIP-000298,COMPLETED,2025-01-08 04:58:00,2025-01-08 05:46:00,,,0
TICK-000324,P02209,TRIP-000299,COMPLETED,2025-01-08 10:34:00,2025-01-08 11:49:00,201,173,0
TICK-000325,P00622,TRIP-000300,COMPLETED,2025-11-08 11:20:00,2025-11-08 11:33:00,,,0
TICK-000326,P00553,TRIP-000195,COMPLETED,2025-02-22 05:20:00,2025-02-22 05:49:00,,,0
TICK-000327,P00553,TRIP-000196,COMPLETED,2025-02-22 11:04:00,2025-02-22 11:33:00,144,133,0
TICK-000328,P02195,TRIP-000301,COMPLETED,2025-12-08 16:40:00,2025-12-08 17:39:00,,,0
TICK-000329,P02195,TRIP-000302,COMPLETED,2025-12-08 23:13:00,2025-12-08 23:46:00,93,59,0
TICK-000330,P03987,TRIP-000303,COMPLETED,2025-10-22 05:11:00,2025-10-22 05:38:00,,,0
TICK-000331,P03987,TRIP-000304,COMPLETED,2025-10-22 16:55:00,2025-10-22 17:38:00,266,214,0
TICK-000332,P03987,TRIP-000305,COMPLETED,2025-10-22 22:47:00,2025-10-22 23:44:00,201,172,0
TICK-000333,P02594,TRIP-000080,COMPLETED,2025-04-22 11:21:00,2025-04-22 11:47:00,,,0
TICK-000334,P02594,TRIP-000060,COMPLETED,2025-04-22 16:45:00,2025-04-22 17:41:00,93,99,0
TICK-000335,P00807,TRIP-000306,COMPLETED,2025-07-22 16:46:00,2025-07-22 17:38:00,,,0
TICK-000336,P00807,TRIP-000307,MISSED_CONNECTION,,,-2,1,1
TICK-000337,P00807,TRIP-000308,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-000338,P02261,TRIP-000309,COMPLETED,2025-09-08 17:11:00,2025-09-08 17:37:00,,,0
TICK-000339,P01814,TRIP-000138,COMPLETED,2025-12-22 11:05:00,2025-12-22 11:41:00,,,0
TICK-000340,P01814,TRIP-000139,MISSED_CONNECTION,,,-3,-37,1
TICK-000341,P01814,TRIP-000310,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-000342,P00386,TRIP-000311,COMPLETED,2025-05-08 05:16:00,2025-05-08 05:39:00,,,0
TICK-000343,P00386,TRIP-000312,COMPLETED,2025-05-08 11:14:00,2025-05-08 11:49:00,120,84,0
TICK-000344,P00406,TRIP-000313,COMPLETED,2025-10-08 10:41:00,2025-10-08 11:42:00,,,0
TICK-000345,P00406,TRIP-000026,COMPLETED,2025-10-08 22:56:00,2025-10-08 23:44:00,77,32,0
TICK-000346,P00406,TRIP-000027,MISSED_CONNECTION,,,-10,-25,1
TICK-000347,P01329,TRIP-000314,COMPLETED,2025-12-22 10:51:00,2025-12-22 11:44:00,,,0
TICK-000348,P01329,TRIP-000315,MISSED_CONNECTION,,,-5,-9,1
TICK-000349,P01329,TRIP-000316,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-000350,P00478,TRIP-000317,COMPLETED,2025-07-08 10:57:00,2025-07-08 11:44:00,,,0
TICK-000351,P00478,TRIP-000318,COMPLETED,2025-07-08 22:41:00,2025-07-08 23:48:00,226,210,0
TICK-000352,P01867,TRIP-000050,COMPLETED,2025-07-22 10:56:00,2025-07-22 11:30:00,,,0
TICK-000353,P01867,TRIP-000319,MISSED_CONNECTION,,,-25,0,1
TICK-000354,P01867,TRIP-000320,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-000355,P01241,TRIP-000321,COMPLETED,2025-12-22 11:08:00,2025-12-22 11:38:00,,,0
TICK-000356,P03794,TRIP-000199,COMPLETED,2025-11-22 10:31:00,2025-11-22 11:42:00,,,0
TICK-000357,P03794,TRIP-000200,COMPLETED,2025-11-22 23:09:00,2025-11-22 23:49:00,180,206,0
TICK-000358,P03794,TRIP-000322,COMPLETED,2025-11-23 04:37:00,2025-11-23 05:46:00,169,178,0
TICK-000359,P02443,TRIP-000323,COMPLETED,2025-04-22 10:40:00,2025-04-22 11:47:00,,,0
TICK-000360,P02443,TRIP-000324,COMPLETED,2025-04-22 22:38:00,2025-04-22 23:32:00,268,268,0
TICK-000361,P03501,TRIP-000325,COMPLETED,2025-01-08 05:17:00,2025-01-08 05:46:00,,,0
TICK-000362,P03501,TRIP-000326,COMPLETED,2025-01-08 17:25:00,2025-01-08 17:39:00,138,147,0
TICK-000363,P03699,TRIP-000327,COMPLETED,2025-06-22 05:16:00,2025-06-22 05:43:00,,,0
TICK-000364,P03699,TRIP-000328,COMPLETED,2025-06-22 17:08:00,2025-06-22 17:35:00,181,181,0
TICK-000365,P02279,TRIP-000329,COMPLETED,2025-10-22 10:46:00,2025-10-22 11:41:00,,,0
TICK-000366,P01753,TRIP-000330,COMPLETED,2025-12-22 10:54:00,2025-12-22 11:30:00,,,0
TICK-000367,P01753,TRIP-000331,COMPLETED,2025-12-22 22:47:00,2025-12-22 23:30:00,199,220,0
TICK-000368,P02760,TRIP-000093,COMPLETED,2025-11-22 11:10:00,2025-11-22 11:37:00,,,0
TICK-000369,P02760,TRIP-000332,COMPLETED,2025-11-22 17:25:00,2025-11-22 17:49:00,178,160,0
TICK-000370,P01274,TRIP-000333,COMPLETED,2025-03-22 16:57:00,2025-03-22 17:31:00,,,0
TICK-000371,P01274,TRIP-000334,COMPLETED,2025-03-23 04:54:00,2025-03-23 05:36:00,323,294,0
TICK-000372,P03231,TRIP-000335,COMPLETED,2025-10-22 10:52:00,2025-10-22 11:46:00,,,0
TICK-000373,P03231,TRIP-000336,COMPLETED,2025-10-22 23:20:00,2025-10-22 23:43:00,229,227,0
TICK-000374,P01032,TRIP-000337,COMPLETED,2025-08-22 10:51:00,2025-08-22 11:36:00,,,0
TICK-000375,P01032,TRIP-000338,COMPLETED,2025-08-22 16:33:00,2025-08-22 17:40:00,194,183,0
TICK-000376,P02061,TRIP-000339,COMPLETED,2025-06-22 04:42:00,2025-06-22 05:37:00,,,0
TICK-000377,P02061,TRIP-000340,COMPLETED,2025-06-22 17:24:00,2025-06-22 17:41:00,323,332,0
TICK-000378,P00150,TRIP-000341,COMPLETED,2025-04-08 05:06:00,2025-04-08 05:33:00,,,0
TICK-000379,P00150,TRIP-000342,COMPLETED,2025-04-08 17:12:00,2025-04-08 17:31:00,138,119,0
TICK-000380,P03192,TRIP-000260,COMPLETED,2025-12-08 10:52:00,2025-12-08 11:33:00,,,0
TICK-000381,P03192,TRIP-000343,COMPLETED,2025-12-08 22:45:00,2025-12-08 23:46:00,229,194,0
TICK-000382,P03131,TRIP-000344,COMPLETED,2025-06-08 04:32:00,2025-06-08 05:43:00,,,0
TICK-000383,P03131,TRIP-000345,MISSED_CONNECTION,,,77,9,1
TICK-000384,P03131,TRIP-000346,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-000385,P00399,TRIP-000347,COMPLETED,2025-09-22 16:58:00,2025-09-22 17:31:00,,,0
TICK-000386,P00399,TRIP-000348,COMPLETED,2025-09-22 22:38:00,2025-09-22 23:34:00,178,161,0
TICK-000387,P01225,TRIP-000229,COMPLETED,2025-06-08 16:38:00,2025-06-08 17:31:00,,,0
TICK-000388,P01225,TRIP-000230,COMPLETED,2025-06-09 05:20:00,2025-06-09 05:36:00,-2,38,0
TICK-000389,P01225,TRIP-000349,COMPLETED,2025-06-09 11:14:00,2025-06-09 11:47:00,49,32,0
TICK-000390,P02196,TRIP-000350,COMPLETED,2025-11-08 10:40:00,2025-11-08 11:33:00,,,0
TICK-000391,P02392,TRIP-000351,COMPLETED,2025-02-22 10:44:00,2025-02-22 11:48:00,,,0
TICK-000392,P02392,TRIP-000352,COMPLETED,2025-02-22 16:33:00,2025-02-22 17:45:00,194,141,0
TICK-000393,P03582,TRIP-000353,COMPLETED,2025-11-22 10:49:00,2025-11-22 11:30:00,,,0
TICK-000394,P03582,TRIP-000354,COMPLETED,2025-11-22 16:59:00,2025-11-22 17:32:00,144,145,0
TICK-000395,P03170,TRIP-000042,COMPLETED,2025-12-22 05:19:00,2025-12-22 05:32:00,,,0
TICK-000396,P03170,TRIP-000043,COMPLETED,2025-12-22 11:03:00,2025-12-22 11:33:00,144,146,0
TICK-000397,P03170,TRIP-000044,COMPLETED,2025-12-22 23:14:00,2025-12-22 23:47:00,138,110,0
TICK-000398,P00523,TRIP-000355,COMPLETED,2025-08-22 05:02:00,2025-08-22 05:50:00,,,0
TICK-000399,P00523,TRIP-000356,COMPLETED,2025-08-22 16:57:00,2025-08-22 17:44:00,21,21,0
TICK-000400,P00523,TRIP-000357,COMPLETED,2025-08-23 05:14:00,2025-08-23 05:37:00,199,199,0
TICK-000401,P00384,TRIP-000358,COMPLETED,2025-09-22 11:13:00,2025-09-22 11:40:00,,,0
TICK-000402,P00517,TRIP-000359,COMPLETED,2025-06-08 10:54:00,2025-06-08 11:35:00,,,0
TICK-000403,P00517,TRIP-000360,COMPLETED,2025-06-08 23:17:00,2025-06-08 23:30:00,251,232,0
TICK-000404,P03315,TRIP-000361,COMPLETED,2025-07-22 10:39:00,2025-07-22 11:46:00,,,0
TICK-000405,P03315,TRIP-000362,COMPLETED,2025-07-22 23:21:00,2025-07-22 23:46:00,226,221,0
TICK-000406,P01663,TRIP-000363,COMPLETED,2025-06-08 16:45:00,2025-06-08 17:48:00,,,0
TICK-000407,P01663,TRIP-000364,COMPLETED,2025-06-08 23:15:00,2025-06-08 23:46:00,120,141,0
TICK-000408,P01663,TRIP-000365,MISSED_CONNECTION,,,-23,-52,1
TICK-000409,P02104,TRIP-000366,COMPLETED,2025-07-08 11:09:00,2025-07-08 11:41:00,,,0
TICK-000410,P02104,TRIP-000367,COMPLETED,2025-07-08 16:35:00,2025-07-08 17:33:00,201,239,0
TICK-000411,P01694,TRIP-000113,COMPLETED,2025-07-22 11:00:00,2025-07-22 11:45:00,,,0
TICK-000412,P01694,TRIP-000368,COMPLETED,2025-07-22 22:40:00,2025-07-22 23:40:00,229,233,0
TICK-000413,P01694,TRIP-000369,MISSED_CONNECTION,,,-10,4,1
TICK-000414,P00033,TRIP-000370,COMPLETED,2025-06-22 11:06:00,2025-06-22 11:48:00,,,0
TICK-000415,P00033,TRIP-000371,COMPLETED,2025-06-22 23:22:00,2025-06-22 23:37:00,323,302,0
TICK-000416,P00648,TRIP-000372,COMPLETED,2025-07-22 10:33:00,2025-07-22 11:40:00,,,0
TICK-000417,P02139,TRIP-000373,COMPLETED,2025-12-22 10:30:00,2025-12-22 11:50:00,,,0
TICK-000418,P02139,TRIP-000085,COMPLETED,2025-12-22 17:12:00,2025-12-22 17:35:00,144,137,0
TICK-000419,P02139,TRIP-000086,COMPLETED,2025-12-23 04:42:00,2025-12-23 05:32:00,138,142,0
TICK-000420,P03306,TRIP-000374,COMPLETED,2025-12-08 05:08:00,2025-12-08 05:30:00,,,0
TICK-000421,P03395,TRIP-000375,COMPLETED,2025-07-08 10:47:00,2025-07-08 11:44:00,,,0
TICK-000422,P03395,TRIP-000376,COMPLETED,2025-07-08 23:05:00,2025-07-08 23:34:00,138,138,0
TICK-000423,P03607,TRIP-000377,COMPLETED,2025-09-22 04:55:00,2025-09-22 05:42:00,,,0
TICK-000424,P01202,TRIP-000330,COMPLETED,2025-12-22 11:04:00,2025-12-22 11:31:00,,,0
TICK-000425,P01202,TRIP-000331,COMPLETED,2025-12-22 22:50:00,2025-12-22 23:49:00,199,220,0
TICK-000426,P01202,TRIP-000378,COMPLETED,2025-12-23 10:49:00,2025-12-23 11:44:00,226,181,0
TICK-000427,P03302,TRIP-000379,COMPLETED,2025-04-22 16:51:00,2025-04-22 17:42:00,,,0
TICK-000428,P03302,TRIP-000380,COMPLETED,2025-04-23 04:44:00,2025-04-23 05:45:00,268,285,0
TICK-000429,P01433,TRIP-000381,COMPLETED,2025-10-22 04:46:00,2025-10-22 05:35:00,,,0
TICK-000430,P02359,TRIP-000372,COMPLETED,2025-07-22 10:40:00,2025-07-22 11:40:00,,,0
TICK-000431,P02359,TRIP-000382,COMPLETED,2025-07-22 17:14:00,2025-07-22 17:38:00,201,195,0
TICK-000432,P03693,TRIP-000019,COMPLETED,2025-04-08 05:18:00,2025-04-08 05:43:00,,,0
TICK-000433,P03693,TRIP-000383,MISSED_CONNECTION,,,-2,-36,1
TICK-000434,P03693,TRIP-000384,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-000435,P00983,TRIP-000385,COMPLETED,2025-08-22 10:43:00,2025-08-22 11:39:00,,,0
TICK-000436,P00983,TRIP-000386,COMPLETED,2025-08-22 23:21:00,2025-08-22 23:37:00,323,281,0
TICK-000437,P02737,TRIP-000387,COMPLETED,2025-12-08 17:07:00,2025-12-08 17:35:00,,,0
TICK-000438,P02737,TRIP-000388,MISSED_CONNECTION,,,-10,-35,1
TICK-000439,P02737,TRIP-000389,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-000440,P01765,TRIP-000390,COMPLETED,2025-01-08 11:25:00,2025-01-08 11:45:00,,,0
TICK-000441,P03000,TRIP-000391,COMPLETED,2025-07-08 04:59:00,2025-07-08 05:36:00,,,0
TICK-000442,P03000,TRIP-000392,COMPLETED,2025-07-08 16:41:00,2025-07-08 17:41:00,323,296,0
TICK-000443,P03000,TRIP-000393,MISSED_CONNECTION,,,-2,2,1
TICK-000444,P02671,TRIP-000394,COMPLETED,2025-06-08 10:37:00,2025-06-08 11:37:00,,,0
TICK-000445,P02671,TRIP-000395,COMPLETED,2025-06-08 16:55:00,2025-06-08 17:40:00,144,127,0
TICK-000446,P00555,TRIP-000396,COMPLETED,2025-09-22 10:54:00,2025-09-22 11:50:00,,,0
TICK-000447,P00555,TRIP-000397,MISSED_CONNECTION,,,46,11,1
TICK-000448,P03826,TRIP-000398,COMPLETED,2025-12-08 04:35:00,2025-12-08 05:45:00,,,0
TICK-000449,P03826,TRIP-000387,COMPLETED,2025-12-08 16:30:00,2025-12-08 17:33:00,229,191,0
TICK-000450,P02898,TRIP-000399,COMPLETED,2025-11-22 10:37:00,2025-11-22 11:30:00,,,0
TICK-000451,P02898,TRIP-000400,COMPLETED,2025-11-22 22:58:00,2025-11-22 23:32:00,266,282,0
TICK-000452,P01260,TRIP-000401,COMPLETED,2025-09-08 10:57:00,2025-09-08 11:44:00,,,0
TICK-000453,P01260,TRIP-000402,COMPLETED,2025-09-08 17:05:00,2025-09-08 17:50:00,194,115,0
TICK-000454,P01260,TRIP-000403,COMPLETED,2025-09-08 23:23:00,2025-09-08 23:36:00,178,192,0
TICK-000455,P02923,TRIP-000404,COMPLETED,2025-06-22 04:33:00,2025-06-22 05:50:00,,,0
TICK-000456,P02923,TRIP-000405,COMPLETED,2025-06-22 17:15:00,2025-06-22 17:46:00,229,243,0
TICK-000457,P02162,TRIP-000406,COMPLETED,2025-09-08 16:35:00,2025-09-08 17:39:00,,,0
TICK-000458,P02162,TRIP-000407,COMPLETED,2025-09-09 04:49:00,2025-09-09 05:46:00,181,181,0
TICK-000459,P03549,TRIP-000335,COMPLETED,2025-10-22 11:18:00,2025-10-22 11:33:00,,,0
TICK-000460,P02232,TRIP-000408,COMPLETED,2025-06-08 04:42:00,2025-06-08 05:37:00,,,0
TICK-000461,P03804,TRIP-000409,COMPLETED,2025-06-08 04:37:00,2025-06-08 05:35:00,,,0
TICK-000462,P03804,TRIP-000410,MISSED_CONNECTION,,,-25,-8,1
TICK-000463,P03804,TRIP-000411,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-000464,P00823,TRIP-000412,COMPLETED,2025-02-08 04:46:00,2025-02-08 05:50:00,,,0
TICK-000465,P02348,TRIP-000361,COMPLETED,2025-07-22 11:17:00,2025-07-22 11:37:00,,,0
TICK-000466,P02348,TRIP-000362,COMPLETED,2025-07-22 22:49:00,2025-07-22 23:42:00,226,221,0
TICK-000467,P02720,TRIP-000413,COMPLETED,2025-11-22 10:58:00,2025-11-22 11:47:00,,,0
TICK-000468,P02720,TRIP-000414,COMPLETED,2025-11-22 22:31:00,2025-11-22 23:45:00,46,46,0
TICK-000469,P02720,TRIP-000415,COMPLETED,2025-11-23 10:30:00,2025-11-23 11:38:00,142,152,0
TICK-000470,P02950,TRIP-000416,COMPLETED,2025-07-22 16:38:00,2025-07-22 17:38:00,,,0
TICK-000471,P02950,TRIP-000417,COMPLETED,2025-07-22 23:14:00,2025-07-22 23:43:00,201,197,0
TICK-000472,P02950,TRIP-000418,COMPLETED,2025-07-23 10:36:00,2025-07-23 11:50:00,180,180,0
TICK-000473,P02195,TRIP-000419,COMPLETED,2025-03-08 04:30:00,2025-03-08 05:36:00,,,0
TICK-000474,P02195,TRIP-000420,COMPLETED,2025-03-08 11:16:00,2025-03-08 11:43:00,93,59,0
TICK-000475,P00780,TRIP-000421,COMPLETED,2025-05-22 05:10:00,2025-05-22 05:44:00,,,0
TICK-000476,P00780,TRIP-000422,MISSED_CONNECTION,,,-2,-22,1
TICK-000477,P03013,TRIP-000423,COMPLETED,2025-08-08 11:07:00,2025-08-08 11:30:00,,,0
TICK-000478,P03189,TRIP-000424,COMPLETED,2025-08-22 17:02:00,2025-08-22 17:33:00,,,0
TICK-000479,P03116,TRIP-000425,COMPLETED,2025-08-22 10:31:00,2025-08-22 11:34:00,,,0
TICK-000480,P03116,TRIP-000426,MISSED_CONNECTION,,,-23,-4,1
TICK-000481,P01619,TRIP-000367,COMPLETED,2025-07-08 17:01:00,2025-07-08 17:30:00,,,0
TICK-000482,P01619,TRIP-000427,COMPLETED,2025-07-09 05:21:00,2025-07-09 05:30:00,180,188,0
TICK-000483,P00239,TRIP-000428,COMPLETED,2025-06-08 05:25:00,2025-06-08 05:36:00,,,0
TICK-000484,P00239,TRIP-000429,COMPLETED,2025-06-08 17:22:00,2025-06-08 17:36:00,180,184,0
TICK-000485,P00239,TRIP-000430,COMPLETED,2025-06-08 23:19:00,2025-06-08 23:39:00,169,184,0
TICK-000486,P03453,TRIP-000431,COMPLETED,2025-09-08 17:22:00,2025-09-08 17:49:00,,,0
TICK-000487,P03453,TRIP-000432,MISSED_CONNECTION,,,-5,-14,1
TICK-000488,P00961,TRIP-000433,COMPLETED,2025-01-08 05:02:00,2025-01-08 05:39:00,,,0
TICK-000489,P00961,TRIP-000434,COMPLETED,2025-01-08 17:12:00,2025-01-08 17:30:00,226,229,0
TICK-000490,P02436,TRIP-000435,COMPLETED,2025-11-08 10:41:00,2025-11-08 11:50:00,,,0
TICK-000491,P03453,TRIP-000436,COMPLETED,2025-03-08 05:12:00,2025-03-08 05:31:00,,,0
TICK-000492,P03453,TRIP-000437,COMPLETED,2025-03-08 11:09:00,2025-03-08 11:37:00,120,82,0
TICK-000493,P00229,TRIP-000438,COMPLETED,2025-07-08 10:48:00,2025-07-08 11:45:00,,,0
TICK-000494,P03929,TRIP-000259,COMPLETED,2025-07-08 17:06:00,2025-07-08 17:39:00,,,0
TICK-000495,P03929,TRIP-000439,COMPLETED,2025-07-09 05:13:00,2025-07-09 05:46:00,323,308,0
TICK-000496,P03929,TRIP-000440,COMPLETED,2025-07-09 17:25:00,2025-07-09 17:49:00,-2,40,0
TICK-000497,P01012,TRIP-000441,COMPLETED,2025-10-08 05:13:00,2025-10-08 05:30:00,,,0
TICK-000498,P01012,TRIP-000442,MISSED_CONNECTION,,,-2,-26,1
TICK-000499,P03710,TRIP-000443,COMPLETED,2025-10-22 11:01:00,2025-10-22 11:47:00,,,0
TICK-000500,P03710,TRIP-000444,MISSED_CONNECTION,,,181,-42,1
TICK-000501,P00193,TRIP-000268,COMPLETED,2025-11-22 10:45:00,2025-11-22 11:45:00,,,0
TICK-000502,P00836,TRIP-000345,COMPLETED,2025-06-08 16:37:00,2025-06-08 17:37:00,,,0
TICK-000503,P00836,TRIP-000346,MISSED_CONNECTION,,,-25,-8,1
TICK-000504,P00980,TRIP-000445,COMPLETED,2025-08-22 11:11:00,2025-08-22 11:31:00,,,0
TICK-000505,P00980,TRIP-000446,COMPLETED,2025-08-22 16:40:00,2025-08-22 17:31:00,178,173,0
TICK-000506,P00149,TRIP-000233,COMPLETED,2025-02-08 05:22:00,2025-02-08 05:45:00,,,0
