claim_id,ticket_number,claim_type,refund_amount,compensation_amount,rebooking_cost,rebooking_ts,claim_submitted_ts,claim_resolution_ts,claim_status
CLM-000192,TICK-001787,Missed Connection,103000,50000,65000,2025-04-23 00:40:00,2025-04-22 19:40:00,2025-04-26 19:40:00,Approved
CLM-000193,TICK-001789,Missed Connection,92000,100000,65000,2025-09-08 16:39:00,2025-09-08 15:39:00,2025-09-13 15:39:00,Approved
CLM-000194,TICK-001793,Missed Connection,142000,50000,90000,2025-07-23 03:38:00,2025-07-22 21:38:00,2025-07-24 21:38:00,Approved
CLM-000195,TICK-001797,Missed Connection,56000,50000,39000,2025-05-23 18:02:00,2025-05-23 16:02:00,2025-05-27 16:02:00,Approved
CLM-000196,TICK-001805,Missed Connection,110000,100000,72000,2025-11-23 02:25:00,2025-11-23 00:25:00,2025-11-25 00:25:00,Approved
CLM-000197,TICK-001812,Missed Connection,155000,50000,98000,2025-06-08 18:39:00,2025-06-08 13:39:00,2025-06-10 13:39:00,Approved
CLM-000198,TICK-001824,Missed Connection,98000,75000,65000,2025-10-23 14:59:00,2025-10-23 09:59:00,2025-10-24 09:59:00,Approved
CLM-000199,TICK-001835,Missed Connection,99000,50000,62000,2025-12-09 02:17:00,2025-12-09 00:17:00,,Pending
CLM-000200,TICK-001841,Missed Connection,208000,75000,132000,2025-08-09 08:54:00,2025-08-09 06:54:00,2025-08-13 06:54:00,Approved
CLM-000201,TICK-001847,Missed Connection,119000,75000,75000,2025-03-23 12:54:00,2025-03-23 10:54:00,2025-03-26 10:54:00,Rejected
CLM-000202,TICK-001860,Missed Connection,92000,75000,58000,2025-01-09 07:05:00,2025-01-08 23:05:00,2025-01-11 23:05:00,Approved
CLM-000203,TICK-001866,Missed Connection,226000,75000,142000,2025-07-09 04:09:00,2025-07-09 00:09:00,2025-07-13 00:09:00,Rejected
CLM-000204,TICK-001879,Missed Connection,124000,75000,78000,2025-10-09 19:02:00,2025-10-09 13:02:00,2025-10-12 13:02:00,Approved
CLM-000205,TICK-001881,Missed Connection,132000,50000,88000,2025-02-23 01:35:00,2025-02-22 19:35:00,2025-02-24 19:35:00,Rejected
CLM-000206,TICK-001888,Missed Connection,132000,50000,88000,2025-08-09 22:26:00,2025-08-09 17:26:00,2025-08-10 17:26:00,Approved
CLM-000207,TICK-001890,Missed Connection,104000,50000,65000,2025-06-09 19:10:00,2025-06-09 11:10:00,2025-06-14 11:10:00,Approved
CLM-000208,TICK-001898,Missed Connection,155000,75000,98000,2025-02-23 05:42:00,2025-02-23 03:42:00,2025-02-26 03:42:00,Approved
CLM-000209,TICK-001933,Missed Connection,181000,50000,114000,2025-07-09 14:03:00,2025-07-09 11:03:00,2025-07-13 11:03:00,Approved
CLM-000210,TICK-001938,Missed Connection,188000,50000,119000,2025-10-23 07:57:00,2025-10-22 23:57:00,2025-10-25 23:57:00,Approved
CLM-000211,TICK-001944,Missed Connection,142000,50000,90000,2025-07-09 12:41:00,2025-07-09 06:41:00,2025-07-10 06:41:00,Approved
CLM-000212,TICK-001946,Missed Connection,112000,75000,71000,2025-07-23 07:03:00,2025-07-23 04:03:00,2025-07-27 04:03:00,Approved
CLM-000213,TICK-001952,Missed Connection,218000,75000,137000,2025-08-08 21:17:00,2025-08-08 18:17:00,2025-08-12 18:17:00,Approved
CLM-000214,TICK-001958,Missed Connection,148000,100000,93000,2025-06-24 04:45:00,2025-06-24 02:45:00,2025-06-28 02:45:00,Approved
CLM-000215,TICK-001965,Missed Connection,138000,75000,87000,2025-06-09 05:05:00,2025-06-08 22:05:00,2025-06-09 22:05:00,Approved
CLM-000216,TICK-001969,Missed Connection,190000,100000,126000,2025-11-09 16:34:00,2025-11-09 14:34:00,2025-11-13 14:34:00,Approved
CLM-000217,TICK-001978,Missed Connection,87000,75000,58000,2025-09-23 04:16:00,2025-09-23 00:16:00,2025-09-26 00:16:00,Rejected
CLM-000218,TICK-001981,Missed Connection,150000,50000,95000,2025-04-08 17:27:00,2025-04-08 13:27:00,2025-04-09 13:27:00,Approved
CLM-000219,TICK-001988,Missed Connection,115000,100000,72000,2025-08-09 03:16:00,2025-08-09 00:16:00,2025-08-12 00:16:00,Approved
CLM-000220,TICK-001996,Missed Connection,188000,75000,119000,2025-04-23 18:27:00,2025-04-23 11:27:00,2025-04-27 11:27:00,Rejected
CLM-000221,TICK-002000,Missed Connection,115000,100000,72000,2025-10-22 19:57:00,2025-10-22 13:57:00,2025-10-25 13:57:00,Approved
CLM-000222,TICK-002003,Missed Connection,124000,75000,78000,2025-07-24 00:24:00,2025-07-23 19:24:00,2025-07-25 19:24:00,Approved
CLM-000223,TICK-002006,Missed Connection,147000,50000,98000,2025-12-09 05:35:00,2025-12-08 21:35:00,2025-12-13 21:35:00,Approved
CLM-000224,TICK-002029,Missed Connection,130000,75000,82000,2025-06-23 22:39:00,2025-06-23 14:39:00,2025-06-25 14:39:00,Approved
CLM-000225,TICK-002037,Missed Connection,54000,50000,34000,2025-12-22 22:50:00,2025-12-22 20:50:00,,Pending
CLM-000226,TICK-002041,Missed Connection,92000,100000,58000,2025-08-09 15:44:00,2025-08-09 07:44:00,2025-08-11 07:44:00,Approved
CLM-000227,TICK-002060,Missed Connection,148000,75000,93000,2025-07-23 23:31:00,2025-07-23 17:31:00,2025-07-26 17:31:00,Approved
CLM-000228,TICK-002067,Missed Connection,154000,50000,97000,2025-04-09 15:58:00,2025-04-09 08:58:00,2025-04-11 08:58:00,Approved
CLM-000229,TICK-002100,Missed Connection,78000,75000,55000,2025-05-09 02:38:00,2025-05-08 22:38:00,2025-05-12 22:38:00,Approved
CLM-000230,TICK-002108,Missed Connection,51000,50000,36000,2025-01-23 12:23:00,2025-01-23 05:23:00,2025-01-28 05:23:00,Approved
CLM-000231,TICK-002112,Missed Connection,82000,50000,58000,2025-09-23 16:49:00,2025-09-23 14:49:00,2025-09-26 14:49:00,Approved
CLM-000232,TICK-002117,Missed Connection,119000,75000,75000,2025-05-23 06:19:00,2025-05-23 00:19:00,2025-05-24 00:19:00,Approved
CLM-000233,TICK-002126,Missed Connection,124000,75000,78000,2025-09-08 20:02:00,2025-09-08 19:02:00,2025-09-09 19:02:00,Approved
CLM-000234,TICK-002128,Missed Connection,99000,100000,62000,2025-07-09 02:10:00,2025-07-09 00:10:00,2025-07-10 00:10:00,Approved
CLM-000235,TICK-002130,Missed Connection,124000,50000,78000,2025-05-23 02:06:00,2025-05-22 23:06:00,,Pending
CLM-000236,TICK-002143,Missed Connection,176000,50000,117000,2025-07-09 20:25:00,2025-07-09 12:25:00,2025-07-13 12:25:00,Approved
CLM-000237,TICK-002164,Missed Connection,161000,75000,102000,2025-01-23 02:22:00,2025-01-22 19:22:00,2025-01-27 19:22:00,Approved
CLM-000238,TICK-002183,Missed Connection,188000,75000,119000,2025-05-09 07:03:00,2025-05-09 03:03:00,2025-05-10 03:03:00,Approved
CLM-000239,TICK-002206,Missed Connection,128000,75000,90000,2025-06-09 17:25:00,2025-06-09 14:25:00,2025-06-12 14:25:00,Approved
CLM-000240,TICK-002213,Missed Connection,92000,75000,58000,2025-01-24 00:39:00,2025-01-23 21:39:00,2025-01-26 21:39:00,Approved
CLM-000241,TICK-002236,Missed Connection,74000,75000,52000,2025-04-09 01:10:00,2025-04-08 22:10:00,,Pending
CLM-000242,TICK-002238,Missed Connection,68000,75000,43000,2025-07-23 11:43:00,2025-07-23 09:43:00,2025-07-24 09:43:00,Approved
CLM-000243,TICK-002242,Missed Connection,94000,75000,62000,2025-06-23 01:39:00,2025-06-22 21:39:00,2025-06-24 21:39:00,Approved
CLM-000244,TICK-002249,Missed Connection,140000,75000,88000,2025-05-09 02:29:00,2025-05-08 23:29:00,2025-05-13 23:29:00,Approved
CLM-000245,TICK-002255,Missed Connection,79000,75000,52000,2025-10-09 10:15:00,2025-10-09 02:15:00,2025-10-14 02:15:00,Approved
CLM-000246,TICK-002265,Missed Connection,142000,50000,90000,2025-12-09 09:29:00,2025-12-09 04:29:00,,Pending
CLM-000247,TICK-002268,Missed Connection,158000,50000,105000,2025-06-23 11:24:00,2025-06-23 08:24:00,2025-06-25 08:24:00,Approved
CLM-000248,TICK-002274,Missed Connection,56000,75000,36000,2025-01-23 02:23:00,2025-01-22 20:23:00,2025-01-23 20:23:00,Approved
CLM-000249,TICK-002282,Missed Connection,98000,75000,65000,2025-11-08 20:10:00,2025-11-08 13:10:00,2025-11-09 13:10:00,Approved
CLM-000250,TICK-002292,Missed Connection,216000,75000,152000,2025-07-09 14:25:00,2025-07-09 09:25:00,2025-07-11 09:25:00,Approved
CLM-000251,TICK-002295,Missed Connection,216000,50000,152000,2025-06-10 03:32:00,2025-06-10 00:32:00,2025-06-15 00:32:00,Approved
CLM-000252,TICK-002308,Missed Connection,74000,50000,52000,2025-05-22 20:36:00,2025-05-22 16:36:00,2025-05-26 16:36:00,Approved
CLM-000253,TICK-002312,Missed Connection,123000,50000,82000,2025-07-09 15:13:00,2025-07-09 08:13:00,2025-07-12 08:13:00,Approved
CLM-000254,TICK-002332,Missed Connection,86000,50000,55000,2025-05-22 18:10:00,2025-05-22 13:10:00,2025-05-23 13:10:00,Approved
CLM-000255,TICK-002345,Missed Connection,110000,50000,70000,2025-07-09 01:16:00,2025-07-08 18:16:00,2025-07-13 18:16:00,Approved
CLM-000256,TICK-002348,Missed Connection,136000,100000,86000,2025-02-09 04:01:00,2025-02-09 02:01:00,2025-02-10 02:01:00,Approved
CLM-000257,TICK-002350,Missed Connection,124000,100000,78000,2025-12-22 19:10:00,2025-12-22 17:10:00,2025-12-24 17:10:00,Approved
CLM-000258,TICK-002358,Missed Connection,226000,75000,142000,2025-06-23 19:31:00,2025-06-23 12:31:00,2025-06-25 12:31:00,Approved
CLM-000259,TICK-002360,Missed Connection,148000,75000,93000,2025-07-23 05:22:00,2025-07-23 04:22:00,2025-07-27 04:22:00,Approved
CLM-000260,TICK-002365,Missed Connection,154000,50000,97000,2025-07-09 11:08:00,2025-07-09 10:08:00,2025-07-11 10:08:00,Approved
CLM-000261,TICK-002375,Missed Connection,70000,75000,47000,2025-12-23 20:02:00,2025-12-23 12:02:00,2025-12-25 12:02:00,Approved
CLM-000262,TICK-002381,Missed Connection,79000,50000,52000,2025-11-09 07:19:00,2025-11-09 02:19:00,2025-11-10 02:19:00,Approved
CLM-000263,TICK-002388,Missed Connection,167000,75000,105000,2025-12-09 13:35:00,2025-12-09 06:35:00,,Pending
CLM-000264,TICK-002399,Missed Connection,129000,100000,81000,2025-02-09 05:01:00,2025-02-09 01:01:00,2025-02-11 01:01:00,Approved
CLM-000265,TICK-002402,Missed Connection,103000,50000,65000,2025-08-09 01:54:00,2025-08-08 19:54:00,2025-08-13 19:54:00,Approved
CLM-000266,TICK-002412,Missed Connection,74000,75000,47000,2025-07-09 12:25:00,2025-07-09 04:25:00,2025-07-11 04:25:00,Approved
CLM-000267,TICK-002417,Missed Connection,118000,75000,78000,2025-12-23 01:10:00,2025-12-22 22:10:00,,Pending
CLM-000268,TICK-002422,Missed Connection,226000,75000,142000,2025-07-23 00:17:00,2025-07-22 22:17:00,2025-07-27 22:17:00,Approved
CLM-000269,TICK-002426,Missed Connection,184000,50000,122000,2025-06-23 08:03:00,2025-06-23 00:03:00,2025-06-28 00:03:00,Rejected
CLM-000270,TICK-002429,Missed Connection,148000,50000,93000,2025-08-23 21:30:00,2025-08-23 13:30:00,2025-08-26 13:30:00,Approved
CLM-000271,TICK-002439,Missed Connection,124000,75000,78000,2025-02-10 07:51:00,2025-02-10 00:51:00,,Pending
CLM-000272,TICK-002478,Missed Connection,188000,100000,119000,2025-05-09 21:03:00,2025-05-09 16:03:00,2025-05-13 16:03:00,Rejected
CLM-000273,TICK-002481,Missed Connection,148000,75000,93000,2025-12-24 13:04:00,2025-12-24 07:04:00,2025-12-25 07:04:00,Approved
CLM-000274,TICK-002488,Missed Connection,138000,75000,97000,2025-06-23 15:13:00,2025-06-23 08:13:00,2025-06-27 08:13:00,Approved
CLM-000275,TICK-002492,Missed Connection,158000,50000,105000,2025-07-09 01:10:00,2025-07-09 00:10:00,2025-07-10 00:10:00,Approved
CLM-000276,TICK-002497,Missed Connection,133000,75000,93000,2025-06-10 00:02:00,2025-06-09 16:02:00,2025-06-10 16:02:00,Approved
CLM-000277,TICK-002499,Missed Connection,119000,75000,75000,2025-05-09 01:50:00,2025-05-08 20:50:00,2025-05-10 20:50:00,Rejected
CLM-000278,TICK-002516,Missed Connection,54000,50000,34000,2025-12-10 00:54:00,2025-12-09 16:54:00,2025-12-11 16:54:00,Approved
CLM-000279,TICK-002524,Missed Connection,104000,100000,65000,2025-06-23 05:27:00,2025-06-23 02:27:00,2025-06-28 02:27:00,Approved
CLM-000280,TICK-002535,Missed Connection,150000,50000,95000,2025-01-23 05:37:00,2025-01-23 00:37:00,2025-01-27 00:37:00,Approved
CLM-000281,TICK-002540,Missed Connection,89000,75000,62000,2025-07-09 18:41:00,2025-07-09 10:41:00,2025-07-13 10:41:00,Approved
CLM-000282,TICK-002549,Missed Connection,52000,50000,34000,2025-12-09 15:54:00,2025-12-09 12:54:00,2025-12-11 12:54:00,Approved
CLM-000283,TICK-002554,Missed Connection,76000,50000,48000,2025-04-23 21:50:00,2025-04-23 18:50:00,2025-04-28 18:50:00,Rejected
CLM-000284,TICK-002563,Missed Connection,104000,75000,65000,2025-12-09 03:40:00,2025-12-09 02:40:00,2025-12-11 02:40:00,Approved
CLM-000285,TICK-002573,Missed Connection,103000,50000,65000,2025-09-24 02:19:00,2025-09-23 18:19:00,2025-09-28 18:19:00,Approved
CLM-000286,TICK-002581,Missed Connection,154000,100000,97000,2025-11-09 19:15:00,2025-11-09 14:15:00,2025-11-12 14:15:00,Rejected
CLM-000287,TICK-002597,Missed Connection,124000,75000,78000,2025-07-23 04:10:00,2025-07-23 01:10:00,2025-07-28 01:10:00,Approved
CLM-000288,TICK-002600,Missed Connection,115000,75000,72000,2025-02-09 21:48:00,2025-02-09 13:48:00,2025-02-13 13:48:00,Approved
CLM-000289,TICK-002634,Missed Connection,148000,50000,93000,2025-07-23 09:22:00,2025-07-23 05:22:00,2025-07-25 05:22:00,Approved
CLM-000290,TICK-002636,Missed Connection,110000,75000,72000,2025-10-09 08:18:00,2025-10-09 01:18:00,2025-10-10 01:18:00,Approved
CLM-000291,TICK-002643,Missed Connection,147000,50000,98000,2025-12-09 05:35:00,2025-12-08 21:35:00,2025-12-13 21:35:00,Approved
CLM-000292,TICK-002654,Missed Connection,133000,75000,93000,2025-01-24 08:02:00,2025-01-24 01:02:00,2025-01-26 01:02:00,Approved
CLM-000293,TICK-002667,Missed Connection,129000,50000,81000,2025-04-09 01:39:00,2025-04-08 23:39:00,2025-04-10 23:39:00,Approved
CLM-000294,TICK-002670,Missed Connection,87000,50000,58000,2025-03-09 02:44:00,2025-03-09 00:44:00,2025-03-13 00:44:00,Rejected
CLM-000295,TICK-002693,Missed Connection,110000,100000,70000,2025-06-10 00:40:00,2025-06-09 16:40:00,2025-06-13 16:40:00,Approved
CLM-000296,TICK-002700,Missed Connection,119000,75000,75000,2025-08-10 00:22:00,2025-08-09 18:22:00,2025-08-10 18:22:00,Approved
CLM-000297,TICK-002731,Missed Connection,104000,75000,65000,2025-06-09 02:26:00,2025-06-08 18:26:00,2025-06-12 18:26:00,Approved
CLM-000298,TICK-002734,Missed Connection,150000,50000,95000,2025-08-23 11:04:00,2025-08-23 07:04:00,2025-08-25 07:04:00,Approved
CLM-000299,TICK-002738,Missed Connection,148000,50000,93000,2025-06-09 12:30:00,2025-06-09 05:30:00,,Pending
CLM-000300,TICK-002749,Missed Connection,130000,75000,82000,2025-12-22 22:07:00,2025-12-22 17:07:00,2025-12-24 17:07:00,Approved
CLM-000301,TICK-002751,Missed Connection,154000,100000,97000,2025-08-09 14:02:00,2025-08-09 09:02:00,2025-08-12 09:02:00,Approved
CLM-000302,TICK-002766,Missed Connection,140000,75000,92000,2025-10-23 14:39:00,2025-10-23 12:39:00,2025-10-24 12:39:00,Approved
CLM-000303,TICK-002769,Missed Connection,112000,50000,71000,2025-07-23 20:03:00,2025-07-23 14:03:00,2025-07-28 14:03:00,Approved
CLM-000304,TICK-002771,Missed Connection,150000,75000,99000,2025-12-09 19:20:00,2025-12-09 11:20:00,2025-12-14 11:20:00,Approved
CLM-000305,TICK-002777,Missed Connection,94000,100000,62000,2025-12-08 20:17:00,2025-12-08 17:17:00,2025-12-12 17:17:00,Approved
CLM-000306,TICK-002783,Missed Connection,78000,75000,55000,2025-11-09 01:33:00,2025-11-08 19:33:00,2025-11-13 19:33:00,Approved
CLM-000307,TICK-002785,Missed Connection,116000,100000,81000,2025-02-23 01:26:00,2025-02-22 20:26:00,2025-02-24 20:26:00,Approved
CLM-000308,TICK-002804,Missed Connection,49000,100000,34000,2025-12-23 04:50:00,2025-12-22 20:50:00,2025-12-25 20:50:00,Approved
CLM-000309,TICK-002814,Missed Connection,142000,75000,90000,2025-07-09 09:25:00,2025-07-09 07:25:00,2025-07-14 07:25:00,Approved
CLM-000310,TICK-002818,Missed Connection,92000,100000,58000,2025-03-08 20:44:00,2025-03-08 17:44:00,2025-03-10 17:44:00,Approved
CLM-000311,TICK-002824,Missed Connection,74000,50000,47000,2025-07-09 12:25:00,2025-07-09 09:25:00,2025-07-12 09:25:00,Approved
CLM-000312,TICK-002829,Missed Connection,78000,50000,49000,2025-03-10 10:47:00,2025-03-10 06:47:00,2025-03-11 06:47:00,Approved
CLM-000313,TICK-002850,Missed Connection,138000,50000,87000,2025-06-09 06:05:00,2025-06-08 22:05:00,2025-06-10 22:05:00,Approved
CLM-000314,TICK-002852,Missed Connection,112000,75000,75000,2025-10-09 11:54:00,2025-10-09 07:54:00,2025-10-13 07:54:00,Approved
CLM-000315,TICK-002856,Missed Connection,138000,50000,87000,2025-12-24 03:25:00,2025-12-23 21:25:00,2025-12-24 21:25:00,Approved
CLM-000316,TICK-002858,Missed Connection,124000,75000,78000,2025-07-23 01:10:00,2025-07-22 18:10:00,2025-07-27 18:10:00,Approved
CLM-000317,TICK-002872,Missed Connection,226000,75000,142000,2025-07-23 06:17:00,2025-07-23 02:17:00,2025-07-26 02:17:00,Approved
CLM-000318,TICK-002883,Missed Connection,45000,75000,28000,2025-08-23 19:26:00,2025-08-23 11:26:00,2025-08-28 11:26:00,Approved
CLM-000319,TICK-002892,Missed Connection,142000,50000,90000,2025-06-23 06:57:00,2025-06-23 01:57:00,2025-06-25 01:57:00,Approved
CLM-000320,TICK-002895,Missed Connection,115000,50000,72000,2025-09-09 06:05:00,2025-09-09 02:05:00,2025-09-10 02:05:00,Approved
CLM-000321,TICK-002902,Missed Connection,94000,50000,62000,2025-06-09 03:10:00,2025-06-08 22:10:00,2025-06-09 22:10:00,Approved
CLM-000322,TICK-002906,Missed Connection,148000,75000,93000,2025-07-09 21:16:00,2025-07-09 17:16:00,2025-07-12 17:16:00,Approved
CLM-000323,TICK-002921,Missed Connection,93000,50000,65000,2025-06-09 06:30:00,2025-06-08 23:30:00,2025-06-11 23:30:00,Approved
CLM-000324,TICK-002937,Missed Connection,108000,75000,68000,2025-04-09 03:48:00,2025-04-09 01:48:00,2025-04-11 01:48:00,Approved
CLM-000325,TICK-002941,Missed Connection,59000,100000,39000,2025-10-23 09:42:00,2025-10-23 01:42:00,2025-10-25 01:42:00,Approved
CLM-000326,TICK-002946,Missed Connection,108000,50000,68000,2025-04-23 10:10:00,2025-04-23 04:10:00,2025-04-27 04:10:00,Approved
CLM-000327,TICK-002950,Missed Connection,160000,100000,112000,2025-06-09 18:02:00,2025-06-09 10:02:00,2025-06-10 10:02:00,Approved
CLM-000328,TICK-002970,Missed Connection,208000,50000,132000,2025-09-23 13:07:00,2025-09-23 06:07:00,2025-09-27 06:07:00,Approved
CLM-000329,TICK-002981,Missed Connection,148000,50000,93000,2025-11-09 04:57:00,2025-11-09 03:57:00,2025-11-14 03:57:00,Approved
CLM-000330,TICK-003002,Missed Connection,115000,50000,72000,2025-11-09 05:49:00,2025-11-08 22:49:00,2025-11-13 22:49:00,Approved
CLM-000331,TICK-003004,Missed Connection,92000,75000,58000,2025-03-09 17:19:00,2025-03-09 09:19:00,2025-03-10 09:19:00,Rejected
CLM-000332,TICK-003007,Missed Connection,186000,50000,117000,2025-07-10 06:07:00,2025-07-09 23:07:00,2025-07-12 23:07:00,Approved
CLM-000333,TICK-003010,Missed Connection,74000,100000,52000,2025-11-09 08:19:00,2025-11-09 06:19:00,2025-11-12 06:19:00,Approved
CLM-000334,TICK-003018,Missed Connection,82000,50000,52000,2025-10-23 21:10:00,2025-10-23 17:10:00,2025-10-28 17:10:00,Approved
CLM-000335,TICK-003024,Missed Connection,208000,100000,132000,2025-08-09 06:54:00,2025-08-09 03:54:00,2025-08-10 03:54:00,Approved
CLM-000336,TICK-003042,Missed Connection,92000,75000,58000,2025-08-23 08:17:00,2025-08-23 00:17:00,2025-08-28 00:17:00,Approved
CLM-000337,TICK-003055,Missed Connection,68000,75000,43000,2025-12-23 12:23:00,2025-12-23 09:23:00,2025-12-28 09:23:00,Approved
CLM-000338,TICK-003061,Missed Connection,261000,100000,164000,2025-06-23 18:40:00,2025-06-23 10:40:00,2025-06-28 10:40:00,Approved
CLM-000339,TICK-003070,Missed Connection,67000,50000,47000,2025-01-09 20:11:00,2025-01-09 14:11:00,2025-01-12 14:11:00,Rejected
CLM-000340,TICK-003076,Missed Connection,97000,50000,68000,2025-02-09 02:41:00,2025-02-08 23:41:00,2025-02-12 23:41:00,Approved
CLM-000341,TICK-003078,Missed Connection,100000,75000,70000,2025-12-09 07:36:00,2025-12-09 00:36:00,2025-12-12 00:36:00,Approved
CLM-000342,TICK-003080,Missed Connection,160000,50000,112000,2025-06-09 05:02:00,2025-06-09 02:02:00,2025-06-14 02:02:00,Approved
CLM-000343,TICK-003086,Missed Connection,129000,100000,81000,2025-04-09 03:39:00,2025-04-08 23:39:00,,Pending
CLM-000344,TICK-003090,Missed Connection,188000,75000,119000,2025-08-09 10:03:00,2025-08-09 03:03:00,2025-08-11 03:03:00,Rejected
CLM-000345,TICK-003103,Missed Connection,218000,100000,137000,2025-11-23 09:46:00,2025-11-23 06:46:00,2025-11-24 06:46:00,Rejected
CLM-000346,TICK-003111,Missed Connection,110000,50000,70000,2025-12-09 04:00:00,2025-12-09 03:00:00,2025-12-11 03:00:00,Approved
CLM-000347,TICK-003122,Missed Connection,133000,50000,93000,2025-03-09 10:51:00,2025-03-09 04:51:00,2025-03-14 04:51:00,Approved
CLM-000348,TICK-003126,Missed Connection,99000,75000,62000,2025-12-09 04:17:00,2025-12-08 21:17:00,2025-12-09 21:17:00,Approved
CLM-000349,TICK-003143,Missed Connection,110000,75000,72000,2025-11-24 00:36:00,2025-11-23 20:36:00,2025-11-24 20:36:00,Approved
