loyalty_transaction_id,passenger_id,transaction_ts,transaction_type,points_transacted,points_balance_after,reference_id
LTX-0000346,P03504,2025-11-04 09:00:00,EARN,63,191,BKG-007187
LTX-0000347,P02080,2025-02-04 09:00:00,EARN,40,40,BKG-002754
LTX-0000348,P02080,2025-02-04 18:00:00,REDEEM,-10,30,BKG-002754
LTX-0000349,P02080,2025-03-31 09:00:00,EARN,60,90,BKG-010112
LTX-0000350,P02080,2025-06-02 09:00:00,EARN,22,112,BKG-000079
LTX-0000351,P02080,2025-08-18 09:00:00,EARN,80,192,BKG-004082
LTX-0000352,P03150,2025-01-10 09:00:00,EARN,31,31,BKG-006383
LTX-0000353,P03150,2025-03-24 09:00:00,EARN,45,76,BKG-001890
LTX-0000354,P03150,2025-05-28 09:00:00,EARN,65,141,BKG-011444
LTX-0000355,P03150,2025-06-25 09:00:00,EARN,73,214,BKG-008903
LTX-0000356,P03150,2025-10-06 09:00:00,EARN,92,306,BKG-000080
LTX-0000357,P03150,2025-12-08 09:00:00,EARN,44,350,BKG-004903
LTX-0000358,P03328,2025-06-13 09:00:00,EARN,72,72,BKG-008756
LTX-0000359,P03328,2025-06-20 09:00:00,EARN,62,134,BKG-007231
LTX-0000360,P03328,2025-09-22 09:00:00,EARN,37,171,BKG-009316
LTX-0000361,P03328,2025-11-14 09:00:00,EARN,48,219,BKG-006045
LTX-0000362,P03328,2025-11-20 09:00:00,EARN,45,264,BKG-000081
LTX-0000363,P00401,2025-06-22 09:00:00,EARN,38,38,BKG-000082
LTX-0000364,P01222,2025-05-28 09:00:00,EARN,25,25,BKG-000083
LTX-0000365,P01222,2025-09-14 09:00:00,EARN,33,58,BKG-002599
LTX-0000366,P01222,2025-11-19 09:00:00,EARN,44,102,BKG-005817
LTX-0000367,P01222,2025-11-19 18:00:00,REDEEM,-10,92,BKG-005817
LTX-0000368,P00211,2025-05-31 09:00:00,EARN,28,28,BKG-000084
LTX-0000369,P00211,2025-07-25 09:00:00,EARN,63,91,BKG-010456
LTX-0000370,P00211,2025-09-28 09:00:00,EARN,8,99,BKG-010628
LTX-0000371,P00211,2025-12-14 09:00:00,EARN,40,139,BKG-005299
LTX-0000372,P02921,2025-09-18 09:00:00,EARN,38,38,BKG-000085
LTX-0000373,P03473,2025-04-05 09:00:00,EARN,36,36,BKG-001706
LTX-0000374,P03473,2025-06-21 09:00:00,EARN,40,76,BKG-000086
LTX-0000375,P00825,2025-05-30 09:00:00,EARN,43,43,BKG-000087
LTX-0000376,P00825,2025-06-04 09:00:00,EARN,36,79,BKG-008646
LTX-0000377,P00825,2025-08-27 09:00:00,EARN,29,108,BKG-001843
LTX-0000378,P00825,2025-12-13 09:00:00,EARN,46,154,BKG-011223
LTX-0000379,P00881,2025-07-07 09:00:00,EARN,75,75,BKG-000088
LTX-0000380,P02501,2025-01-30 09:00:00,EARN,44,44,BKG-008371
LTX-0000381,P02501,2025-03-15 09:00:00,EARN,48,92,BKG-003196
LTX-0000382,P02501,2025-04-26 09:00:00,EARN,30,122,BKG-003985
LTX-0000383,P02501,2025-04-29 09:00:00,EARN,29,151,BKG-001956
LTX-0000384,P02501,2025-05-04 09:00:00,EARN,26,177,BKG-000089
LTX-0000385,P02501,2025-10-12 09:00:00,EARN,18,195,BKG-006552
LTX-0000386,P02501,2025-10-12 18:00:00,REDEEM,-30,165,BKG-006552
LTX-0000387,P02501,2025-11-11 09:00:00,EARN,33,198,BKG-000393
LTX-0000388,P02501,2025-11-28 09:00:00,EARN,67,265,BKG-001490
LTX-0000389,P00064,2025-01-16 09:00:00,EARN,52,52,BKG-010305
LTX-0000390,P00064,2025-06-11 09:00:00,EARN,31,83,BKG-007486
LTX-0000391,P00064,2025-06-11 18:00:00,REDEEM,-30,53,BKG-007486
LTX-0000392,P00064,2025-12-03 09:00:00,EARN,48,101,BKG-000090
LTX-0000393,P00267,2025-05-09 09:00:00,EARN,34,34,BKG-004261
LTX-0000394,P00267,2025-10-25 09:00:00,EARN,49,83,BKG-009464
LTX-0000395,P00267,2025-12-02 09:00:00,EARN,60,143,BKG-000091
LTX-0000396,P01312,2025-12-05 09:00:00,EARN,53,53,BKG-000092
LTX-0000397,P03988,2025-07-12 09:00:00,EARN,26,26,BKG-000093
LTX-0000398,P02113,2025-05-14 09:00:00,EARN,80,80,BKG-006063
LTX-0000399,P02113,2025-06-21 09:00:00,EARN,100,180,BKG-001837
LTX-0000400,P02113,2025-06-24 09:00:00,EARN,60,240,BKG-009068
LTX-0000401,P02113,2025-07-04 09:00:00,EARN,9,249,BKG-003345
LTX-0000402,P02113,2025-07-30 09:00:00,EARN,46,295,BKG-000094
LTX-0000403,P02113,2025-07-30 18:00:00,REDEEM,-20,275,BKG-000094
LTX-0000404,P02113,2025-12-07 09:00:00,EARN,50,325,BKG-011095
LTX-0000405,P02113,2025-12-11 09:00:00,EARN,50,375,BKG-012457
LTX-0000406,P02327,2025-05-05 09:00:00,EARN,25,25,BKG-006068
LTX-0000407,P02327,2025-05-12 09:00:00,EARN,22,47,BKG-000095
LTX-0000408,P02327,2025-06-27 09:00:00,EARN,53,100,BKG-010150
LTX-0000409,P02327,2025-07-18 09:00:00,EARN,9,109,BKG-011152
LTX-0000410,P01030,2025-02-11 09:00:00,EARN,78,78,BKG-000159
LTX-0000411,P01030,2025-06-02 09:00:00,EARN,45,123,BKG-000096
LTX-0000412,P01030,2025-12-10 09:00:00,EARN,41,164,BKG-003014
LTX-0000413,P02892,2025-02-12 09:00:00,EARN,30,30,BKG-011105
LTX-0000414,P02892,2025-04-24 09:00:00,EARN,8,38,BKG-000852
LTX-0000415,P02892,2025-04-24 18:00:00,REDEEM,-10,28,BKG-000852
LTX-0000416,P02892,2025-08-20 09:00:00,EARN,9,37,BKG-000097
LTX-0000417,P02892,2025-09-03 09:00:00,EARN,55,92,BKG-001328
LTX-0000418,P02892,2025-10-26 09:00:00,EARN,60,152,BKG-006352
LTX-0000419,P02892,2025-11-19 09:00:00,EARN,39,191,BKG-001571
LTX-0000420,P02892,2025-11-24 09:00:00,EARN,37,228,BKG-003669
LTX-0000421,P02892,2025-11-24 18:00:00,REDEEM,-10,218,BKG-003669
LTX-0000422,P03052,2025-05-27 09:00:00,EARN,41,41,BKG-008448
LTX-0000423,P03052,2025-05-29 09:00:00,EARN,48,89,BKG-000640
LTX-0000424,P03052,2025-06-21 09:00:00,EARN,55,144,BKG-000098
LTX-0000425,P03052,2025-06-21 18:00:00,REDEEM,-20,124,BKG-000098
LTX-0000426,P03052,2025-11-05 09:00:00,EARN,13,137,BKG-010028
LTX-0000427,P03052,2025-11-05 18:00:00,REDEEM,-10,127,BKG-010028
LTX-0000428,P03052,2025-11-19 09:00:00,EARN,18,145,BKG-008195
LTX-0000429,P03052,2025-11-22 09:00:00,EARN,75,220,BKG-009145
LTX-0000430,P00330,2025-05-29 09:00:00,EARN,28,28,BKG-004674
LTX-0000431,P00330,2025-10-18 09:00:00,EARN,28,56,BKG-000099
LTX-0000432,P02960,2025-01-09 09:00:00,EARN,22,22,BKG-000645
LTX-0000433,P02960,2025-05-16 09:00:00,EARN,27,49,BKG-008596
LTX-0000434,P02960,2025-05-28 09:00:00,EARN,38,87,BKG-001420
LTX-0000435,P02960,2025-06-24 09:00:00,EARN,52,139,BKG-000100
LTX-0000436,P02960,2025-10-05 09:00:00,EARN,46,185,BKG-009417
LTX-0000437,P01292,2025-01-04 09:00:00,EARN,32,32,BKG-007726
LTX-0000438,P01292,2025-01-04 18:00:00,REDEEM,-20,12,BKG-007726
LTX-0000439,P01292,2025-02-20 09:00:00,EARN,38,50,BKG-003783
LTX-0000440,P01292,2025-07-24 09:00:00,EARN,37,87,BKG-000348
LTX-0000441,P01292,2025-07-24 09:00:00,EARN,24,111,BKG-008181
LTX-0000442,P01292,2025-09-30 09:00:00,EARN,71,182,BKG-000101
LTX-0000443,P01292,2025-11-25 09:00:00,EARN,53,235,BKG-011867
LTX-0000444,P03183,2025-05-15 09:00:00,EARN,50,50,BKG-003106
LTX-0000445,P03183,2025-06-08 09:00:00,EARN,42,92,BKG-000138
LTX-0000446,P03183,2025-06-21 09:00:00,EARN,48,140,BKG-000102
LTX-0000447,P03183,2025-06-22 09:00:00,EARN,20,160,BKG-009942
LTX-0000448,P03183,2025-09-21 09:00:00,EARN,58,218,BKG-005998
LTX-0000449,P02178,2025-01-17 09:00:00,EARN,24,24,BKG-005348
LTX-0000450,P02178,2025-06-09 09:00:00,EARN,60,84,BKG-011276
LTX-0000451,P02178,2025-06-18 09:00:00,EARN,31,115,BKG-000103
LTX-0000452,P00223,2025-09-21 09:00:00,EARN,59,59,BKG-008730
LTX-0000453,P00223,2025-10-28 09:00:00,EARN,69,128,BKG-000104
LTX-0000454,P01136,2025-02-04 09:00:00,EARN,50,50,BKG-000105
LTX-0000455,P01136,2025-03-10 09:00:00,EARN,62,112,BKG-005104
LTX-0000456,P01136,2025-05-29 09:00:00,EARN,48,160,BKG-007267
LTX-0000457,P00666,2025-03-24 09:00:00,EARN,29,29,BKG-006741
LTX-0000458,P00666,2025-10-27 09:00:00,EARN,38,67,BKG-000106
LTX-0000459,P00666,2025-11-09 09:00:00,EARN,40,107,BKG-003307
LTX-0000460,P00868,2025-06-10 09:00:00,EARN,47,47,BKG-000107
LTX-0000461,P00868,2025-08-07 09:00:00,EARN,28,75,BKG-001045
LTX-0000462,P01610,2025-05-27 09:00:00,EARN,19,19,BKG-001710
LTX-0000463,P01610,2025-05-27 18:00:00,REDEEM,-10,9,BKG-001710
LTX-0000464,P01610,2025-05-29 09:00:00,EARN,59,68,BKG-000108
LTX-0000465,P01610,2025-07-22 09:00:00,EARN,51,119,BKG-012002
LTX-0000466,P01610,2025-11-16 09:00:00,EARN,61,180,BKG-003773
LTX-0000467,P02078,2025-01-04 09:00:00,EARN,34,34,BKG-000429
LTX-0000468,P02078,2025-06-09 09:00:00,EARN,70,104,BKG-010562
LTX-0000469,P02078,2025-06-29 09:00:00,EARN,82,186,BKG-000109
LTX-0000470,P02078,2025-09-10 09:00:00,EARN,58,244,BKG-001642
LTX-0000471,P02078,2025-12-07 09:00:00,EARN,64,308,BKG-008808
LTX-0000472,P01004,2025-01-13 09:00:00,EARN,68,68,BKG-008944
LTX-0000473,P01004,2025-03-14 09:00:00,EARN,38,106,BKG-011776
LTX-0000474,P01004,2025-05-29 09:00:00,EARN,65,171,BKG-002903
LTX-0000475,P01004,2025-05-29 18:00:00,REDEEM,-20,151,BKG-002903
LTX-0000476,P01004,2025-06-08 09:00:00,EARN,45,196,BKG-010764
LTX-0000477,P01004,2025-08-04 09:00:00,EARN,24,220,BKG-005129
LTX-0000478,P01004,2025-11-20 09:00:00,EARN,64,284,BKG-000110
LTX-0000479,P02043,2025-06-15 09:00:00,EARN,80,80,BKG-011323
LTX-0000480,P02043,2025-06-22 09:00:00,EARN,12,92,BKG-000111
LTX-0000481,P02043,2025-09-20 09:00:00,EARN,40,132,BKG-006804
LTX-0000482,P02043,2025-10-11 09:00:00,EARN,45,177,BKG-007459
LTX-0000483,P02808,2025-02-11 09:00:00,EARN,99,99,BKG-012001
LTX-0000484,P02808,2025-02-17 09:00:00,EARN,38,137,BKG-011719
LTX-0000485,P02808,2025-03-10 09:00:00,EARN,39,176,BKG-003272
LTX-0000486,P02808,2025-04-12 09:00:00,EARN,70,246,BKG-001668
LTX-0000487,P02808,2025-04-29 09:00:00,EARN,55,301,BKG-009344
LTX-0000488,P02808,2025-06-05 09:00:00,EARN,52,353,BKG-002788
LTX-0000489,P02808,2025-12-21 09:00:00,EARN,55,408,BKG-000112
LTX-0000490,P02559,2025-12-04 09:00:00,EARN,15,15,BKG-000113
LTX-0000491,P01653,2025-05-20 09:00:00,EARN,27,27,BKG-000115
LTX-0000492,P01653,2025-06-12 09:00:00,EARN,54,81,BKG-000768
LTX-0000493,P01653,2025-06-25 09:00:00,EARN,79,160,BKG-010939
LTX-0000494,P01653,2025-06-25 18:00:00,REDEEM,-30,130,BKG-010939
LTX-0000495,P01653,2025-07-23 09:00:00,EARN,37,167,BKG-006620
LTX-0000496,P01653,2025-08-30 09:00:00,EARN,59,226,BKG-008170
LTX-0000497,P01653,2025-11-26 09:00:00,EARN,53,279,BKG-004959
LTX-0000498,P01653,2025-12-03 09:00:00,EARN,34,313,BKG-009667
LTX-0000499,P01871,2025-03-24 09:00:00,EARN,57,57,BKG-001575
LTX-0000500,P01871,2025-06-09 09:00:00,EARN,21,78,BKG-010855
LTX-0000501,P01871,2025-08-03 09:00:00,EARN,60,138,BKG-011715
LTX-0000502,P01871,2025-08-29 09:00:00,EARN,34,172,BKG-005653
LTX-0000503,P01871,2025-09-24 09:00:00,EARN,64,236,BKG-000116
LTX-0000504,P01658,2024-12-31 09:00:00,EARN,25,25,BKG-011100
LTX-0000505,P01658,2025-06-24 09:00:00,EARN,43,68,BKG-010060
LTX-0000506,P01658,2025-06-27 09:00:00,EARN,28,96,BKG-011241
LTX-0000507,P01658,2025-08-18 09:00:00,EARN,58,154,BKG-000117
LTX-0000508,P01658,2025-08-25 09:00:00,EARN,16,170,BKG-010165
LTX-0000509,P03403,2024-12-22 09:00:00,EARN,69,69,BKG-000118
LTX-0000510,P03403,2024-12-22 18:00:00,REDEEM,-10,59,BKG-000118
LTX-0000511,P03403,2025-08-17 09:00:00,EARN,33,92,BKG-009048
LTX-0000512,P03403,2025-08-17 18:00:00,REDEEM,-30,62,BKG-009048
LTX-0000513,P03403,2025-11-01 09:00:00,EARN,33,95,BKG-006023
LTX-0000514,P01644,2025-02-14 09:00:00,EARN,28,28,BKG-006663
LTX-0000515,P01644,2025-04-08 09:00:00,EARN,78,106,BKG-009613
LTX-0000516,P01644,2025-05-27 09:00:00,EARN,73,179,BKG-005588
LTX-0000517,P01644,2025-06-06 09:00:00,EARN,61,240,BKG-001257
LTX-0000518,P01644,2025-06-20 09:00:00,EARN,58,298,BKG-008649
LTX-0000519,P01644,2025-07-11 09:00:00,EARN,62,360,BKG-000120
LTX-0000520,P01644,2025-08-23 09:00:00,EARN,27,387,BKG-009443
LTX-0000521,P01644,2025-11-22 09:00:00,EARN,72,459,BKG-005379
LTX-0000522,P01644,2025-11-24 09:00:00,EARN,43,502,BKG-008122
LTX-0000523,P01644,2025-12-08 09:00:00,EARN,48,550,BKG-001615
LTX-0000524,P01644,2025-12-08 18:00:00,REDEEM,-10,540,BKG-001615
LTX-0000525,P03736,2025-04-04 09:00:00,EARN,42,42,BKG-011395
LTX-0000526,P03736,2025-05-16 09:00:00,EARN,63,105,BKG-000121
LTX-0000527,P03736,2025-06-10 09:00:00,EARN,18,123,BKG-007129
LTX-0000528,P03736,2025-06-12 09:00:00,EARN,46,169,BKG-003487
LTX-0000529,P03736,2025-07-19 09:00:00,EARN,65,234,BKG-006333
LTX-0000530,P02607,2025-03-11 09:00:00,EARN,42,42,BKG-003806
LTX-0000531,P02607,2025-03-15 09:00:00,EARN,38,80,BKG-003759
LTX-0000532,P02607,2025-03-15 18:00:00,REDEEM,-20,60,BKG-003759
LTX-0000533,P02607,2025-05-21 09:00:00,EARN,31,91,BKG-004064
LTX-0000534,P02607,2025-09-07 09:00:00,EARN,28,119,BKG-000122
LTX-0000535,P02607,2025-11-20 09:00:00,EARN,51,170,BKG-011184
LTX-0000536,P03694,2025-03-18 09:00:00,EARN,16,16,BKG-006793
LTX-0000537,P03694,2025-04-13 09:00:00,EARN,47,63,BKG-000124
LTX-0000538,P03694,2025-04-13 18:00:00,REDEEM,-20,43,BKG-000124
LTX-0000539,P03694,2025-06-19 09:00:00,EARN,33,76,BKG-008370
LTX-0000540,P03694,2025-08-08 09:00:00,EARN,27,103,BKG-007776
LTX-0000541,P03632,2025-03-16 09:00:00,EARN,36,36,BKG-011161
LTX-0000542,P03632,2025-03-16 18:00:00,REDEEM,-20,16,BKG-011161
LTX-0000543,P03632,2025-12-15 09:00:00,EARN,56,72,BKG-000125
LTX-0000544,P00495,2025-03-11 09:00:00,EARN,34,34,BKG-005677
LTX-0000545,P00495,2025-04-06 09:00:00,EARN,49,83,BKG-009074
LTX-0000546,P00495,2025-06-28 09:00:00,EARN,63,146,BKG-007943
LTX-0000547,P00495,2025-10-14 09:00:00,EARN,24,170,BKG-000126
LTX-0000548,P00495,2025-11-30 09:00:00,EARN,10,180,BKG-003560
LTX-0000549,P00747,2025-07-17 09:00:00,EARN,34,34,BKG-000127
LTX-0000550,P00747,2025-10-11 09:00:00,EARN,25,59,BKG-003883
LTX-0000551,P00747,2025-11-16 09:00:00,EARN,12,71,BKG-006133
LTX-0000552,P00747,2025-11-23 09:00:00,EARN,68,139,BKG-005487
LTX-0000553,P00747,2025-11-23 18:00:00,REDEEM,-30,109,BKG-005487
LTX-0000554,P00593,2025-06-12 09:00:00,EARN,41,41,BKG-008177
LTX-0000555,P00593,2025-06-12 18:00:00,REDEEM,-20,21,BKG-008177
LTX-0000556,P00593,2025-06-25 09:00:00,EARN,37,58,BKG-000128
LTX-0000557,P00593,2025-07-06 09:00:00,EARN,56,114,BKG-008094
LTX-0000558,P00593,2025-08-10 09:00:00,EARN,36,150,BKG-010699
LTX-0000559,P00593,2025-10-26 09:00:00,EARN,23,173,BKG-004985
LTX-0000560,P00593,2025-12-02 09:00:00,EARN,68,241,BKG-007116
LTX-0000561,P00032,2025-02-10 09:00:00,EARN,44,44,BKG-008300
LTX-0000562,P00032,2025-07-31 09:00:00,EARN,21,65,BKG-000129
LTX-0000563,P00032,2025-09-30 09:00:00,EARN,28,93,BKG-008137
LTX-0000564,P00032,2025-12-01 09:00:00,EARN,46,139,BKG-002905
LTX-0000565,P03073,2025-06-23 09:00:00,EARN,49,49,BKG-008168
LTX-0000566,P03073,2025-06-23 18:00:00,REDEEM,-30,19,BKG-008168
LTX-0000567,P03073,2025-07-09 09:00:00,EARN,49,68,BKG-006369
LTX-0000568,P03073,2025-10-19 09:00:00,EARN,37,105,BKG-000130
LTX-0000569,P03073,2025-11-21 09:00:00,EARN,8,113,BKG-005844
LTX-0000570,P02295,2025-07-07 09:00:00,EARN,65,65,BKG-011408
LTX-0000571,P02295,2025-08-08 09:00:00,EARN,66,131,BKG-007089
LTX-0000572,P02295,2025-08-17 09:00:00,EARN,36,167,BKG-008398
LTX-0000573,P02295,2025-08-27 09:00:00,EARN,46,213,BKG-000131
LTX-0000574,P02742,2025-06-12 09:00:00,EARN,43,43,BKG-004901
LTX-0000575,P02742,2025-06-16 09:00:00,EARN,49,92,BKG-001825
LTX-0000576,P02742,2025-07-10 09:00:00,EARN,48,140,BKG-002234
LTX-0000577,P02742,2025-07-29 09:00:00,EARN,19,159,BKG-000132
LTX-0000578,P02742,2025-07-29 18:00:00,REDEEM,-20,139,BKG-000132
LTX-0000579,P02742,2025-09-17 09:00:00,EARN,66,205,BKG-011230
LTX-0000580,P02683,2024-12-26 09:00:00,EARN,68,68,BKG-000133
LTX-0000581,P02683,2025-09-14 09:00:00,EARN,60,128,BKG-009251
LTX-0000582,P03456,2025-05-28 09:00:00,EARN,26,26,BKG-000134
LTX-0000583,P03456,2025-06-17 09:00:00,EARN,48,74,BKG-007914
LTX-0000584,P03456,2025-09-25 09:00:00,EARN,16,90,BKG-000817
LTX-0000585,P03456,2025-10-25 09:00:00,EARN,80,170,BKG-004053
LTX-0000586,P03456,2025-11-18 09:00:00,EARN,31,201,BKG-009502
LTX-0000587,P03164,2025-02-05 09:00:00,EARN,66,66,BKG-011150
LTX-0000588,P03164,2025-02-22 09:00:00,EARN,58,124,BKG-009435
LTX-0000589,P03164,2025-05-18 09:00:00,EARN,104,228,BKG-005825
LTX-0000590,P03164,2025-05-19 09:00:00,EARN,31,259,BKG-000980
LTX-0000591,P03164,2025-06-29 09:00:00,EARN,53,312,BKG-001712
LTX-0000592,P03164,2025-09-21 09:00:00,EARN,48,360,BKG-000135
LTX-0000593,P03164,2025-12-01 09:00:00,EARN,57,417,BKG-001463
LTX-0000594,P03635,2025-06-04 09:00:00,EARN,54,54,BKG-000136
LTX-0000595,P03395,2025-02-06 09:00:00,EARN,84,84,BKG-009759
LTX-0000596,P03395,2025-02-06 18:00:00,REDEEM,-10,74,BKG-009759
LTX-0000597,P03395,2025-02-13 09:00:00,EARN,34,108,BKG-001884
LTX-0000598,P03395,2025-06-04 09:00:00,EARN,73,181,BKG-000137
LTX-0000599,P03395,2025-06-30 09:00:00,EARN,54,235,BKG-000208
LTX-0000600,P03395,2025-06-30 18:00:00,REDEEM,-10,225,BKG-000208
LTX-0000601,P03294,2025-03-28 09:00:00,EARN,49,49,BKG-000783
LTX-0000602,P03294,2025-11-25 09:00:00,EARN,20,69,BKG-000139
LTX-0000603,P03223,2024-12-31 09:00:00,EARN,45,45,BKG-002261
LTX-0000604,P03223,2025-02-25 09:00:00,EARN,49,94,BKG-003720
LTX-0000605,P03223,2025-05-30 09:00:00,EARN,38,132,BKG-010515
LTX-0000606,P03223,2025-08-20 09:00:00,EARN,41,173,BKG-009481
LTX-0000607,P03223,2025-10-09 09:00:00,EARN,48,221,BKG-001888
LTX-0000608,P03223,2025-10-27 09:00:00,EARN,73,294,BKG-004283
LTX-0000609,P03223,2025-10-27 18:00:00,REDEEM,-30,264,BKG-004283
LTX-0000610,P03223,2025-12-03 09:00:00,EARN,52,316,BKG-000140
LTX-0000611,P03047,2024-12-29 09:00:00,EARN,42,42,BKG-000141
LTX-0000612,P03047,2025-06-25 09:00:00,EARN,58,100,BKG-010240
LTX-0000613,P03478,2025-05-28 09:00:00,EARN,92,92,BKG-009015
LTX-0000614,P03478,2025-07-04 09:00:00,EARN,49,141,BKG-003899
LTX-0000615,P03478,2025-09-12 09:00:00,EARN,6,147,BKG-000142
LTX-0000616,P03478,2025-11-27 09:00:00,EARN,24,171,BKG-005297
LTX-0000617,P01352,2025-02-21 09:00:00,EARN,43,43,BKG-000143
LTX-0000618,P01352,2025-02-26 09:00:00,EARN,14,57,BKG-011663
LTX-0000619,P01352,2025-09-08 09:00:00,EARN,68,125,BKG-009961
LTX-0000620,P01352,2025-09-08 18:00:00,REDEEM,-20,105,BKG-009961
LTX-0000621,P01352,2025-09-12 09:00:00,EARN,36,141,BKG-006795
LTX-0000622,P00428,2024-12-23 09:00:00,EARN,44,44,BKG-012209
LTX-0000623,P00428,2025-07-09 09:00:00,EARN,15,59,BKG-006282
LTX-0000624,P00428,2025-08-11 09:00:00,EARN,41,100,BKG-002435
LTX-0000625,P00428,2025-11-05 09:00:00,EARN,16,116,BKG-000144
LTX-0000626,P00428,2025-11-28 09:00:00,EARN,101,217,BKG-010034
LTX-0000627,P01538,2025-05-20 09:00:00,EARN,43,43,BKG-000145
LTX-0000628,P01538,2025-05-20 18:00:00,REDEEM,-10,33,BKG-000145
LTX-0000629,P01538,2025-10-27 09:00:00,EARN,16,49,BKG-000879
LTX-0000630,P01538,2025-12-07 09:00:00,EARN,38,87,BKG-009046
LTX-0000631,P03672,2025-06-16 09:00:00,EARN,61,61,BKG-000146
LTX-0000632,P03672,2025-07-22 09:00:00,EARN,31,92,BKG-000534
LTX-0000633,P01540,2025-06-16 09:00:00,EARN,86,86,BKG-001711
LTX-0000634,P01540,2025-10-04 09:00:00,EARN,26,112,BKG-000147
LTX-0000635,P00511,2025-06-23 09:00:00,EARN,11,11,BKG-000148
LTX-0000636,P00511,2025-07-14 09:00:00,EARN,10,21,BKG-000524
LTX-0000637,P02933,2025-01-22 09:00:00,EARN,57,57,BKG-011866
LTX-0000638,P02933,2025-01-23 09:00:00,EARN,38,95,BKG-007942
LTX-0000639,P02933,2025-06-28 09:00:00,EARN,32,127,BKG-000149
LTX-0000640,P02933,2025-06-28 18:00:00,REDEEM,-10,117,BKG-000149
LTX-0000641,P02933,2025-06-29 09:00:00,EARN,64,181,BKG-002157
LTX-0000642,P03980,2025-02-13 09:00:00,EARN,65,65,BKG-003634
LTX-0000643,P03980,2025-02-19 09:00:00,EARN,54,119,BKG-009088
LTX-0000644,P03980,2025-03-11 09:00:00,EARN,14,133,BKG-007849
LTX-0000645,P03980,2025-05-11 09:00:00,EARN,28,161,BKG-005543
LTX-0000646,P03980,2025-05-25 09:00:00,EARN,21,182,BKG-008235
LTX-0000647,P03980,2025-06-23 09:00:00,EARN,41,223,BKG-000150
LTX-0000648,P03980,2025-08-01 09:00:00,EARN,53,276,BKG-004524
LTX-0000649,P03980,2025-10-02 09:00:00,EARN,36,312,BKG-007535
LTX-0000650,P03663,2024-12-23 09:00:00,EARN,14,14,BKG-000151
LTX-0000651,P03663,2025-01-05 09:00:00,EARN,30,44,BKG-004509
LTX-0000652,P03663,2025-01-05 18:00:00,REDEEM,-10,34,BKG-004509
LTX-0000653,P03663,2025-07-05 09:00:00,EARN,94,128,BKG-008961
LTX-0000654,P03663,2025-11-05 09:00:00,EARN,82,210,BKG-007356
LTX-0000655,P03663,2025-12-07 09:00:00,EARN,57,267,BKG-001831
LTX-0000656,P03203,2025-06-08 09:00:00,EARN,40,40,BKG-000152
LTX-0000657,P03203,2025-06-23 09:00:00,EARN,43,83,BKG-006764
LTX-0000658,P03203,2025-08-20 09:00:00,EARN,37,120,BKG-010133
LTX-0000659,P03203,2025-11-21 09:00:00,EARN,59,179,BKG-010057
LTX-0000660,P03203,2025-11-22 09:00:00,EARN,53,232,BKG-001203
LTX-0000661,P01211,2025-01-21 09:00:00,EARN,12,12,BKG-000329
LTX-0000662,P01211,2025-05-29 09:00:00,EARN,105,117,BKG-007275
LTX-0000663,P01211,2025-07-14 09:00:00,EARN,26,143,BKG-000153
LTX-0000664,P01211,2025-11-16 09:00:00,EARN,80,223,BKG-011154
LTX-0000665,P02822,2025-03-04 09:00:00,EARN,54,54,BKG-009312
LTX-0000666,P02822,2025-06-02 09:00:00,EARN,70,124,BKG-000154
LTX-0000667,P02822,2025-07-06 09:00:00,EARN,54,178,BKG-000379
LTX-0000668,P03521,2025-03-24 09:00:00,EARN,54,54,BKG-010433
LTX-0000669,P03521,2025-03-24 18:00:00,REDEEM,-10,44,BKG-010433
LTX-0000670,P03521,2025-06-12 09:00:00,EARN,27,71,BKG-000155
LTX-0000671,P03521,2025-07-16 09:00:00,EARN,50,121,BKG-007262
LTX-0000672,P03850,2024-12-31 09:00:00,EARN,48,48,BKG-000156
LTX-0000673,P00274,2025-06-18 09:00:00,EARN,68,68,BKG-011248
LTX-0000674,P00274,2025-07-09 09:00:00,EARN,60,128,BKG-005989
LTX-0000675,P00274,2025-07-15 09:00:00,EARN,53,181,BKG-001279
LTX-0000676,P00274,2025-12-10 09:00:00,EARN,65,246,BKG-000157
LTX-0000677,P00274,2025-12-18 09:00:00,EARN,19,265,BKG-008291
LTX-0000678,P02158,2025-06-20 09:00:00,EARN,59,59,BKG-007066
LTX-0000679,P02158,2025-07-24 09:00:00,EARN,29,88,BKG-011586
LTX-0000680,P02158,2025-07-24 18:00:00,REDEEM,-30,58,BKG-011586
LTX-0000681,P02158,2025-07-28 09:00:00,EARN,30,88,BKG-000158
LTX-0000682,P02158,2025-12-07 09:00:00,EARN,31,119,BKG-000380
LTX-0000683,P02830,2025-06-09 09:00:00,EARN,45,45,BKG-000160
LTX-0000684,P02830,2025-07-05 09:00:00,EARN,67,112,BKG-005410
LTX-0000685,P01928,2025-03-30 09:00:00,EARN,36,36,BKG-000161
LTX-0000686,P01928,2025-05-31 09:00:00,EARN,9,45,BKG-012218
LTX-0000687,P01928,2025-11-16 09:00:00,EARN,49,94,BKG-009944
LTX-0000688,P02209,2024-12-09 09:00:00,EARN,35,35,BKG-000162
LTX-0000689,P00622,2025-10-14 09:00:00,EARN,12,12,BKG-000163
LTX-0000690,P00622,2025-12-01 09:00:00,EARN,50,62,BKG-001973
LTX-0000691,P00622,2025-12-06 09:00:00,EARN,27,89,BKG-000396
