itinerary_leg_sk,passenger_sk,route_sk,bus_fleet_sk,origin_terminal_sk,destination_terminal_sk,disruption_reason_sk,booking_date_sk,booking_time_sk,scheduled_departure_date_sk,scheduled_departure_time_sk,actual_departure_date_sk,actual_departure_time_sk,scheduled_arrival_date_sk,scheduled_arrival_time_sk,actual_arrival_date_sk,actual_arrival_time_sk,rebooking_date_sk,rebooking_time_sk,claim_resolution_date_sk,claim_resolution_time_sk,booking_id,ticket_number,itinerary_id,trip_id,leg_sequence,total_legs,claim_id,travel_status,claim_status,departure_delay_minutes,arrival_delay_minutes,scheduled_connection_minutes,actual_connection_minutes,missed_connection_count,rebooking_cost,refund_amount,compensation_amount
120,141,1,89,1,3,0,20250207,1547,20250308,1200,20250308,1204,20250308,1944,20250308,1947,,,,,BKG-000060,TICK-000120,ITI-000060,TRIP-000116,1,1,,COMPLETED,,4,3,,,0,0,0,0
121,2163,29,10,18,25,0,20250706,1352,20250708,1200,20250708,1200,20250708,2243,20250708,2247,,,,,BKG-000061,TICK-000121,ITI-000061,TRIP-000117,1,2,,COMPLETED,,0,4,,,0,0,0,0
122,2163,30,45,25,30,0,20250706,1352,20250709,0,20250709,38,20250709,1225,20250709,1304,,,,,BKG-000061,TICK-000122,ITI-000061,TRIP-000118,2,2,,COMPLETED,,38,39,77,111,0,0,0,0
123,1617,20,50,25,26,0,20250706,926,20250722,600,20250722,640,20250722,1210,20250722,1245,,,,,BKG-000062,TICK-000123,ITI-000062,TRIP-000119,1,2,,COMPLETED,,40,35,,,0,0,0,0
124,1617,21,25,26,27,0,20250706,926,20250722,1200,20250722,1200,20250722,2011,20250722,2011,20250723,45,20250725,2145,BKG-000062,TICK-000124,ITI-000062,TRIP-000113,2,2,CLM-000010,MISSED_CONNECTION,Approved,0,0,-10,-45,1,65000,99000,100000
125,1686,9,52,12,13,0,20251011,1100,20251108,600,20251108,619,20251108,1349,20251108,1452,,,,,BKG-000063,TICK-000125,ITI-000063,TRIP-000120,1,2,,COMPLETED,,19,63,,,0,0,0,0
126,1686,10,74,13,14,0,20251011,1100,20251108,1800,20251108,1800,20251109,241,20251109,241,,,,,BKG-000063,TICK-000126,ITI-000063,TRIP-000121,2,2,,COMPLETED,,0,0,251,188,0,0,0,0
127,3043,24,38,29,30,0,20251002,904,20251022,600,20251022,612,20251022,1714,20251022,1723,,,,,BKG-000064,TICK-000127,ITI-000064,TRIP-000122,1,1,,COMPLETED,,12,9,,,0,0,0,0
128,761,8,65,11,12,0,20250531,1623,20250608,1200,20250608,1200,20250608,1805,20250608,1805,,,,,BKG-000065,TICK-000128,ITI-000065,TRIP-000123,1,3,,COMPLETED,,0,0,,,0,0,0,0
129,761,9,28,12,13,0,20250531,1623,20250608,1800,20250608,1800,20250609,149,20250609,149,20250608,2205,20250610,2005,BKG-000065,TICK-000129,ITI-000065,TRIP-000124,2,3,CLM-000011,MISSED_CONNECTION,Approved,0,0,-5,-5,1,87000,138000,50000
130,761,28,76,13,18,0,20250531,1623,20250609,600,20250609,635,20250609,1459,20250609,1543,,,,,BKG-000065,TICK-000130,ITI-000065,TRIP-000125,3,3,,CANCELLED_AFTER_DISRUPTION,,35,44,,,0,0,0,0
131,1305,16,32,19,20,0,20250525,1623,20250608,1200,20250608,1200,20250608,1934,20250608,1934,,,,,BKG-000066,TICK-000131,ITI-000066,TRIP-000126,1,1,,COMPLETED,,0,0,,,0,0,0,0
132,3568,21,50,26,27,0,20250617,1804,20250708,600,20250708,640,20250708,1411,20250708,1456,,,,,BKG-000067,TICK-000132,ITI-000067,TRIP-000127,1,2,,COMPLETED,,40,45,,,0,0,0,0
133,3568,22,82,27,28,0,20250617,1804,20250708,1800,20250708,1810,20250709,10,20250709,41,,,,,BKG-000067,TICK-000133,ITI-000067,TRIP-000128,2,2,,COMPLETED,,10,31,229,194,0,0,0,0
134,3110,18,50,22,24,0,20250908,1216,20250922,1200,20250922,1204,20250922,2100,20250922,2109,,,,,BKG-000068,TICK-000134,ITI-000068,TRIP-000129,1,3,,COMPLETED,,4,9,,,0,0,0,0
135,3110,19,21,24,25,0,20250908,1216,20250923,0,20250923,6,20250923,311,20250923,320,,,,,BKG-000068,TICK-000135,ITI-000068,TRIP-000130,2,3,,COMPLETED,,6,9,180,177,0,0,0,0
136,3110,30,13,25,30,0,20250908,1216,20250923,600,20250923,631,20250923,1825,20250923,1833,,,,,BKG-000068,TICK-000136,ITI-000068,TRIP-000131,3,3,,COMPLETED,,31,8,169,191,0,0,0,0
137,979,23,19,28,29,0,20250327,1749,20250408,600,20250408,624,20250408,1332,20250408,1409,,,,,BKG-000069,TICK-000137,ITI-000069,TRIP-000132,1,2,,COMPLETED,,24,37,,,0,0,0,0
138,979,24,2,29,30,0,20250327,1749,20250408,1800,20250408,1812,20250409,514,20250409,546,,,,,BKG-000069,TICK-000138,ITI-000069,TRIP-000133,2,2,,COMPLETED,,12,32,268,243,0,0,0,0
139,874,21,42,26,27,0,20250804,810,20250808,1200,20250808,1229,20250808,2011,20250808,2104,,,,,BKG-000070,TICK-000139,ITI-000070,TRIP-000134,1,3,,COMPLETED,,29,53,,,0,0,0,0
140,874,22,54,27,28,0,20250804,810,20250809,0,20250809,28,20250809,610,20250809,641,,,,,BKG-000070,TICK-000140,ITI-000070,TRIP-000135,2,3,,COMPLETED,,28,31,229,204,0,0,0,0
141,874,23,18,28,29,0,20250804,810,20250809,600,20250809,650,20250809,1332,20250809,1425,20250809,1041,20250813,741,BKG-000070,TICK-000141,ITI-000070,TRIP-000136,3,3,CLM-000012,MISSED_CONNECTION,Approved,50,53,-10,9,1,52000,82000,50000
142,2109,3,44,5,6,0,20251130,1332,20251222,600,20251222,615,20251222,902,20251222,958,,,,,BKG-000071,TICK-000142,ITI-000071,TRIP-000137,1,3,,COMPLETED,,15,56,,,0,0,0,0
143,2109,4,73,6,8,0,20251130,1332,20251222,1200,20251222,1217,20251222,1803,20251222,1839,,,,,BKG-000071,TICK-000143,ITI-000071,TRIP-000138,2,3,,COMPLETED,,17,36,178,139,0,0,0,0
144,2109,5,28,8,9,0,20251130,1332,20251222,1800,20251222,1802,20251223,623,20251223,623,20251223,1039,20251224,639,BKG-000071,TICK-000144,ITI-000071,TRIP-000139,3,3,CLM-000013,MISSED_CONNECTION,Approved,2,0,-3,-37,1,142000,215000,50000
145,1651,22,17,27,28,0,20251201,1840,20251222,600,20251222,600,20251222,1210,20251222,1210,,,,,BKG-000072,TICK-000145,ITI-000072,TRIP-000140,1,1,,COMPLETED,,0,0,,,0,0,0,0
146,1390,6,25,9,10,0,20250525,1210,20250608,600,20250608,600,20250608,936,20250608,936,,,,,BKG-000073,TICK-000146,ITI-000073,TRIP-000141,1,2,,COMPLETED,,0,0,,,0,0,0,0
147,1390,7,48,10,11,0,20250525,1210,20250608,1200,20250608,1236,20250608,2142,20250608,2226,,,,,BKG-000073,TICK-000147,ITI-000073,TRIP-000142,2,2,,COMPLETED,,36,44,144,180,0,0,0,0
148,276,28,43,13,18,5,20250817,1923,20250908,600,20250908,634,20250908,1459,20250908,1803,,,,,BKG-000074,TICK-000148,ITI-000074,TRIP-000143,1,2,,COMPLETED,,34,184,,,0,0,0,0
149,276,29,38,18,25,0,20250817,1923,20250908,1800,20250908,1800,20250909,443,20250909,509,20250908,2203,20250909,2003,BKG-000074,TICK-000149,ITI-000074,TRIP-000144,2,2,CLM-000014,MISSED_CONNECTION,Approved,0,26,181,-3,1,78000,118000,100000
150,1693,25,57,30,1,0,20250106,724,20250108,600,20250108,600,20250108,1538,20250108,1602,,,,,BKG-000075,TICK-000150,ITI-000075,TRIP-000145,1,3,,COMPLETED,,0,24,,,0,0,0,0
151,1693,26,48,1,7,0,20250106,724,20250108,1800,20250108,1827,20250108,2200,20250108,2210,,,,,BKG-000075,TICK-000151,ITI-000075,TRIP-000146,2,3,,COMPLETED,,27,10,142,145,0,0,0,0
152,1693,27,8,7,13,0,20250106,724,20250109,0,20250109,0,20250109,1139,20250109,1202,,,,,BKG-000075,TICK-000152,ITI-000075,TRIP-000147,3,3,,COMPLETED,,0,23,120,110,0,0,0,0
153,218,5,52,8,9,0,20250918,1329,20251008,600,20251008,600,20251008,1823,20251008,1847,,,,,BKG-000076,TICK-000153,ITI-000076,TRIP-000148,1,2,,COMPLETED,,0,24,,,0,0,0,0
154,218,6,20,9,10,0,20250918,1329,20251008,1800,20251008,1810,20251008,2136,20251008,2136,20251009,847,20251014,147,BKG-000076,TICK-000154,ITI-000076,TRIP-000149,2,2,CLM-000015,MISSED_CONNECTION,Approved,10,0,-23,-37,1,28000,40000,75000
155,3393,14,44,17,18,0,20250627,1021,20250722,600,20250722,600,20250722,1802,20250722,1822,,,,,BKG-000077,TICK-000155,ITI-000077,TRIP-000150,1,1,,COMPLETED,,0,20,,,0,0,0,0
156,4333,12,54,15,16,0,20250704,1545,20250708,1800,20250708,1838,20250708,2227,20250708,2316,,,,,BKG-000078,TICK-000156,ITI-000078,TRIP-000151,1,2,,COMPLETED,,38,49,,,0,0,0,0
157,4333,13,80,16,17,0,20250704,1545,20250709,0,20250709,11,20250709,637,20250709,700,,,,,BKG-000078,TICK-000157,ITI-000078,TRIP-000152,2,2,,COMPLETED,,11,23,93,55,0,0,0,0
158,2551,9,67,12,13,0,20250602,1033,20250608,600,20250608,640,20250608,1349,20250608,1424,,,,,BKG-000079,TICK-000158,ITI-000079,TRIP-000153,1,1,,COMPLETED,,40,35,,,0,0,0,0
159,3892,13,5,16,17,0,20251006,1130,20251022,600,20251022,600,20251022,1237,20251022,1237,,,,,BKG-000080,TICK-000159,ITI-000080,TRIP-000154,1,3,,COMPLETED,,0,0,,,0,0,0,0
160,3892,14,84,17,18,0,20251006,1130,20251022,1800,20251022,1800,20251023,602,20251023,602,,,,,BKG-000080,TICK-000160,ITI-000080,TRIP-000155,2,3,,COMPLETED,,0,0,323,323,0,0,0,0
161,3892,29,14,18,25,0,20251006,1130,20251023,600,20251023,600,20251023,1643,20251023,1729,20251023,1302,20251025,802,BKG-000080,TICK-000161,ITI-000080,TRIP-000156,3,3,CLM-000016,MISSED_CONNECTION,Approved,0,46,-2,-2,1,97000,154000,75000
162,4113,11,59,14,15,0,20251120,931,20251122,1200,20251122,1207,20251122,2014,20251122,2027,,,,,BKG-000081,TICK-000162,ITI-000081,TRIP-000157,1,3,,COMPLETED,,7,13,,,0,0,0,0
163,4113,12,22,15,16,0,20251120,931,20251123,0,20251123,0,20251123,427,20251123,429,,,,,BKG-000081,TICK-000163,ITI-000081,TRIP-000158,2,3,,COMPLETED,,0,2,226,213,0,0,0,0
164,4113,13,57,16,17,0,20251120,931,20251123,600,20251123,614,20251123,1237,20251123,1238,,,,,BKG-000081,TICK-000164,ITI-000081,TRIP-000159,3,3,,COMPLETED,,14,1,93,105,0,0,0,0
165,479,28,40,13,18,0,20250622,1201,20250722,1200,20250722,1213,20250722,2059,20250722,2101,,,,,BKG-000082,TICK-000165,ITI-000082,TRIP-000160,1,1,,COMPLETED,,13,2,,,0,0,0,0
166,1484,2,31,3,4,0,20250528,931,20250608,1200,20250608,1206,20250608,1446,20250608,1514,,,,,BKG-000083,TICK-000166,ITI-000083,TRIP-000161,1,2,,COMPLETED,,6,28,,,0,0,0,0
167,1484,3,75,4,6,0,20250528,931,20250608,1800,20250608,1829,20250608,2102,20250608,2203,,,,,BKG-000083,TICK-000167,ITI-000083,TRIP-000162,2,2,,COMPLETED,,29,61,194,195,0,0,0,0
168,244,9,82,12,13,0,20250531,1315,20250622,1200,20250622,1218,20250622,1949,20250622,2012,,,,,BKG-000084,TICK-000168,ITI-000084,TRIP-000163,1,1,,COMPLETED,,18,23,,,0,0,0,0
169,3610,23,30,28,29,0,20250918,2033,20251008,600,20251008,600,20251008,1332,20251008,1332,,,,,BKG-000085,TICK-000169,ITI-000085,TRIP-000164,1,2,,COMPLETED,,0,0,,,0,0,0,0
170,3610,24,60,29,30,0,20250918,2033,20251008,1800,20251008,1800,20251009,514,20251009,524,,,,,BKG-000085,TICK-000170,ITI-000085,TRIP-000165,2,2,,COMPLETED,,0,10,268,268,0,0,0,0
171,4292,22,21,27,28,0,20250621,701,20250622,1200,20250622,1222,20250622,1810,20250622,1839,,,,,BKG-000086,TICK-000171,ITI-000086,TRIP-000166,1,2,,COMPLETED,,22,29,,,0,0,0,0
172,4292,23,54,28,29,0,20250621,701,20250622,1800,20250622,1800,20250623,132,20250623,145,20250623,239,20250624,139,BKG-000086,TICK-000172,ITI-000086,TRIP-000167,2,2,CLM-000017,MISSED_CONNECTION,Approved,0,13,-10,-39,1,62000,99000,50000
173,1004,17,45,20,21,0,20250530,804,20250622,1200,20250622,1218,20250622,1439,20250622,1515,,,,,BKG-000087,TICK-000173,ITI-000087,TRIP-000168,1,3,,COMPLETED,,18,36,,,0,0,0,0
174,1004,18,42,21,24,0,20250530,804,20250622,1800,20250622,1845,20250623,300,20250623,408,,,,,BKG-000087,TICK-000174,ITI-000087,TRIP-000169,2,3,,COMPLETED,,45,68,201,210,0,0,0,0
175,1004,19,43,24,25,0,20250530,804,20250623,600,20250623,600,20250623,911,20250623,920,,,,,BKG-000087,TICK-000175,ITI-000087,TRIP-000170,3,3,,COMPLETED,,0,9,180,112,0,0,0,0
176,1070,22,82,27,28,0,20250707,1717,20250708,1800,20250708,1810,20250709,10,20250709,41,,,,,BKG-000088,TICK-000176,ITI-000088,TRIP-000128,1,3,,COMPLETED,,10,31,,,0,0,0,0
177,1070,23,24,28,29,0,20250707,1717,20250709,0,20250709,20,20250709,732,20250709,752,20250709,841,20250712,541,BKG-000088,TICK-000177,ITI-000088,TRIP-000171,2,3,CLM-000018,MISSED_CONNECTION,Approved,20,20,-10,-21,1,62000,99000,75000
178,1070,24,68,29,30,0,20250707,1717,20250709,1200,20250709,1200,20250709,2314,20250709,2332,,,,,BKG-000088,TICK-000178,ITI-000088,TRIP-000172,3,3,,CANCELLED_AFTER_DISRUPTION,,0,18,,,0,0,0,0
179,3089,24,45,29,30,0,20250504,1725,20250522,1800,20250522,1800,20250523,514,20250523,531,,,,,BKG-000089,TICK-000179,ITI-000089,TRIP-000173,1,1,,COMPLETED,,0,17,,,0,0,0,0
180,76,4,73,6,8,0,20251203,2121,20251222,1200,20251222,1217,20251222,1803,20251222,1839,,,,,BKG-000090,TICK-000180,ITI-000090,TRIP-000138,1,2,,COMPLETED,,17,36,,,0,0,0,0
181,76,27,54,8,13,0,20251203,2121,20251222,1800,20251222,1839,20251223,539,20251223,633,20251223,839,20251226,639,BKG-000090,TICK-000181,ITI-000090,TRIP-000174,2,2,CLM-000019,MISSED_CONNECTION,Approved,39,54,-3,0,1,98000,140000,75000
182,315,24,35,29,30,0,20251202,1136,20251208,600,20251208,602,20251208,1714,20251208,1719,,,,,BKG-000091,TICK-000182,ITI-000091,TRIP-000008,1,2,,COMPLETED,,2,5,,,0,0,0,0
183,315,25,59,30,2,0,20251202,1136,20251208,1800,20251208,1829,20251209,338,20251209,422,,,,,BKG-000091,TICK-000183,ITI-000091,TRIP-000009,2,2,,COMPLETED,,29,44,46,70,0,0,0,0
184,1596,23,87,28,29,0,20251205,1419,20251222,1800,20251222,1800,20251223,132,20251223,203,,,,,BKG-000092,TICK-000184,ITI-000092,TRIP-000175,1,2,,COMPLETED,,0,31,,,0,0,0,0
185,1596,24,51,29,30,0,20251205,1419,20251223,600,20251223,609,20251223,1714,20251223,1714,,,,,BKG-000092,TICK-000185,ITI-000092,TRIP-000176,2,2,,COMPLETED,,9,0,268,246,0,0,0,0
186,4929,28,56,13,18,0,20250712,1725,20250808,1200,20250808,1220,20250808,2059,20250808,2122,,,,,BKG-000093,TICK-000186,ITI-000093,TRIP-000177,1,1,,COMPLETED,,20,23,,,0,0,0,0
187,2595,6,50,9,10,0,20250730,1315,20250808,1200,20250808,1216,20250808,1536,20250808,1626,,,,,BKG-000094,TICK-000187,ITI-000094,TRIP-000178,1,2,,COMPLETED,,16,50,,,0,0,0,0
188,2595,7,65,10,11,0,20250730,1315,20250808,1800,20250808,1800,20250809,342,20250809,403,,,,,BKG-000094,TICK-000188,ITI-000094,TRIP-000179,2,2,,COMPLETED,,0,21,144,94,0,0,0,0
189,2870,20,14,25,26,0,20250512,913,20250608,1800,20250608,1805,20250609,10,20250609,10,,,,,BKG-000095,TICK-000189,ITI-000095,TRIP-000038,1,1,,COMPLETED,,5,0,,,0,0,0,0
190,1247,18,52,21,24,0,20250602,731,20250608,1200,20250608,1208,20250608,2100,20250608,2106,,,,,BKG-000096,TICK-000190,ITI-000096,TRIP-000012,1,2,,COMPLETED,,8,6,,,0,0,0,0
191,1247,19,1,24,25,0,20250602,731,20250609,0,20250609,46,20250609,311,20250609,410,,,,,BKG-000096,TICK-000191,ITI-000096,TRIP-000013,2,2,,COMPLETED,,46,59,180,220,0,0,0,0
192,3577,17,26,20,22,0,20250820,1054,20250822,1800,20250822,1802,20250822,2039,20250822,2043,,,,,BKG-000097,TICK-000192,ITI-000097,TRIP-000180,1,1,,COMPLETED,,2,4,,,0,0,0,0
193,3769,26,36,1,7,0,20250621,1252,20250622,1800,20250622,1801,20250622,2200,20250622,2200,,,,,BKG-000098,TICK-000193,ITI-000098,TRIP-000181,1,2,,COMPLETED,,1,0,,,0,0,0,0
194,3769,5,23,7,9,0,20250621,1252,20250623,0,20250623,23,20250623,1223,20250623,1330,,,,,BKG-000098,TICK-000194,ITI-000098,TRIP-000182,2,2,,COMPLETED,,23,67,120,143,0,0,0,0
195,389,11,63,14,15,0,20251018,1000,20251108,1800,20251108,1819,20251109,214,20251109,226,,,,,BKG-000099,TICK-000195,ITI-000099,TRIP-000183,1,2,,COMPLETED,,19,12,,,0,0,0,0
196,389,12,20,15,16,0,20251018,1000,20251109,600,20251109,600,20251109,1027,20251109,1027,,,,,BKG-000099,TICK-000196,ITI-000099,TRIP-000184,2,2,,COMPLETED,,0,0,226,214,0,0,0,0
197,3661,27,72,7,13,0,20250624,701,20250708,1200,20250708,1215,20250708,2339,20250708,2342,,,,,BKG-000100,TICK-000197,ITI-000100,TRIP-000185,1,1,,COMPLETED,,15,3,,,0,0,0,0
198,1570,14,83,17,18,0,20250930,1952,20251008,1800,20251008,1842,20251009,602,20251009,602,,,,,BKG-000101,TICK-000198,ITI-000101,TRIP-000186,1,3,,COMPLETED,,42,0,,,0,0,0,0
199,1570,29,59,18,25,0,20250930,1952,20251009,600,20251009,600,20251009,1643,20251009,1643,20251009,1602,20251013,802,BKG-000101,TICK-000199,ITI-000101,TRIP-000187,2,3,CLM-000020,MISSED_CONNECTION,Approved,0,0,-2,-2,1,78000,124000,75000
200,1570,20,32,25,26,0,20250930,1952,20251009,1800,20251009,1806,20251010,10,20251010,35,,,,,BKG-000101,TICK-000200,ITI-000101,TRIP-000188,3,3,,CANCELLED_AFTER_DISRUPTION,,6,25,,,0,0,0,0
201,3931,4,22,6,7,0,20250621,839,20250708,600,20250708,621,20250708,1203,20250708,1235,,,,,BKG-000102,TICK-000201,ITI-000102,TRIP-000189,1,2,,COMPLETED,,21,32,,,0,0,0,0
202,3931,5,81,7,9,0,20250621,839,20250708,1200,20250708,1233,20250709,23,20250709,124,20250708,1735,20250712,1535,BKG-000102,TICK-000202,ITI-000102,TRIP-000190,2,2,CLM-000021,MISSED_CONNECTION,Approved,33,61,-3,-2,1,114000,162000,75000
203,2674,18,82,21,24,0,20250618,1044,20250622,1200,20250622,1218,20250622,2100,20250622,2107,,,,,BKG-000103,TICK-000203,ITI-000103,TRIP-000191,1,1,,COMPLETED,,18,7,,,0,0,0,0
204,261,9,75,12,13,0,20251028,2021,20251122,1800,20251122,1800,20251123,149,20251123,222,,,,,BKG-000104,TICK-000204,ITI-000104,TRIP-000192,1,3,,COMPLETED,,0,33,,,0,0,0,0
205,261,10,14,13,14,0,20251028,2021,20251123,600,20251123,600,20251123,1441,20251123,1451,,,,,BKG-000104,TICK-000205,ITI-000104,TRIP-000193,2,3,,COMPLETED,,0,10,251,218,0,0,0,0
206,261,11,71,14,15,0,20251028,2021,20251123,1800,20251123,1800,20251124,214,20251124,214,,,,,BKG-000104,TICK-000206,ITI-000104,TRIP-000194,3,3,,COMPLETED,,0,0,199,189,0,0,0,0
207,1376,6,1,9,10,0,20250204,1121,20250222,600,20250222,600,20250222,936,20250222,1001,,,,,BKG-000105,TICK-000207,ITI-000105,TRIP-000195,1,3,,COMPLETED,,0,25,,,0,0,0,0
208,1376,7,78,10,11,0,20250204,1121,20250222,1200,20250222,1214,20250222,2142,20250222,2201,,,,,BKG-000105,TICK-000208,ITI-000105,TRIP-000196,2,3,,COMPLETED,,14,19,144,133,0,0,0,0
209,1376,8,38,11,12,0,20250204,1121,20250223,0,20250223,11,20250223,605,20250223,609,,,,,BKG-000105,TICK-000209,ITI-000105,TRIP-000197,3,3,,COMPLETED,,11,4,138,130,0,0,0,0
210,809,17,74,20,22,0,20251027,706,20251122,600,20251122,600,20251122,839,20251122,839,,,,,BKG-000106,TICK-000210,ITI-000106,TRIP-000198,1,3,,COMPLETED,,0,0,,,0,0,0,0
211,809,18,20,22,24,0,20251027,706,20251122,1200,20251122,1200,20251122,2100,20251122,2104,,,,,BKG-000106,TICK-000211,ITI-000106,TRIP-000199,2,3,,COMPLETED,,0,4,201,201,0,0,0,0
212,809,19,43,24,25,0,20251027,706,20251123,0,20251123,30,20251123,311,20251123,317,,,,,BKG-000106,TICK-000212,ITI-000106,TRIP-000200,3,3,,COMPLETED,,30,6,180,206,0,0,0,0
213,1052,15,46,18,19,0,20250610,1657,20250708,600,20250708,616,20250708,1111,20250708,1126,,,,,BKG-000107,TICK-000213,ITI-000107,TRIP-000201,1,3,,COMPLETED,,16,15,,,0,0,0,0
214,1052,16,39,19,20,0,20250610,1657,20250708,1200,20250708,1241,20250708,1934,20250708,2050,,,,,BKG-000107,TICK-000214,ITI-000107,TRIP-000047,2,3,,COMPLETED,,41,76,49,75,0,0,0,0
215,1052,17,28,20,21,0,20250610,1657,20250709,0,20250709,29,20250709,239,20250709,330,,,,,BKG-000107,TICK-000215,ITI-000107,TRIP-000048,3,3,,COMPLETED,,29,51,266,219,0,0,0,0
216,1960,11,53,14,15,0,20250529,2104,20250622,1800,20250622,1814,20250623,214,20250623,214,,,,,BKG-000108,TICK-000216,ITI-000108,TRIP-000202,1,3,,COMPLETED,,14,0,,,0,0,0,0
217,1960,12,24,15,16,0,20250529,2104,20250623,600,20250623,600,20250623,1027,20250623,1030,,,,,BKG-000108,TICK-000217,ITI-000108,TRIP-000203,2,3,,COMPLETED,,0,3,226,226,0,0,0,0
218,1960,13,60,16,17,0,20250529,2104,20250623,1200,20250623,1202,20250623,1837,20250623,1843,,,,,BKG-000108,TICK-000218,ITI-000108,TRIP-000204,3,3,,COMPLETED,,2,6,93,92,0,0,0,0
219,2548,24,58,29,30,0,20250629,1324,20250708,1200,20250708,1200,20250708,2314,20250708,2314,,,,,BKG-000109,TICK-000219,ITI-000109,TRIP-000205,1,3,,COMPLETED,,0,0,,,0,0,0,0
220,2548,25,92,30,1,0,20250629,1324,20250709,0,20250709,20,20250709,938,20250709,938,,,,,BKG-000109,TICK-000220,ITI-000109,TRIP-000206,2,3,,COMPLETED,,20,0,46,66,0,0,0,0
221,2548,1,22,1,3,0,20250629,1324,20250709,1200,20250709,1216,20250709,1944,20250709,1944,,,,,BKG-000109,TICK-000221,ITI-000109,TRIP-000207,3,3,,COMPLETED,,16,0,142,158,0,0,0,0
222,1216,15,26,18,19,0,20251120,1731,20251208,1200,20251208,1206,20251208,1711,20251208,1712,,,,,BKG-000110,TICK-000222,ITI-000110,TRIP-000068,1,3,,COMPLETED,,6,1,,,0,0,0,0
223,1216,16,65,19,20,0,20251120,1731,20251208,1800,20251208,1812,20251209,134,20251209,134,,,,,BKG-000110,TICK-000223,ITI-000110,TRIP-000208,2,3,,COMPLETED,,12,0,49,60,0,0,0,0
224,1216,17,3,20,22,0,20251120,1731,20251209,600,20251209,631,20251209,839,20251209,858,,,,,BKG-000110,TICK-000224,ITI-000110,TRIP-000209,3,3,,COMPLETED,,31,19,266,297,0,0,0,0
225,2503,12,30,15,16,3,20250622,1000,20250722,1800,20250722,1801,20250722,2227,20250723,303,,,,,BKG-000111,TICK-000225,ITI-000111,TRIP-000210,1,1,,COMPLETED,,1,276,,,0,0,0,0
226,3477,6,79,9,10,0,20251221,1625,20251222,1800,20251222,1836,20251222,2136,20251222,2216,,,,,BKG-000112,TICK-000226,ITI-000112,TRIP-000211,1,2,,COMPLETED,,36,40,,,0,0,0,0
227,3477,7,65,10,11,0,20251221,1625,20251223,0,20251223,4,20251223,942,20251223,943,,,,,BKG-000112,TICK-000227,ITI-000112,TRIP-000212,2,2,,COMPLETED,,4,1,144,108,0,0,0,0
228,3161,26,52,2,8,0,20251204,727,20251208,1200,20251208,1215,20251208,1600,20251208,1626,,,,,BKG-000113,TICK-000228,ITI-000113,TRIP-000213,1,1,,COMPLETED,,15,26,,,0,0,0,0
229,3567,16,5,19,20,0,20241210,1033,20250108,1200,20250108,1212,20250108,1934,20250108,2004,,,,,BKG-000114,TICK-000229,ITI-000114,TRIP-000214,1,2,,COMPLETED,,12,30,,,0,0,0,0
230,3567,17,1,20,21,0,20241210,1033,20250109,0,20250109,30,20250109,239,20250109,307,,,,,BKG-000114,TICK-000230,ITI-000114,TRIP-000215,2,2,,COMPLETED,,30,28,266,266,0,0,0,0
231,2014,25,76,30,1,0,20250520,1707,20250608,1200,20250608,1200,20250608,2138,20250608,2158,,,,,BKG-000115,TICK-000231,ITI-000115,TRIP-000216,1,1,,COMPLETED,,0,20,,,0,0,0,0
232,2288,14,18,17,18,0,20250924,1051,20251022,1200,20251022,1200,20251023,2,20251023,36,,,,,BKG-000116,TICK-000232,ITI-000116,TRIP-000217,1,2,,COMPLETED,,0,34,,,0,0,0,0
233,2288,29,40,18,25,0,20250924,1051,20251023,0,20251023,0,20251023,1043,20251023,1043,20251023,936,20251026,536,BKG-000116,TICK-000233,ITI-000116,TRIP-000218,2,2,CLM-000022,MISSED_CONNECTION,Approved,0,0,-2,-36,1,132000,198000,75000
234,2020,13,9,16,17,0,20250818,811,20250908,1800,20250908,1802,20250909,37,20250909,37,,,,,BKG-000117,TICK-000234,ITI-000117,TRIP-000219,1,2,,COMPLETED,,2,0,,,0,0,0,0
235,2020,14,11,17,18,0,20250818,811,20250909,600,20250909,614,20250909,1802,20250909,1814,,,,,BKG-000117,TICK-000235,ITI-000117,TRIP-000220,2,2,,COMPLETED,,14,12,323,337,0,0,0,0
236,4206,22,89,27,28,0,20241222,1804,20250108,600,20250108,601,20250108,1210,20250108,1210,,,,,BKG-000118,TICK-000236,ITI-000118,TRIP-000221,1,3,,COMPLETED,,1,0,,,0,0,0,0
237,4206,23,62,28,29,0,20241222,1804,20250108,1200,20250108,1200,20250108,1932,20250108,1936,20250108,1910,20250110,1610,BKG-000118,TICK-000237,ITI-000118,TRIP-000222,2,3,CLM-000023,MISSED_CONNECTION,Rejected,0,4,-10,-10,1,65000,103000,75000
238,4206,24,14,29,30,0,20241222,1804,20250109,0,20250109,0,20250109,1114,20250109,1114,,,,,BKG-000118,TICK-000238,ITI-000118,TRIP-000223,3,3,,CANCELLED_AFTER_DISRUPTION,,0,0,,,0,0,0,0
239,3693,2,5,3,4,0,20250605,747,20250608,600,20250608,600,20250608,846,20250608,846,,,,,BKG-000119,TICK-000239,ITI-000119,TRIP-000224,1,2,,COMPLETED,,0,0,,,0,0,0,0
240,3693,3,80,4,6,0,20250605,747,20250608,1200,20250608,1205,20250608,1502,20250608,1520,,,,,BKG-000119,TICK-000240,ITI-000119,TRIP-000225,2,2,,COMPLETED,,5,18,194,199,0,0,0,0
