ticket_sales_sk,passenger_sk,booking_date_sk,booking_time_sk,route_sk,sales_context_sk,promotion_sk,booking_id,ticket_number,itinerary_id,allocated_base_fare,discount_amount,tax_amount,net_ticket_revenue,loyalty_points_earned,loyalty_points_redeemed
256,912,20250717,726,21,44,0,BKG-000127,TICK-000256,ITI-000127,156000,0,17000,173000,17,0
257,912,20250717,726,22,44,0,BKG-000127,TICK-000257,ITI-000127,148000,0,16000,164000,16,0
258,719,20250625,2044,8,25,3,BKG-000128,TICK-000258,ITI-000128,155000,8000,16000,163000,16,0
259,719,20250625,2044,9,25,3,BKG-000128,TICK-000259,ITI-000128,199000,10000,21000,210000,21,0
260,35,20250731,1517,25,48,2,BKG-000129,TICK-000260,ITI-000129,214000,21000,21000,214000,21,0
261,3797,20251019,1140,9,12,1,BKG-000130,TICK-000261,ITI-000130,165000,8000,17000,174000,17,0
262,3797,20251019,1140,28,12,1,BKG-000130,TICK-000262,ITI-000130,190000,10000,20000,200000,20,0
263,2827,20250827,1614,15,42,0,BKG-000131,TICK-000263,ITI-000131,189000,0,21000,210000,21,0
264,2827,20250827,1614,16,42,0,BKG-000131,TICK-000264,ITI-000131,173000,0,19000,192000,19,0
265,2827,20250827,1614,17,42,0,BKG-000131,TICK-000265,ITI-000131,55000,0,6000,61000,6,0
266,3391,20250729,709,13,36,0,BKG-000132,TICK-000266,ITI-000132,168000,0,18000,186000,19,20
267,3313,20241226,1302,14,46,0,BKG-000133,TICK-000267,ITI-000133,286000,0,31000,317000,32,0
268,3313,20241226,1302,15,46,0,BKG-000133,TICK-000268,ITI-000133,112000,0,12000,124000,12,0
269,3313,20241226,1302,16,46,0,BKG-000133,TICK-000269,ITI-000133,216000,0,24000,240000,24,0
270,4270,20250528,1847,7,46,0,BKG-000134,TICK-000270,ITI-000134,235000,0,26000,261000,26,0
271,3908,20250921,1034,16,25,0,BKG-000135,TICK-000271,ITI-000135,173000,0,19000,192000,19,0
272,3908,20250921,1034,17,25,0,BKG-000135,TICK-000272,ITI-000135,68000,0,7000,75000,8,0
273,3908,20250921,1034,18,25,0,BKG-000135,TICK-000273,ITI-000135,196000,0,22000,218000,22,0
274,4496,20250604,1529,20,46,0,BKG-000136,TICK-000274,ITI-000136,301000,0,33000,334000,33,0
275,4496,20250604,1529,21,46,0,BKG-000136,TICK-000275,ITI-000136,187000,0,21000,208000,21,0
276,4196,20250604,1238,24,24,2,BKG-000137,TICK-000276,ITI-000137,470000,47000,47000,470000,47,0
277,4196,20250604,1238,25,24,2,BKG-000137,TICK-000277,ITI-000137,257000,26000,25000,256000,26,0
278,3931,20250608,1559,12,35,0,BKG-000138,TICK-000278,ITI-000138,178000,0,20000,198000,20,0
279,3931,20250608,1559,13,35,0,BKG-000138,TICK-000279,ITI-000138,202000,0,22000,224000,22,0
280,4069,20251125,1039,21,45,1,BKG-000139,TICK-000280,ITI-000139,187000,9000,20000,198000,20,0
281,3983,20251203,1309,11,38,2,BKG-000140,TICK-000281,ITI-000140,209000,21000,21000,209000,21,0
282,3983,20251203,1309,12,38,2,BKG-000140,TICK-000282,ITI-000140,106000,11000,10000,105000,10,0
283,3983,20251203,1309,13,38,2,BKG-000140,TICK-000283,ITI-000140,202000,20000,20000,202000,20,0
284,3764,20241229,1737,23,12,0,BKG-000141,TICK-000284,ITI-000141,149000,0,16000,165000,16,0
285,3764,20241229,1737,24,12,0,BKG-000141,TICK-000285,ITI-000141,232000,0,26000,258000,26,0
286,4300,20250912,1520,2,21,2,BKG-000142,TICK-000286,ITI-000142,59000,6000,6000,59000,6,0
287,1642,20250221,1257,14,28,0,BKG-000143,TICK-000287,ITI-000143,386000,0,42000,428000,43,0
288,515,20251105,1550,21,26,2,BKG-000144,TICK-000288,ITI-000144,156000,16000,15000,155000,16,0
289,1874,20250520,1706,26,26,0,BKG-000145,TICK-000289,ITI-000145,157000,0,17000,174000,17,10
290,1874,20250520,1706,27,26,0,BKG-000145,TICK-000290,ITI-000145,232000,0,26000,258000,26,0
291,4539,20250616,1032,11,28,0,BKG-000146,TICK-000291,ITI-000146,209000,0,23000,232000,23,0
292,4539,20250616,1032,12,28,0,BKG-000146,TICK-000292,ITI-000146,178000,0,20000,198000,20,0
293,4539,20250616,1032,13,28,0,BKG-000146,TICK-000293,ITI-000146,162000,0,18000,180000,18,0
294,1877,20251004,724,12,33,2,BKG-000147,TICK-000294,ITI-000147,88000,9000,9000,88000,9,0
295,1877,20251004,724,13,33,2,BKG-000147,TICK-000295,ITI-000147,168000,17000,17000,168000,17,0
296,616,20250623,1540,3,27,1,BKG-000148,TICK-000296,ITI-000148,104000,5000,11000,110000,11,0
297,3627,20250628,1226,12,34,3,BKG-000149,TICK-000297,ITI-000149,106000,5000,11000,112000,11,10
298,3627,20250628,1226,13,34,3,BKG-000149,TICK-000298,ITI-000149,202000,10000,21000,213000,21,0
299,4919,20250623,1230,8,25,1,BKG-000150,TICK-000299,ITI-000150,194000,10000,20000,204000,20,0
300,4919,20250623,1230,9,25,1,BKG-000150,TICK-000300,ITI-000150,199000,10000,21000,210000,21,0
301,4528,20241223,1605,2,48,0,BKG-000151,TICK-000301,ITI-000151,59000,0,6000,65000,6,0
302,4528,20241223,1605,3,48,0,BKG-000151,TICK-000302,ITI-000151,70000,0,8000,78000,8,0
303,3957,20250608,1710,28,12,2,BKG-000152,TICK-000303,ITI-000152,228000,23000,23000,228000,23,0
304,3957,20250608,1710,15,12,2,BKG-000152,TICK-000304,ITI-000152,168000,17000,17000,168000,17,0
305,1469,20250714,1627,28,24,0,BKG-000153,TICK-000305,ITI-000153,237000,0,26000,263000,26,0
306,3494,20250602,929,26,25,1,BKG-000154,TICK-000306,ITI-000154,111000,6000,12000,117000,12,0
307,3494,20250602,929,5,25,1,BKG-000154,TICK-000307,ITI-000154,550000,28000,57000,579000,58,0
308,4353,20250612,1902,14,8,2,BKG-000155,TICK-000308,ITI-000155,275000,28000,27000,274000,27,0
309,4761,20241231,1636,19,31,0,BKG-000156,TICK-000309,ITI-000156,94000,0,10000,104000,10,0
310,4761,20241231,1636,20,31,0,BKG-000156,TICK-000310,ITI-000156,186000,0,20000,206000,21,0
311,4761,20241231,1636,21,31,0,BKG-000156,TICK-000311,ITI-000156,156000,0,17000,173000,17,0
312,324,20251210,1155,11,48,0,BKG-000157,TICK-000312,ITI-000157,209000,0,23000,232000,23,0
313,324,20251210,1155,12,48,0,BKG-000157,TICK-000313,ITI-000157,178000,0,20000,198000,20,0
314,324,20251210,1155,13,48,0,BKG-000157,TICK-000314,ITI-000157,202000,0,22000,224000,22,0
315,2652,20250728,945,5,26,0,BKG-000158,TICK-000315,ITI-000158,271000,0,30000,301000,30,0
316,1247,20250211,1417,23,45,0,BKG-000159,TICK-000316,ITI-000159,251000,0,28000,279000,28,0
317,1247,20250211,1417,24,45,0,BKG-000159,TICK-000317,ITI-000159,232000,0,26000,258000,26,0
318,1247,20250211,1417,25,45,0,BKG-000159,TICK-000318,ITI-000159,214000,0,24000,238000,24,0
319,3504,20250609,1024,21,48,0,BKG-000160,TICK-000319,ITI-000160,187000,0,21000,208000,21,0
320,3504,20250609,1024,22,48,0,BKG-000160,TICK-000320,ITI-000160,222000,0,24000,246000,25,0
321,2353,20250330,1059,11,1,0,BKG-000161,TICK-000321,ITI-000161,218000,0,24000,242000,24,0
322,2353,20250330,1059,12,1,0,BKG-000161,TICK-000322,ITI-000161,110000,0,12000,122000,12,0
323,2715,20241209,2007,17,32,0,BKG-000162,TICK-000323,ITI-000162,68000,0,7000,75000,8,0
324,2715,20241209,2007,18,32,0,BKG-000162,TICK-000324,ITI-000162,245000,0,27000,272000,27,0
325,755,20251014,2024,15,34,0,BKG-000163,TICK-000325,ITI-000163,112000,0,12000,124000,12,0
326,667,20250221,1245,6,32,0,BKG-000164,TICK-000326,ITI-000164,102000,0,11000,113000,11,0
327,667,20250221,1245,7,32,0,BKG-000164,TICK-000327,ITI-000164,245000,0,27000,272000,27,0
328,2697,20251114,1146,12,45,0,BKG-000165,TICK-000328,ITI-000165,132000,0,15000,147000,15,0
329,2697,20251114,1146,13,45,0,BKG-000165,TICK-000329,ITI-000165,202000,0,22000,224000,22,0
330,4927,20250923,854,16,12,2,BKG-000166,TICK-000330,ITI-000166,173000,17000,17000,173000,17,0
331,4927,20250923,854,17,12,2,BKG-000166,TICK-000331,ITI-000166,68000,7000,7000,68000,7,0
332,4927,20250923,854,18,12,2,BKG-000166,TICK-000332,ITI-000166,245000,24000,24000,245000,24,0
333,3205,20250408,1450,12,28,0,BKG-000167,TICK-000333,ITI-000167,148000,0,16000,164000,16,0
334,3205,20250408,1450,13,28,0,BKG-000167,TICK-000334,ITI-000167,135000,0,15000,150000,15,0
335,980,20250627,1553,14,24,0,BKG-000168,TICK-000335,ITI-000168,275000,0,30000,305000,30,0
336,980,20250627,1553,15,24,0,BKG-000168,TICK-000336,ITI-000168,134000,0,15000,149000,15,0
337,980,20250627,1553,16,24,0,BKG-000168,TICK-000337,ITI-000168,208000,0,23000,231000,23,0
338,2782,20250815,2127,9,12,0,BKG-000169,TICK-000338,ITI-000169,207000,0,23000,230000,23,0
339,2217,20251216,1227,4,48,0,BKG-000170,TICK-000339,ITI-000170,197000,0,22000,219000,22,0
340,2217,20251216,1227,5,48,0,BKG-000170,TICK-000340,ITI-000170,407000,0,45000,452000,45,0
341,2217,20251216,1227,6,48,0,BKG-000170,TICK-000341,ITI-000170,98000,0,11000,109000,11,0
342,459,20250428,1928,26,34,3,BKG-000171,TICK-000342,ITI-000171,93000,5000,10000,98000,10,0
343,459,20250428,1928,27,34,3,BKG-000171,TICK-000343,ITI-000171,232000,12000,24000,244000,24,0
344,485,20250916,1232,29,5,2,BKG-000172,TICK-000344,ITI-000172,278000,28000,28000,278000,28,20
345,485,20250916,1232,20,5,2,BKG-000172,TICK-000345,ITI-000172,186000,19000,18000,185000,18,0
346,485,20250916,1232,21,5,2,BKG-000172,TICK-000346,ITI-000172,156000,16000,15000,155000,16,0
347,1616,20251221,1151,8,33,0,BKG-000173,TICK-000347,ITI-000173,155000,0,17000,172000,17,0
348,1616,20251221,1151,9,33,0,BKG-000173,TICK-000348,ITI-000173,335000,0,37000,372000,37,0
349,1616,20251221,1151,10,33,0,BKG-000173,TICK-000349,ITI-000173,277000,0,30000,307000,31,0
350,577,20250629,817,11,24,0,BKG-000174,TICK-000350,ITI-000174,209000,0,23000,232000,23,0
351,577,20250629,817,12,24,0,BKG-000174,TICK-000351,ITI-000174,106000,0,12000,118000,12,0
352,2281,20250624,1324,30,31,2,BKG-000175,TICK-000352,ITI-000175,422000,42000,42000,422000,42,0
353,2281,20250624,1324,25,31,2,BKG-000175,TICK-000353,ITI-000175,433000,43000,43000,433000,43,0
354,2281,20250624,1324,26,31,2,BKG-000175,TICK-000354,ITI-000175,111000,11000,11000,111000,11,0
355,1506,20251211,1045,9,32,0,BKG-000176,TICK-000355,ITI-000176,248000,0,27000,275000,28,30
356,4691,20251121,816,18,33,0,BKG-000177,TICK-000356,ITI-000177,196000,0,22000,218000,22,0
357,4691,20251121,816,19,33,0,BKG-000177,TICK-000357,ITI-000177,75000,0,8000,83000,8,0
358,4691,20251121,816,20,33,0,BKG-000177,TICK-000358,ITI-000177,251000,0,28000,279000,28,0
359,3019,20250330,2129,23,35,1,BKG-000178,TICK-000359,ITI-000178,186000,9000,19000,196000,20,0
360,3019,20250330,2129,24,35,1,BKG-000178,TICK-000360,ITI-000178,232000,12000,24000,244000,24,0
361,4330,20250104,1603,7,47,1,BKG-000179,TICK-000361,ITI-000179,196000,10000,20000,206000,21,0
362,4330,20250104,1603,8,47,1,BKG-000179,TICK-000362,ITI-000179,218000,11000,23000,230000,23,0
363,4573,20250605,1041,28,44,0,BKG-000180,TICK-000363,ITI-000180,284000,0,31000,315000,32,0
364,4573,20250605,1041,29,44,0,BKG-000180,TICK-000364,ITI-000180,267000,0,29000,296000,30,0
365,2806,20251019,1252,27,46,0,BKG-000181,TICK-000365,ITI-000181,290000,0,32000,322000,32,0
366,2143,20251215,1908,10,9,1,BKG-000182,TICK-000366,ITI-000182,277000,14000,29000,292000,29,0
367,2143,20251215,1908,11,9,1,BKG-000182,TICK-000367,ITI-000182,209000,10000,22000,221000,22,0
368,3416,20251102,1915,3,45,2,BKG-000183,TICK-000368,ITI-000183,87000,9000,9000,87000,9,30
369,3416,20251102,1915,4,45,2,BKG-000183,TICK-000369,ITI-000183,164000,16000,16000,164000,16,0
370,1547,20250305,1110,13,29,0,BKG-000184,TICK-000370,ITI-000184,168000,0,18000,186000,19,0
371,1547,20250305,1110,14,29,0,BKG-000184,TICK-000371,ITI-000184,229000,0,25000,254000,25,0
372,3993,20251016,1931,21,36,0,BKG-000185,TICK-000372,ITI-000185,264000,0,29000,293000,29,0
373,3993,20251016,1931,22,36,0,BKG-000185,TICK-000373,ITI-000185,185000,0,20000,205000,20,0
374,1251,20250818,1546,2,9,2,BKG-000186,TICK-000374,ITI-000186,100000,10000,10000,100000,10,0
375,1251,20250818,1546,3,9,2,BKG-000186,TICK-000375,ITI-000186,70000,7000,7000,70000,7,0
376,2525,20250529,912,13,37,1,BKG-000187,TICK-000376,ITI-000187,162000,8000,17000,171000,17,30
377,2525,20250529,912,14,37,1,BKG-000187,TICK-000377,ITI-000187,343000,17000,36000,362000,36,0
378,173,20250326,1805,7,43,0,BKG-000188,TICK-000378,ITI-000188,196000,0,22000,218000,22,0
379,173,20250326,1805,8,43,0,BKG-000188,TICK-000379,ITI-000188,129000,0,14000,143000,14,0
380,3942,20251206,744,21,21,2,BKG-000189,TICK-000380,ITI-000189,187000,19000,18000,186000,19,0
381,3942,20251206,744,22,21,2,BKG-000189,TICK-000381,ITI-000189,222000,22000,22000,222000,22,0
382,3869,20250522,1216,29,28,0,BKG-000190,TICK-000382,ITI-000190,267000,0,29000,296000,30,0
383,3869,20250522,1216,30,28,0,BKG-000190,TICK-000383,ITI-000190,337000,0,37000,374000,37,0
384,3869,20250522,1216,25,28,0,BKG-000190,TICK-000384,ITI-000190,257000,0,28000,285000,28,0
385,477,20250913,822,3,12,0,BKG-000191,TICK-000385,ITI-000191,117000,0,13000,130000,13,0
386,477,20250913,822,4,12,0,BKG-000191,TICK-000386,ITI-000191,131000,0,14000,145000,14,0
387,1487,20250525,1608,14,29,2,BKG-000192,TICK-000387,ITI-000192,343000,34000,34000,343000,34,0
388,1487,20250525,1608,15,29,2,BKG-000192,TICK-000388,ITI-000192,226000,23000,22000,225000,22,0
389,1487,20250525,1608,16,29,2,BKG-000192,TICK-000389,ITI-000192,259000,26000,26000,259000,26,0
390,2698,20251009,1235,19,24,3,BKG-000193,TICK-000390,ITI-000193,75000,4000,8000,79000,8,0
391,2953,20250124,1313,2,6,0,BKG-000194,TICK-000391,ITI-000194,59000,0,6000,65000,6,0
392,2953,20250124,1313,3,6,0,BKG-000194,TICK-000392,ITI-000194,87000,0,10000,97000,10,0
393,4432,20251109,1332,6,34,0,BKG-000195,TICK-000393,ITI-000195,102000,0,11000,113000,11,0
394,4432,20251109,1332,7,34,0,BKG-000195,TICK-000394,ITI-000195,196000,0,22000,218000,22,0
395,3916,20251212,741,6,48,0,BKG-000196,TICK-000395,ITI-000196,122000,0,13000,135000,14,0
396,3916,20251212,741,7,48,0,BKG-000196,TICK-000396,ITI-000196,294000,0,32000,326000,33,0
397,3916,20251212,741,8,48,0,BKG-000196,TICK-000397,ITI-000196,155000,0,17000,172000,17,0
398,628,20250809,1529,27,36,0,BKG-000197,TICK-000398,ITI-000197,232000,0,26000,258000,26,0
399,628,20250809,1529,10,36,0,BKG-000197,TICK-000399,ITI-000197,231000,0,25000,256000,26,0
400,628,20250809,1529,11,36,0,BKG-000197,TICK-000400,ITI-000197,174000,0,19000,193000,19,0
401,456,20250902,1756,22,36,0,BKG-000198,TICK-000401,ITI-000198,185000,0,20000,205000,20,30
402,622,20250514,1757,9,10,2,BKG-000199,TICK-000402,ITI-000199,248000,25000,25000,248000,25,0
403,622,20250514,1757,10,10,2,BKG-000199,TICK-000403,ITI-000199,277000,28000,27000,276000,28,0
404,4096,20250703,1521,11,11,0,BKG-000200,TICK-000404,ITI-000200,353000,0,39000,392000,39,0
405,4096,20250703,1521,12,11,0,BKG-000200,TICK-000405,ITI-000200,132000,0,15000,147000,15,0
406,2025,20250520,841,26,9,0,BKG-000201,TICK-000406,ITI-000201,111000,0,12000,123000,12,0
407,2025,20250520,841,5,9,0,BKG-000201,TICK-000407,ITI-000201,407000,0,45000,452000,45,0
408,2025,20250520,841,6,9,0,BKG-000201,TICK-000408,ITI-000201,98000,0,11000,109000,11,0
409,2583,20250615,2123,17,39,0,BKG-000202,TICK-000409,ITI-000202,82000,0,9000,91000,9,10
410,2583,20250615,2123,18,39,0,BKG-000202,TICK-000410,ITI-000202,235000,0,26000,261000,26,0
411,2066,20250702,1828,21,29,0,BKG-000203,TICK-000411,ITI-000203,187000,0,21000,208000,21,0
412,2066,20250702,1828,22,29,0,BKG-000203,TICK-000412,ITI-000203,222000,0,24000,246000,25,0
413,2066,20250702,1828,23,29,0,BKG-000203,TICK-000413,ITI-000203,223000,0,25000,248000,25,0
414,36,20250527,1826,13,34,0,BKG-000204,TICK-000414,ITI-000204,162000,0,18000,180000,18,0
415,36,20250527,1826,14,34,0,BKG-000204,TICK-000415,ITI-000204,275000,0,30000,305000,30,0
416,784,20250713,1920,17,44,0,BKG-000205,TICK-000416,ITI-000205,82000,0,9000,91000,9,0
417,2628,20251214,953,6,33,2,BKG-000206,TICK-000417,ITI-000206,165000,16000,16000,165000,16,0
418,2628,20251214,953,7,33,2,BKG-000206,TICK-000418,ITI-000206,294000,29000,29000,294000,29,0
419,2628,20251214,953,8,33,2,BKG-000206,TICK-000419,ITI-000206,155000,16000,15000,154000,15,0
420,4084,20251129,1250,26,25,0,BKG-000207,TICK-000420,ITI-000207,111000,0,12000,123000,12,0
421,4196,20250630,705,7,12,0,BKG-000208,TICK-000421,ITI-000208,294000,0,32000,326000,33,10
422,4196,20250630,705,8,12,0,BKG-000208,TICK-000422,ITI-000208,194000,0,21000,215000,22,0
423,4463,20250905,1716,12,45,0,BKG-000209,TICK-000423,ITI-000209,88000,0,10000,98000,10,0
424,1458,20251221,2032,10,30,0,BKG-000210,TICK-000424,ITI-000210,277000,0,30000,307000,31,0
425,1458,20251221,2032,11,30,0,BKG-000210,TICK-000425,ITI-000210,209000,0,23000,232000,23,0
426,1458,20251221,2032,12,30,0,BKG-000210,TICK-000426,ITI-000210,106000,0,12000,118000,12,0
427,4079,20250409,1015,23,10,0,BKG-000211,TICK-000427,ITI-000211,149000,0,16000,165000,16,0
428,4079,20250409,1015,24,10,0,BKG-000211,TICK-000428,ITI-000211,392000,0,43000,435000,44,0
429,1743,20251014,1420,9,25,0,BKG-000212,TICK-000429,ITI-000212,279000,0,31000,310000,31,0
430,2909,20250721,1834,17,34,0,BKG-000213,TICK-000430,ITI-000213,82000,0,9000,91000,9,0
431,2909,20250721,1834,18,34,0,BKG-000213,TICK-000431,ITI-000213,396000,0,44000,440000,44,0
432,4566,20250402,1756,14,48,1,BKG-000214,TICK-000432,ITI-000214,229000,11000,24000,242000,24,0
433,4566,20250402,1756,29,48,1,BKG-000214,TICK-000433,ITI-000214,223000,11000,23000,235000,24,0
434,4566,20250402,1756,30,48,1,BKG-000214,TICK-000434,ITI-000214,351000,18000,37000,370000,37,0
435,1192,20250723,708,13,36,1,BKG-000215,TICK-000435,ITI-000215,168000,8000,18000,178000,18,0
436,1192,20250723,708,14,36,1,BKG-000215,TICK-000436,ITI-000215,229000,11000,24000,242000,24,0
437,3384,20251108,1708,22,37,2,BKG-000216,TICK-000437,ITI-000216,178000,18000,18000,178000,18,0
438,3384,20251108,1708,23,37,2,BKG-000216,TICK-000438,ITI-000216,301000,30000,30000,301000,30,0
439,3384,20251108,1708,24,37,2,BKG-000216,TICK-000439,ITI-000216,279000,28000,28000,279000,28,0
440,2157,20241221,1142,13,22,2,BKG-000217,TICK-000440,ITI-000217,135000,14000,13000,134000,13,0
441,3707,20250704,1540,13,36,0,BKG-000218,TICK-000441,ITI-000218,202000,0,22000,224000,22,0
442,3707,20250704,1540,14,36,0,BKG-000218,TICK-000442,ITI-000218,343000,0,38000,381000,38,0
443,3707,20250704,1540,15,36,0,BKG-000218,TICK-000443,ITI-000218,168000,0,18000,186000,19,0
444,3298,20250604,1459,6,48,0,BKG-000219,TICK-000444,ITI-000219,98000,0,11000,109000,11,0
445,3298,20250604,1459,7,48,0,BKG-000219,TICK-000445,ITI-000219,235000,0,26000,261000,26,0
446,669,20250904,1945,24,34,0,BKG-000220,TICK-000446,ITI-000220,232000,0,26000,258000,26,0
447,669,20250904,1945,25,34,0,BKG-000220,TICK-000447,ITI-000220,214000,0,24000,238000,24,0
448,4729,20251204,1957,21,12,0,BKG-000221,TICK-000448,ITI-000221,187000,0,21000,208000,21,0
449,4729,20251204,1957,22,12,0,BKG-000221,TICK-000449,ITI-000221,178000,0,20000,198000,20,0
450,3584,20251120,1024,16,37,1,BKG-000222,TICK-000450,ITI-000222,173000,9000,18000,182000,18,0
451,3584,20251120,1024,17,37,1,BKG-000222,TICK-000451,ITI-000222,55000,3000,6000,58000,6,0
452,1530,20250826,1200,2,10,1,BKG-000223,TICK-000452,ITI-000223,59000,3000,6000,62000,6,0
453,1530,20250826,1200,3,10,1,BKG-000223,TICK-000453,ITI-000223,70000,4000,7000,73000,7,0
454,1530,20250826,1200,4,10,1,BKG-000223,TICK-000454,ITI-000223,131000,7000,14000,138000,14,0
455,3612,20250523,1729,21,26,1,BKG-000224,TICK-000455,ITI-000224,187000,9000,20000,198000,20,0
456,3612,20250523,1729,22,26,1,BKG-000224,TICK-000456,ITI-000224,222000,11000,23000,234000,23,0
457,2657,20250813,2150,28,29,0,BKG-000225,TICK-000457,ITI-000225,237000,0,26000,263000,26,0
458,2657,20250813,2150,15,29,0,BKG-000225,TICK-000458,ITI-000225,140000,0,15000,155000,16,0
459,4390,20250929,2100,21,33,1,BKG-000226,TICK-000459,ITI-000226,264000,13000,28000,279000,28,0
460,2744,20250520,703,16,28,0,BKG-000227,TICK-000460,ITI-000227,208000,0,23000,231000,23,0
461,4701,20250527,944,30,36,0,BKG-000228,TICK-000461,ITI-000228,337000,0,37000,374000,37,0
462,4701,20250527,944,25,36,0,BKG-000228,TICK-000462,ITI-000228,433000,0,48000,481000,48,0
463,4701,20250527,944,26,36,0,BKG-000228,TICK-000463,ITI-000228,111000,0,12000,123000,12,0
464,1001,20250114,1628,3,28,0,BKG-000229,TICK-000464,ITI-000229,70000,0,8000,78000,8,0
465,2896,20250710,1527,11,48,2,BKG-000230,TICK-000465,ITI-000230,353000,35000,35000,353000,35,0
466,2896,20250710,1527,12,48,2,BKG-000230,TICK-000466,ITI-000230,132000,13000,13000,132000,13,0
467,3360,20251030,1529,24,33,0,BKG-000231,TICK-000467,ITI-000231,232000,0,26000,258000,26,0
468,3360,20251030,1529,25,33,0,BKG-000231,TICK-000468,ITI-000231,214000,0,24000,238000,24,0
469,3360,20251030,1529,1,33,0,BKG-000231,TICK-000469,ITI-000231,278000,0,31000,309000,31,0
470,3648,20250630,800,17,21,1,BKG-000232,TICK-000470,ITI-000232,82000,4000,9000,87000,9,0
471,3648,20250630,800,18,21,1,BKG-000232,TICK-000471,ITI-000232,294000,15000,31000,310000,31,0
472,3648,20250630,800,19,21,1,BKG-000232,TICK-000472,ITI-000232,112000,6000,12000,118000,12,0
473,2696,20250306,1715,12,19,3,BKG-000233,TICK-000473,ITI-000233,88000,4000,9000,93000,9,0
474,2696,20250306,1715,13,19,3,BKG-000233,TICK-000474,ITI-000233,168000,8000,18000,178000,18,0
475,949,20250503,1057,14,25,2,BKG-000234,TICK-000475,ITI-000234,386000,39000,38000,385000,38,30
476,949,20250503,1057,29,25,2,BKG-000234,TICK-000476,ITI-000234,223000,22000,22000,223000,22,0
477,3722,20250721,942,4,48,0,BKG-000235,TICK-000477,ITI-000235,131000,0,14000,145000,14,0
478,3938,20250816,1922,14,33,2,BKG-000236,TICK-000478,ITI-000236,229000,23000,23000,229000,23,0
479,3851,20250805,1002,5,12,2,BKG-000237,TICK-000479,ITI-000237,458000,46000,45000,457000,46,0
480,3851,20250805,1002,6,12,2,BKG-000237,TICK-000480,ITI-000237,81000,8000,8000,81000,8,0
481,1970,20250615,1330,18,13,2,BKG-000238,TICK-000481,ITI-000238,235000,24000,23000,234000,23,0
