loyalty_transaction_sk,passenger_sk,transaction_date_sk,transaction_time_sk,loyalty_transaction_type_sk,loyalty_transaction_id,reference_id,points_transacted,points_balance_after
434,3661,20250528,900,1,LTX-0000434,BKG-001420,38,87
435,3661,20250624,900,1,LTX-0000435,BKG-000100,52,139
436,3661,20251005,900,1,LTX-0000436,BKG-009417,46,185
437,1569,20250104,900,1,LTX-0000437,BKG-007726,32,32
438,1569,20250104,1800,2,LTX-0000438,BKG-007726,-20,12
439,1569,20250220,900,1,LTX-0000439,BKG-003783,38,50
440,1570,20250724,900,1,LTX-0000440,BKG-000348,37,87
441,1570,20250724,900,1,LTX-0000441,BKG-008181,24,111
442,1570,20250930,900,1,LTX-0000442,BKG-000101,71,182
443,1570,20251125,900,1,LTX-0000443,BKG-011867,53,235
444,3931,20250515,900,1,LTX-0000444,BKG-003106,50,50
445,3931,20250608,900,1,LTX-0000445,BKG-000138,42,92
446,3931,20250621,900,1,LTX-0000446,BKG-000102,48,140
447,3931,20250622,900,1,LTX-0000447,BKG-009942,20,160
448,3931,20250921,900,1,LTX-0000448,BKG-005998,58,218
449,2674,20250117,900,1,LTX-0000449,BKG-005348,24,24
450,2674,20250609,900,1,LTX-0000450,BKG-011276,60,84
451,2674,20250618,900,1,LTX-0000451,BKG-000103,31,115
452,261,20250921,900,1,LTX-0000452,BKG-008730,59,59
453,261,20251028,900,1,LTX-0000453,BKG-000104,69,128
454,1376,20250204,900,1,LTX-0000454,BKG-000105,50,50
455,1376,20250310,900,1,LTX-0000455,BKG-005104,62,112
456,1376,20250529,900,1,LTX-0000456,BKG-007267,48,160
457,808,20250324,900,1,LTX-0000457,BKG-006741,29,29
458,809,20251027,900,1,LTX-0000458,BKG-000106,38,67
459,809,20251109,900,1,LTX-0000459,BKG-003307,40,107
460,1052,20250610,900,1,LTX-0000460,BKG-000107,47,47
461,1052,20250807,900,1,LTX-0000461,BKG-001045,28,75
462,1960,20250527,900,1,LTX-0000462,BKG-001710,19,19
463,1960,20250527,1800,2,LTX-0000463,BKG-001710,-10,9
464,1960,20250529,900,1,LTX-0000464,BKG-000108,59,68
465,1960,20250722,900,1,LTX-0000465,BKG-012002,51,119
466,1960,20251116,900,1,LTX-0000466,BKG-003773,61,180
467,2548,20250104,900,1,LTX-0000467,BKG-000429,34,34
468,2548,20250609,900,1,LTX-0000468,BKG-010562,70,104
469,2548,20250629,900,1,LTX-0000469,BKG-000109,82,186
470,2548,20250910,900,1,LTX-0000470,BKG-001642,58,244
471,2548,20251207,900,1,LTX-0000471,BKG-008808,64,308
472,1216,20250113,900,1,LTX-0000472,BKG-008944,68,68
473,1216,20250314,900,1,LTX-0000473,BKG-011776,38,106
474,1216,20250529,900,1,LTX-0000474,BKG-002903,65,171
475,1216,20250529,1800,2,LTX-0000475,BKG-002903,-20,151
476,1216,20250608,900,1,LTX-0000476,BKG-010764,45,196
477,1216,20250804,900,1,LTX-0000477,BKG-005129,24,220
478,1216,20251120,900,1,LTX-0000478,BKG-000110,64,284
479,2503,20250615,900,1,LTX-0000479,BKG-011323,80,80
480,2503,20250622,900,1,LTX-0000480,BKG-000111,12,92
481,2503,20250920,900,1,LTX-0000481,BKG-006804,40,132
482,2503,20251011,900,1,LTX-0000482,BKG-007459,45,177
483,3477,20250211,900,1,LTX-0000483,BKG-012001,99,99
484,3477,20250217,900,1,LTX-0000484,BKG-011719,38,137
485,3477,20250310,900,1,LTX-0000485,BKG-003272,39,176
486,3477,20250412,900,1,LTX-0000486,BKG-001668,70,246
487,3477,20250429,900,1,LTX-0000487,BKG-009344,55,301
488,3477,20250605,900,1,LTX-0000488,BKG-002788,52,353
489,3477,20251221,900,1,LTX-0000489,BKG-000112,55,408
490,3161,20251204,900,1,LTX-0000490,BKG-000113,15,15
491,2014,20250520,900,1,LTX-0000491,BKG-000115,27,27
492,2014,20250612,900,1,LTX-0000492,BKG-000768,54,81
493,2014,20250625,900,1,LTX-0000493,BKG-010939,79,160
494,2014,20250625,1800,2,LTX-0000494,BKG-010939,-30,130
495,2014,20250723,900,1,LTX-0000495,BKG-006620,37,167
496,2014,20250830,900,1,LTX-0000496,BKG-008170,59,226
497,2014,20251126,900,1,LTX-0000497,BKG-004959,53,279
498,2014,20251203,900,1,LTX-0000498,BKG-009667,34,313
499,2288,20250324,900,1,LTX-0000499,BKG-001575,57,57
500,2288,20250609,900,1,LTX-0000500,BKG-010855,21,78
501,2288,20250803,900,1,LTX-0000501,BKG-011715,60,138
502,2288,20250829,900,1,LTX-0000502,BKG-005653,34,172
503,2288,20250924,900,1,LTX-0000503,BKG-000116,64,236
504,2020,20241231,900,1,LTX-0000504,BKG-011100,25,25
505,2020,20250624,900,1,LTX-0000505,BKG-010060,43,68
506,2020,20250627,900,1,LTX-0000506,BKG-011241,28,96
507,2020,20250818,900,1,LTX-0000507,BKG-000117,58,154
508,2020,20250825,900,1,LTX-0000508,BKG-010165,16,170
509,4206,20241222,900,1,LTX-0000509,BKG-000118,69,69
510,4206,20241222,1800,2,LTX-0000510,BKG-000118,-10,59
511,4206,20250817,900,1,LTX-0000511,BKG-009048,33,92
512,4206,20250817,1800,2,LTX-0000512,BKG-009048,-30,62
513,4206,20251101,900,1,LTX-0000513,BKG-006023,33,95
514,2002,20250214,900,1,LTX-0000514,BKG-006663,28,28
515,2002,20250408,900,1,LTX-0000515,BKG-009613,78,106
516,2002,20250527,900,1,LTX-0000516,BKG-005588,73,179
517,2002,20250606,900,1,LTX-0000517,BKG-001257,61,240
518,2002,20250620,900,1,LTX-0000518,BKG-008649,58,298
519,2002,20250711,900,1,LTX-0000519,BKG-000120,62,360
520,2003,20250823,900,1,LTX-0000520,BKG-009443,27,387
521,2003,20251122,900,1,LTX-0000521,BKG-005379,72,459
522,2003,20251124,900,1,LTX-0000522,BKG-008122,43,502
523,2003,20251208,900,1,LTX-0000523,BKG-001615,48,550
524,2003,20251208,1800,2,LTX-0000524,BKG-001615,-10,540
525,4622,20250404,900,1,LTX-0000525,BKG-011395,42,42
526,4622,20250516,900,1,LTX-0000526,BKG-000121,63,105
527,4622,20250610,900,1,LTX-0000527,BKG-007129,18,123
528,4622,20250612,900,1,LTX-0000528,BKG-003487,46,169
529,4622,20250719,900,1,LTX-0000529,BKG-006333,65,234
530,3219,20250311,900,1,LTX-0000530,BKG-003806,42,42
531,3219,20250315,900,1,LTX-0000531,BKG-003759,38,80
532,3219,20250315,1800,2,LTX-0000532,BKG-003759,-20,60
533,3219,20250521,900,1,LTX-0000533,BKG-004064,31,91
534,3220,20250907,900,1,LTX-0000534,BKG-000122,28,119
535,3220,20251120,900,1,LTX-0000535,BKG-011184,51,170
536,4567,20250318,900,1,LTX-0000536,BKG-006793,16,16
537,4567,20250413,900,1,LTX-0000537,BKG-000124,47,63
538,4567,20250413,1800,2,LTX-0000538,BKG-000124,-20,43
539,4567,20250619,900,1,LTX-0000539,BKG-008370,33,76
540,4567,20250808,900,1,LTX-0000540,BKG-007776,27,103
541,4492,20250316,900,1,LTX-0000541,BKG-011161,36,36
542,4492,20250316,1800,2,LTX-0000542,BKG-011161,-20,16
543,4492,20251215,900,1,LTX-0000543,BKG-000125,56,72
544,597,20250311,900,1,LTX-0000544,BKG-005677,34,34
545,597,20250406,900,1,LTX-0000545,BKG-009074,49,83
546,597,20250628,900,1,LTX-0000546,BKG-007943,63,146
547,597,20251014,900,1,LTX-0000547,BKG-000126,24,170
548,597,20251130,900,1,LTX-0000548,BKG-003560,10,180
549,912,20250717,900,1,LTX-0000549,BKG-000127,34,34
550,912,20251011,900,1,LTX-0000550,BKG-003883,25,59
551,912,20251116,900,1,LTX-0000551,BKG-006133,12,71
552,912,20251123,900,1,LTX-0000552,BKG-005487,68,139
553,912,20251123,1800,2,LTX-0000553,BKG-005487,-30,109
554,719,20250612,900,1,LTX-0000554,BKG-008177,41,41
555,719,20250612,1800,2,LTX-0000555,BKG-008177,-20,21
556,719,20250625,900,1,LTX-0000556,BKG-000128,37,58
557,719,20250706,900,1,LTX-0000557,BKG-008094,56,114
558,719,20250810,900,1,LTX-0000558,BKG-010699,36,150
559,719,20251026,900,1,LTX-0000559,BKG-004985,23,173
560,719,20251202,900,1,LTX-0000560,BKG-007116,68,241
561,35,20250210,900,1,LTX-0000561,BKG-008300,44,44
562,35,20250731,900,1,LTX-0000562,BKG-000129,21,65
563,35,20250930,900,1,LTX-0000563,BKG-008137,28,93
564,35,20251201,900,1,LTX-0000564,BKG-002905,46,139
565,3797,20250623,900,1,LTX-0000565,BKG-008168,49,49
566,3797,20250623,1800,2,LTX-0000566,BKG-008168,-30,19
567,3797,20250709,900,1,LTX-0000567,BKG-006369,49,68
568,3797,20251019,900,1,LTX-0000568,BKG-000130,37,105
569,3797,20251121,900,1,LTX-0000569,BKG-005844,8,113
570,2827,20250707,900,1,LTX-0000570,BKG-011408,65,65
571,2827,20250808,900,1,LTX-0000571,BKG-007089,66,131
572,2827,20250817,900,1,LTX-0000572,BKG-008398,36,167
573,2827,20250827,900,1,LTX-0000573,BKG-000131,46,213
574,3391,20250612,900,1,LTX-0000574,BKG-004901,43,43
575,3391,20250616,900,1,LTX-0000575,BKG-001825,49,92
576,3391,20250710,900,1,LTX-0000576,BKG-002234,48,140
577,3391,20250729,900,1,LTX-0000577,BKG-000132,19,159
578,3391,20250729,1800,2,LTX-0000578,BKG-000132,-20,139
579,3391,20250917,900,1,LTX-0000579,BKG-011230,66,205
580,3313,20241226,900,1,LTX-0000580,BKG-000133,68,68
581,3313,20250914,900,1,LTX-0000581,BKG-009251,60,128
582,4270,20250528,900,1,LTX-0000582,BKG-000134,26,26
583,4271,20250617,900,1,LTX-0000583,BKG-007914,48,74
584,4271,20250925,900,1,LTX-0000584,BKG-000817,16,90
585,4271,20251025,900,1,LTX-0000585,BKG-004053,80,170
586,4271,20251118,900,1,LTX-0000586,BKG-009502,31,201
587,3908,20250205,900,1,LTX-0000587,BKG-011150,66,66
588,3908,20250222,900,1,LTX-0000588,BKG-009435,58,124
589,3908,20250518,900,1,LTX-0000589,BKG-005825,104,228
590,3908,20250519,900,1,LTX-0000590,BKG-000980,31,259
591,3908,20250629,900,1,LTX-0000591,BKG-001712,53,312
592,3908,20250921,900,1,LTX-0000592,BKG-000135,48,360
593,3908,20251201,900,1,LTX-0000593,BKG-001463,57,417
594,4496,20250604,900,1,LTX-0000594,BKG-000136,54,54
595,4196,20250206,900,1,LTX-0000595,BKG-009759,84,84
596,4196,20250206,1800,2,LTX-0000596,BKG-009759,-10,74
597,4196,20250213,900,1,LTX-0000597,BKG-001884,34,108
598,4196,20250604,900,1,LTX-0000598,BKG-000137,73,181
599,4196,20250630,900,1,LTX-0000599,BKG-000208,54,235
600,4196,20250630,1800,2,LTX-0000600,BKG-000208,-10,225
601,4069,20250328,900,1,LTX-0000601,BKG-000783,49,49
602,4069,20251125,900,1,LTX-0000602,BKG-000139,20,69
603,3983,20241231,900,1,LTX-0000603,BKG-002261,45,45
604,3983,20250225,900,1,LTX-0000604,BKG-003720,49,94
605,3983,20250530,900,1,LTX-0000605,BKG-010515,38,132
606,3983,20250820,900,1,LTX-0000606,BKG-009481,41,173
607,3983,20251009,900,1,LTX-0000607,BKG-001888,48,221
608,3983,20251027,900,1,LTX-0000608,BKG-004283,73,294
609,3983,20251027,1800,2,LTX-0000609,BKG-004283,-30,264
610,3983,20251203,900,1,LTX-0000610,BKG-000140,52,316
611,3764,20241229,900,1,LTX-0000611,BKG-000141,42,42
612,3764,20250625,900,1,LTX-0000612,BKG-010240,58,100
613,4300,20250528,900,1,LTX-0000613,BKG-009015,92,92
614,4300,20250704,900,1,LTX-0000614,BKG-003899,49,141
615,4300,20250912,900,1,LTX-0000615,BKG-000142,6,147
616,4300,20251127,900,1,LTX-0000616,BKG-005297,24,171
617,1642,20250221,900,1,LTX-0000617,BKG-000143,43,43
618,1642,20250226,900,1,LTX-0000618,BKG-011663,14,57
619,1642,20250908,900,1,LTX-0000619,BKG-009961,68,125
620,1642,20250908,1800,2,LTX-0000620,BKG-009961,-20,105
621,1642,20250912,900,1,LTX-0000621,BKG-006795,36,141
622,515,20241223,900,1,LTX-0000622,BKG-012209,44,44
623,515,20250709,900,1,LTX-0000623,BKG-006282,15,59
624,515,20250811,900,1,LTX-0000624,BKG-002435,41,100
625,515,20251105,900,1,LTX-0000625,BKG-000144,16,116
626,515,20251128,900,1,LTX-0000626,BKG-010034,101,217
627,1874,20250520,900,1,LTX-0000627,BKG-000145,43,43
628,1874,20250520,1800,2,LTX-0000628,BKG-000145,-10,33
629,1874,20251027,900,1,LTX-0000629,BKG-000879,16,49
630,1874,20251207,900,1,LTX-0000630,BKG-009046,38,87
631,4539,20250616,900,1,LTX-0000631,BKG-000146,61,61
632,4539,20250722,900,1,LTX-0000632,BKG-000534,31,92
633,1876,20250616,900,1,LTX-0000633,BKG-001711,86,86
634,1877,20251004,900,1,LTX-0000634,BKG-000147,26,112
635,616,20250623,900,1,LTX-0000635,BKG-000148,11,11
636,616,20250714,900,1,LTX-0000636,BKG-000524,10,21
637,3627,20250122,900,1,LTX-0000637,BKG-011866,57,57
638,3627,20250123,900,1,LTX-0000638,BKG-007942,38,95
639,3627,20250628,900,1,LTX-0000639,BKG-000149,32,127
640,3627,20250628,1800,2,LTX-0000640,BKG-000149,-10,117
641,3627,20250629,900,1,LTX-0000641,BKG-002157,64,181
642,4919,20250213,900,1,LTX-0000642,BKG-003634,65,65
643,4919,20250219,900,1,LTX-0000643,BKG-009088,54,119
644,4919,20250311,900,1,LTX-0000644,BKG-007849,14,133
645,4919,20250511,900,1,LTX-0000645,BKG-005543,28,161
646,4919,20250525,900,1,LTX-0000646,BKG-008235,21,182
647,4919,20250623,900,1,LTX-0000647,BKG-000150,41,223
648,4919,20250801,900,1,LTX-0000648,BKG-004524,53,276
649,4919,20251002,900,1,LTX-0000649,BKG-007535,36,312
650,4528,20241223,900,1,LTX-0000650,BKG-000151,14,14
651,4528,20250105,900,1,LTX-0000651,BKG-004509,30,44
652,4528,20250105,1800,2,LTX-0000652,BKG-004509,-10,34
653,4529,20250705,900,1,LTX-0000653,BKG-008961,94,128
654,4529,20251105,900,1,LTX-0000654,BKG-007356,82,210
655,4529,20251207,900,1,LTX-0000655,BKG-001831,57,267
656,3957,20250608,900,1,LTX-0000656,BKG-000152,40,40
657,3957,20250623,900,1,LTX-0000657,BKG-006764,43,83
658,3957,20250820,900,1,LTX-0000658,BKG-010133,37,120
659,3957,20251121,900,1,LTX-0000659,BKG-010057,59,179
660,3957,20251122,900,1,LTX-0000660,BKG-001203,53,232
661,1469,20250121,900,1,LTX-0000661,BKG-000329,12,12
662,1469,20250529,900,1,LTX-0000662,BKG-007275,105,117
663,1469,20250714,900,1,LTX-0000663,BKG-000153,26,143
664,1469,20251116,900,1,LTX-0000664,BKG-011154,80,223
665,3494,20250304,900,1,LTX-0000665,BKG-009312,54,54
666,3494,20250602,900,1,LTX-0000666,BKG-000154,70,124
667,3494,20250706,900,1,LTX-0000667,BKG-000379,54,178
668,4353,20250324,900,1,LTX-0000668,BKG-010433,54,54
669,4353,20250324,1800,2,LTX-0000669,BKG-010433,-10,44
670,4353,20250612,900,1,LTX-0000670,BKG-000155,27,71
671,4353,20250716,900,1,LTX-0000671,BKG-007262,50,121
672,4761,20241231,900,1,LTX-0000672,BKG-000156,48,48
673,324,20250618,900,1,LTX-0000673,BKG-011248,68,68
674,324,20250709,900,1,LTX-0000674,BKG-005989,60,128
675,324,20250715,900,1,LTX-0000675,BKG-001279,53,181
676,324,20251210,900,1,LTX-0000676,BKG-000157,65,246
677,324,20251218,900,1,LTX-0000677,BKG-008291,19,265
678,2652,20250620,900,1,LTX-0000678,BKG-007066,59,59
679,2652,20250724,900,1,LTX-0000679,BKG-011586,29,88
680,2652,20250724,1800,2,LTX-0000680,BKG-011586,-30,58
681,2652,20250728,900,1,LTX-0000681,BKG-000158,30,88
682,2653,20251207,900,1,LTX-0000682,BKG-000380,31,119
683,3504,20250609,900,1,LTX-0000683,BKG-000160,45,45
684,3504,20250705,900,1,LTX-0000684,BKG-005410,67,112
685,2353,20250330,900,1,LTX-0000685,BKG-000161,36,36
686,2353,20250531,900,1,LTX-0000686,BKG-012218,9,45
687,2353,20251116,900,1,LTX-0000687,BKG-009944,49,94
688,2715,20241209,900,1,LTX-0000688,BKG-000162,35,35
689,755,20251014,900,1,LTX-0000689,BKG-000163,12,12
690,755,20251201,900,1,LTX-0000690,BKG-001973,50,62
691,755,20251206,900,1,LTX-0000691,BKG-000396,27,89
692,667,20250221,900,1,LTX-0000692,BKG-000164,38,38
693,667,20250222,900,1,LTX-0000693,BKG-009303,54,92
694,2696,20250201,900,1,LTX-0000694,BKG-002985,23,23
695,2696,20250306,900,1,LTX-0000695,BKG-000233,27,50
696,2697,20250711,900,1,LTX-0000696,BKG-008679,28,78
697,2697,20251114,900,1,LTX-0000697,BKG-000165,37,115
698,4927,20250616,900,1,LTX-0000698,BKG-003525,100,100
699,4927,20250715,900,1,LTX-0000699,BKG-008155,95,195
700,4927,20250716,900,1,LTX-0000700,BKG-003583,42,237
701,4927,20250923,900,1,LTX-0000701,BKG-000166,49,286
702,4927,20251218,900,1,LTX-0000702,BKG-000301,63,349
703,4927,20251219,900,1,LTX-0000703,BKG-007975,65,414
704,3205,20250408,900,1,LTX-0000704,BKG-000167,31,31
705,3205,20250416,900,1,LTX-0000705,BKG-000774,37,68
706,980,20250309,900,1,LTX-0000706,BKG-002800,38,38
707,980,20250421,900,1,LTX-0000707,BKG-001284,45,83
708,980,20250622,900,1,LTX-0000708,BKG-007681,9,92
709,980,20250627,900,1,LTX-0000709,BKG-000168,68,160
710,980,20250708,900,1,LTX-0000710,BKG-001481,12,172
711,980,20250708,1800,2,LTX-0000711,BKG-001481,-10,162
712,980,20251104,900,1,LTX-0000712,BKG-005148,31,193
713,980,20251130,900,1,LTX-0000713,BKG-003854,81,274
714,980,20251130,1800,2,LTX-0000714,BKG-003854,-20,254
715,2782,20250815,900,1,LTX-0000715,BKG-000169,23,23
716,2782,20250817,900,1,LTX-0000716,BKG-009089,44,67
717,2782,20250817,1800,2,LTX-0000717,BKG-009089,-20,47
718,2217,20250518,900,1,LTX-0000718,BKG-003265,47,47
719,2217,20250919,900,1,LTX-0000719,BKG-002475,60,107
720,2217,20251216,900,1,LTX-0000720,BKG-000170,78,185
721,2217,20251219,900,1,LTX-0000721,BKG-001182,45,230
722,459,20250309,900,1,LTX-0000722,BKG-003040,25,25
723,459,20250428,900,1,LTX-0000723,BKG-000171,34,59
724,459,20250706,900,1,LTX-0000724,BKG-003372,116,175
725,459,20250706,900,1,LTX-0000725,BKG-004012,59,234
726,459,20250730,900,1,LTX-0000726,BKG-010439,48,282
727,459,20251124,900,1,LTX-0000727,BKG-009779,25,307
728,485,20241227,900,1,LTX-0000728,BKG-006539,50,50
729,485,20250520,900,1,LTX-0000729,BKG-010120,24,74
730,485,20250916,900,1,LTX-0000730,BKG-000172,62,136
731,485,20250916,1800,2,LTX-0000731,BKG-000172,-20,116
732,485,20250930,900,1,LTX-0000732,BKG-008353,68,184
733,1616,20250404,900,1,LTX-0000733,BKG-005042,14,14
734,1616,20250807,900,1,LTX-0000734,BKG-000493,57,71
735,1616,20250821,900,1,LTX-0000735,BKG-005380,22,93
736,1616,20251221,900,1,LTX-0000736,BKG-000173,85,178
737,577,20250113,900,1,LTX-0000737,BKG-007204,47,47
738,577,20250609,900,1,LTX-0000738,BKG-007397,40,87
739,577,20250609,1800,2,LTX-0000739,BKG-007397,-20,67
740,577,20250612,900,1,LTX-0000740,BKG-007790,41,108
741,577,20250621,900,1,LTX-0000741,BKG-008620,38,146
742,577,20250629,900,1,LTX-0000742,BKG-000174,35,181
743,577,20250819,900,1,LTX-0000743,BKG-006430,36,217
744,2281,20241213,900,1,LTX-0000744,BKG-001740,71,71
745,2281,20250624,900,1,LTX-0000745,BKG-000175,97,168
746,2281,20250624,900,1,LTX-0000746,BKG-010990,38,206
747,2282,20251017,900,1,LTX-0000747,BKG-001506,86,292
748,1506,20250513,900,1,LTX-0000748,BKG-001046,22,22
749,1506,20250823,900,1,LTX-0000749,BKG-004993,26,48
750,1506,20250823,1800,2,LTX-0000750,BKG-004993,-30,18
751,1506,20251211,900,1,LTX-0000751,BKG-000176,28,46
752,1506,20251211,1800,2,LTX-0000752,BKG-000176,-30,16
753,1506,20251221,900,1,LTX-0000753,BKG-002448,104,120
754,4691,20241211,900,1,LTX-0000754,BKG-002290,47,47
755,4691,20250627,900,1,LTX-0000755,BKG-000750,17,64
756,4691,20250628,900,1,LTX-0000756,BKG-009413,29,93
757,4691,20250707,900,1,LTX-0000757,BKG-004036,47,140
758,4691,20251121,900,1,LTX-0000758,BKG-000177,58,198
759,3019,20250302,900,1,LTX-0000759,BKG-000360,9,9
760,3019,20250330,900,1,LTX-0000760,BKG-000178,44,53
761,3019,20250613,900,1,LTX-0000761,BKG-001593,79,132
762,3019,20250613,1800,2,LTX-0000762,BKG-001593,-10,122
763,3019,20250831,900,1,LTX-0000763,BKG-011560,45,167
764,3019,20251026,900,1,LTX-0000764,BKG-003355,40,207
765,3019,20251210,900,1,LTX-0000765,BKG-011714,70,277
766,4330,20250104,900,1,LTX-0000766,BKG-000179,44,44
767,4330,20250620,900,1,LTX-0000767,BKG-012369,61,105
768,4330,20250624,900,1,LTX-0000768,BKG-011080,41,146
769,4330,20250716,900,1,LTX-0000769,BKG-002503,15,161
770,4330,20250716,1800,2,LTX-0000770,BKG-002503,-30,131
771,4330,20250718,900,1,LTX-0000771,BKG-012197,10,141
772,4572,20241217,900,1,LTX-0000772,BKG-011360,56,56
773,4573,20250605,900,1,LTX-0000773,BKG-000180,61,117
774,4573,20250811,900,1,LTX-0000774,BKG-004208,45,162
775,4573,20251213,900,1,LTX-0000775,BKG-000868,20,182
776,4573,20251213,1800,2,LTX-0000776,BKG-000868,-10,172
777,2806,20250219,900,1,LTX-0000777,BKG-011462,8,8
778,2806,20250223,900,1,LTX-0000778,BKG-000653,42,50
779,2806,20250223,1800,2,LTX-0000779,BKG-000653,-20,30
780,2806,20250729,900,1,LTX-0000780,BKG-005124,65,95
781,2806,20250729,1800,2,LTX-0000781,BKG-005124,-30,65
782,2806,20251019,900,1,LTX-0000782,BKG-000181,32,97
783,2806,20251024,900,1,LTX-0000783,BKG-005362,63,160
784,2143,20241223,900,1,LTX-0000784,BKG-012194,40,40
785,2143,20250509,900,1,LTX-0000785,BKG-004626,16,56
786,2143,20250603,900,1,LTX-0000786,BKG-006841,37,93
787,2143,20250705,900,1,LTX-0000787,BKG-012292,35,128
788,2143,20250721,900,1,LTX-0000788,BKG-010776,26,154
789,2143,20251215,900,1,LTX-0000789,BKG-000182,51,205
790,3415,20250309,900,1,LTX-0000790,BKG-004111,51,51
791,3416,20250717,900,1,LTX-0000791,BKG-000462,35,86
792,3416,20251102,900,1,LTX-0000792,BKG-000183,25,111
793,3416,20251102,1800,2,LTX-0000793,BKG-000183,-30,81
794,3416,20251115,900,1,LTX-0000794,BKG-003188,57,138
795,3416,20251115,1800,2,LTX-0000795,BKG-003188,-10,128
796,3416,20251123,900,1,LTX-0000796,BKG-001685,37,165
797,1547,20250305,900,1,LTX-0000797,BKG-000184,44,44
798,1547,20250515,900,1,LTX-0000798,BKG-005687,27,71
799,1547,20250525,900,1,LTX-0000799,BKG-010524,76,147
800,3993,20250622,900,1,LTX-0000800,BKG-012470,47,47
801,3993,20250705,900,1,LTX-0000801,BKG-011972,32,79
802,3993,20251016,900,1,LTX-0000802,BKG-000185,50,129
803,3993,20251107,900,1,LTX-0000803,BKG-002772,80,209
804,3993,20251107,1800,2,LTX-0000804,BKG-002772,-10,199
805,1250,20241218,900,1,LTX-0000805,BKG-001014,17,17
806,1250,20250210,900,1,LTX-0000806,BKG-001673,34,51
807,1251,20250608,900,1,LTX-0000807,BKG-008768,47,98
808,1251,20250818,900,1,LTX-0000808,BKG-000186,17,115
809,2525,20241210,900,1,LTX-0000809,BKG-007333,64,64
810,2525,20250529,900,1,LTX-0000810,BKG-000187,53,117
811,2525,20250529,1800,2,LTX-0000811,BKG-000187,-30,87
812,2526,20250829,900,1,LTX-0000812,BKG-010935,31,118
813,2526,20251211,900,1,LTX-0000813,BKG-004949,52,170
814,173,20250117,900,1,LTX-0000814,BKG-001364,41,41
815,173,20250326,900,1,LTX-0000815,BKG-000188,36,77
816,173,20250619,900,1,LTX-0000816,BKG-008362,124,201
817,173,20250630,900,1,LTX-0000817,BKG-007498,60,261
818,173,20251001,900,1,LTX-0000818,BKG-002856,27,288
819,173,20251002,900,1,LTX-0000819,BKG-000973,61,349
820,173,20251215,900,1,LTX-0000820,BKG-007021,74,423
821,173,20251215,1800,2,LTX-0000821,BKG-007021,-30,393
822,3942,20250206,900,1,LTX-0000822,BKG-004673,38,38
823,3942,20250530,900,1,LTX-0000823,BKG-001662,25,63
824,3942,20250921,900,1,LTX-0000824,BKG-006924,10,73
825,3942,20250922,900,1,LTX-0000825,BKG-008789,67,140
826,3942,20251206,900,1,LTX-0000826,BKG-000189,41,181
